Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SLC25A5		1	1	16	6.3%	No
MTMR14		1	1	16	6.3%	No
MEGF8		2	2	16	12.5%	No
CELSR3		1	1	16	6.3%	No
ABHD17B		1	1	16	6.3%	No
SPINK5		1	1	16	6.3%	No
SHISAL1		1	1	16	6.3%	No
GLIPR1		1	1	16	6.3%	No
INF2		1	1	16	6.3%	No
POLR1E		1	1	16	6.3%	No
SUDS3		1	1	16	6.3%	No
TTN		13	3	16	18.8%	No
TTK		1	1	16	6.3%	No
TRIM9		1	1	16	6.3%	No
OR2T27		1	1	16	6.3%	No
EPHA2		3	2	16	12.5%	No
SBDS		1	1	16	6.3%	Yes
TUFT1		1	1	16	6.3%	No
C1QTNF6		1	1	16	6.3%	No
UBLCP1		1	1	16	6.3%	No
ARFGEF3		1	1	16	6.3%	No
TUBG1		1	1	16	6.3%	No
EIF4A2		1	1	16	6.3%	Yes
EIF4A1		2	2	16	12.5%	No
NOC2L		1	1	16	6.3%	No
ABCA12		2	1	16	6.3%	No
CFAP100		1	1	16	6.3%	No
EIF4E		1	1	16	6.3%	Yes
TYK2		7	3	16	18.8%	Yes
KIAA0825		1	1	16	6.3%	No
SLC17A9		1	1	16	6.3%	No
GPATCH3		2	2	16	12.5%	No
RAB3IP		1	1	16	6.3%	No
EIF5		1	1	16	6.3%	No
RGS22		1	1	16	6.3%	No
EIF4G2		2	2	16	12.5%	No
IL20		2	2	16	12.5%	No
RPS10-NUDT3		1	1	16	6.3%	No
ZBTB20		2	2	16	12.5%	Yes
RELL2		1	1	16	6.3%	No
LRCH3		1	1	16	6.3%	No
ZNF335		1	1	16	6.3%	No
CBR4		1	1	16	6.3%	No
GAPVD1		1	1	16	6.3%	No
GALNT11		1	1	16	6.3%	No
ELAVL2		1	1	16	6.3%	No
UBQLN3		1	1	16	6.3%	No
IL21R		1	1	16	6.3%	Yes
CFAP70		1	1	16	6.3%	No
FAM170A		1	1	16	6.3%	No
ATP6V0A4		1	1	16	6.3%	No
DEF6		1	1	16	6.3%	No
TAF1C		1	1	16	6.3%	No
ITSN2		1	1	16	6.3%	No
SHROOM1		2	2	16	12.5%	No
ZNF383		1	1	16	6.3%	No
ITPKB		1	1	16	6.3%	No
ITPR1		1	1	16	6.3%	No
ITPR2		2	2	16	12.5%	No
NOMO3		1	1	16	6.3%	No
IRF2BP1		1	1	16	6.3%	No
GPR153		1	1	16	6.3%	No
CUZD1		1	1	16	6.3%	No
SCARF2		1	1	16	6.3%	No
TANC2		2	2	16	12.5%	No
PCLO		1	1	16	6.3%	Yes
FKBPL		1	1	16	6.3%	No
JAK3		1	1	16	6.3%	Yes
RPUSD4		1	1	16	6.3%	No
ITPR3		2	2	16	12.5%	No
TM4SF5		1	1	16	6.3%	No
PKD2L1		1	1	16	6.3%	No
TTLL5		2	2	16	12.5%	No
SIPA1L3		1	1	16	6.3%	No
LRIG3		1	1	16	6.3%	Yes
IGLV5-48		1	1	16	6.3%	No
PRPF31		1	1	16	6.3%	No
JARID2		1	1	16	6.3%	Yes
PLB1		1	1	16	6.3%	No
ZC3H13		1	1	16	6.3%	No
KERA		1	1	16	6.3%	No
DIDO1		1	1	16	6.3%	No
GPRASP2		1	1	16	6.3%	No
ADAM29		1	1	16	6.3%	No
SETD1B		3	2	16	12.5%	Yes
UBE2M		2	2	16	12.5%	No
SAMD12		1	1	16	6.3%	No
ZNF609		1	1	16	6.3%	No
TBC1D9B		1	1	16	6.3%	No
DNAAF1		1	1	16	6.3%	No
ZNF784		1	1	16	6.3%	No
ZNF524		1	1	16	6.3%	No
ADAMTS13		1	1	16	6.3%	No
KIF13A		1	1	16	6.3%	No
NUP210L		2	2	16	12.5%	No
LRIT1		1	1	16	6.3%	No
ZNF791		2	2	16	12.5%	No
POLM		1	1	16	6.3%	No
PRC1		1	1	16	6.3%	No
KCNC4		1	1	16	6.3%	No
HECW1		1	1	16	6.3%	No
MYCBP2		2	2	16	12.5%	No
POMGNT2		1	1	16	6.3%	No
PTPN21		1	1	16	6.3%	No
ZSCAN10		1	1	16	6.3%	No
KCNA6		2	2	16	12.5%	No
FBH1		1	1	16	6.3%	No
KCNC1		1	1	16	6.3%	No
CCDC63		1	1	16	6.3%	No
MYO18A		1	1	16	6.3%	Yes
PAPSS1		1	1	16	6.3%	No
TVP23C		1	1	16	6.3%	No
SYT7		1	1	16	6.3%	No
PIAS2		1	1	16	6.3%	No
ARPP21		1	1	16	6.3%	No
HECTD3		1	1	16	6.3%	No
FLCN		1	1	16	6.3%	Yes
KCND2		1	1	16	6.3%	No
DYNC2H1		1	1	16	6.3%	No
ZBTB6		1	1	16	6.3%	No
KCNJ1		1	1	16	6.3%	No
CHD3		2	2	16	12.5%	No
ARHGAP27		1	1	16	6.3%	No
CHD2		1	1	16	6.3%	Yes
CHD1		1	1	16	6.3%	No
KDM4D		2	1	16	6.3%	No
VAC14		1	1	16	6.3%	No
KCNJ9		1	1	16	6.3%	No
CHD4		1	1	16	6.3%	Yes
ZNF321P		1	1	16	6.3%	No
KCNN2		1	1	16	6.3%	No
OR2B3		1	1	16	6.3%	No
RAB22A		1	1	16	6.3%	No
ZNF329		1	1	16	6.3%	No
TRAF3IP2		1	1	16	6.3%	No
FASTKD1		1	1	16	6.3%	No
CHGB		1	1	16	6.3%	No
SMC6		1	1	16	6.3%	No
DNAI3		1	1	16	6.3%	No
CHEK1		1	1	16	6.3%	Yes
HEATR4		1	1	16	6.3%	No
STRN		1	1	16	6.3%	Yes
KCNK2		1	1	16	6.3%	No
ABHD6		1	1	16	6.3%	No
LYST		1	1	16	6.3%	No
SART1		2	1	16	6.3%	No
CERS3		1	1	16	6.3%	No
NEIL1		1	1	16	6.3%	No
AHCYL1		1	1	16	6.3%	No
CHN2		1	1	16	6.3%	No
PIGQ		1	1	16	6.3%	No
KCNQ2		2	1	16	6.3%	No
KCNQ3		1	1	16	6.3%	No
KCNS2		1	1	16	6.3%	No
STXBP3		1	1	16	6.3%	No
NES		2	1	16	6.3%	No
MGME1		1	1	16	6.3%	No
OR4K2		1	1	16	6.3%	No
PRSS53		1	1	16	6.3%	No
SUPT5H		1	1	16	6.3%	No
OR11G2		1	1	16	6.3%	No
CHRNA5		1	1	16	6.3%	No
ZMAT4		1	1	16	6.3%	No
SENP5		1	1	16	6.3%	No
GALNTL6		1	1	16	6.3%	No
CHRNA1		1	1	16	6.3%	No
CHRM5		1	1	16	6.3%	No
SLFN12L		1	1	16	6.3%	No
ZNF841		1	1	16	6.3%	No
ZNF615		1	1	16	6.3%	No
GPBP1		1	1	16	6.3%	No
ZG16B		1	1	16	6.3%	No
PCDHGB1		2	1	16	6.3%	No
KIF1C		2	1	16	6.3%	No
PCDHGB6		1	1	16	6.3%	No
CHRNG		1	1	16	6.3%	No
PCDHGB3		1	1	16	6.3%	No
MTOR		5	1	16	6.3%	Yes
SUPV3L1		1	1	16	6.3%	No
CPA5		1	1	16	6.3%	No
KLK9		1	1	16	6.3%	No
SURF2		1	1	16	6.3%	No
PCDHGA6		1	1	16	6.3%	No
SURF6		2	2	16	12.5%	No
RAI1		1	1	16	6.3%	No
NBEAL1		1	1	16	6.3%	No
ASAP1		1	1	16	6.3%	No
PPP2R2A		1	1	16	6.3%	Yes
OR2V2		1	1	16	6.3%	No
ERCC8		2	1	16	6.3%	No
FSHR		1	1	16	6.3%	No
FAM189B		1	1	16	6.3%	No
ZNF597		1	1	16	6.3%	No
BIRC6		1	1	16	6.3%	No
TBR1		1	1	16	6.3%	No
PCDHGA4		1	1	16	6.3%	No
BICDL2		1	1	16	6.3%	No
CERS1		1	1	16	6.3%	No
PCDHGA3		2	1	16	6.3%	No
FRZB		2	2	16	12.5%	No
PCDHGA1		1	1	16	6.3%	No
TPRX1		1	1	16	6.3%	No
TMEM237		1	1	16	6.3%	No
NSDHL		2	2	16	12.5%	No
SYT4		1	1	16	6.3%	No
ME2		1	1	16	6.3%	No
TENM2		1	1	16	6.3%	No
ESPN		1	1	16	6.3%	No
OSBPL5		1	1	16	6.3%	No
PCDHB10		1	1	16	6.3%	No
AXDND1		1	1	16	6.3%	No
OGA		1	1	16	6.3%	No
PCDHB7		3	2	16	12.5%	No
CCDC9B		1	1	16	6.3%	No
ZNF283		1	1	16	6.3%	No
REXO1		2	2	16	12.5%	No
PCDHB11		1	1	16	6.3%	No
KIAA1143		1	1	16	6.3%	No
OSBPL9		1	1	16	6.3%	No
PPP2R2C		1	1	16	6.3%	No
C19ORF38		1	1	16	6.3%	No
POLQ		2	2	16	12.5%	Yes
UGT2B11		1	1	16	6.3%	No
SYT11		1	1	16	6.3%	No
TAF1		1	1	16	6.3%	Yes
MEFV		1	1	16	6.3%	No
ZFP41		1	1	16	6.3%	No
CLCNKA		1	1	16	6.3%	No
USP49		1	1	16	6.3%	No
CLCN7		1	1	16	6.3%	No
GPR139		2	2	16	12.5%	No
CLCN4		1	1	16	6.3%	No
PMPCA		1	1	16	6.3%	No
ACSBG1		1	1	16	6.3%	No
DDX60		1	1	16	6.3%	No
BTLA		1	1	16	6.3%	Yes
KLHL6		1	1	16	6.3%	Yes
DUSP10		1	1	16	6.3%	No
NLRC5		3	2	16	12.5%	No
CARMIL1		1	1	16	6.3%	No
KIAA1109		3	3	16	18.8%	No
TAF11		1	1	16	6.3%	No
ZC3H4		1	1	16	6.3%	No
C14ORF39		1	1	16	6.3%	No
CLK1		1	1	16	6.3%	No
XPO6		1	1	16	6.3%	No
TBC1D1		1	1	16	6.3%	No
DCAF13		1	1	16	6.3%	No
CLU		1	1	16	6.3%	No
ZFR2		1	1	16	6.3%	No
MRPL37		1	1	16	6.3%	No
NEPRO		1	1	16	6.3%	No
VPS50		1	1	16	6.3%	No
ABCC10		1	1	16	6.3%	No
SDR39U1		1	1	16	6.3%	No
FAM9A		1	1	16	6.3%	No
SEC63		1	1	16	6.3%	No
PRR5		1	1	16	6.3%	No
HPS5		1	1	16	6.3%	No
KIF16B		1	1	16	6.3%	No
MAP3K4		1	1	16	6.3%	No
OTOG		1	1	16	6.3%	No
MAP3K5		1	1	16	6.3%	No
TAF7		1	1	16	6.3%	No
DOCK10		1	1	16	6.3%	No
MRPS22		2	2	16	12.5%	No
PSKH2		1	1	16	6.3%	No
TASP1		1	1	16	6.3%	No
ZNF479		1	1	16	6.3%	No
TAPBP		1	1	16	6.3%	No
TARBP1		1	1	16	6.3%	No
RNF10		1	1	16	6.3%	No
MET		1	1	16	6.3%	Yes
TARBP2		1	1	16	6.3%	No
ZNF831		1	1	16	6.3%	No
NDST4		1	1	16	6.3%	No
NYAP1		1	1	16	6.3%	No
ABTB2		1	1	16	6.3%	No
YIPF3		1	1	16	6.3%	No
PRTFDC1		1	1	16	6.3%	No
SEC16A		1	1	16	6.3%	No
TRMT1		1	1	16	6.3%	No
AMBRA1		1	1	16	6.3%	No
FAM20B		1	1	16	6.3%	No
AQP10		1	1	16	6.3%	No
ZNF407		2	2	16	12.5%	No
TECPR1		1	1	16	6.3%	No
OR8D4		1	1	16	6.3%	No
TFDP3		1	1	16	6.3%	No
DDX20		1	1	16	6.3%	No
WDR93		1	1	16	6.3%	No
TREX2		1	1	16	6.3%	No
ANXA2		1	1	16	6.3%	No
TAT		1	1	16	6.3%	No
SYBU		3	1	16	6.3%	No
MFAP1		1	1	16	6.3%	No
TCEAL8		1	1	16	6.3%	No
FZD10		1	1	16	6.3%	No
AKAP13		1	1	16	6.3%	No
IRAK3		1	1	16	6.3%	No
AKAP11		1	1	16	6.3%	No
MIA2		1	1	16	6.3%	No
PRKCI		2	1	16	6.3%	Yes
OXSR1		1	1	16	6.3%	No
GIGYF1		1	1	16	6.3%	No
CASC3		1	1	16	6.3%	No
COG2		1	1	16	6.3%	No
BFAR		1	1	16	6.3%	No
KIF18A		1	1	16	6.3%	No
RASL12		1	1	16	6.3%	No
TLR7		1	1	16	6.3%	No
ACSS3		1	1	16	6.3%	No
RXFP3		1	1	16	6.3%	No
TANGO6		1	1	16	6.3%	No
AOX1		2	1	16	6.3%	No
SLC25A12		1	1	16	6.3%	No
CCNJL		1	1	16	6.3%	No
APAF1		1	1	16	6.3%	No
PRKCA		1	1	16	6.3%	No
MGAT3		1	1	16	6.3%	No
NOP14		1	1	16	6.3%	No
PUM3		1	1	16	6.3%	No
FAM193A		1	1	16	6.3%	No
KLF7		1	1	16	6.3%	No
DCLRE1A		1	1	16	6.3%	No
PRKDC		3	3	16	18.8%	Yes
RAB26		1	1	16	6.3%	No
GOLGA5		1	1	16	6.3%	Yes
NIPBL		1	1	16	6.3%	No
MAPK1		3	3	16	18.8%	Yes
MAPK3		1	1	16	6.3%	Yes
PDE8B		1	1	16	6.3%	No
HS3ST3B1		1	1	16	6.3%	No
CDK13		1	1	16	6.3%	No
HECTD1		2	1	16	6.3%	No
POU2F3		1	1	16	6.3%	No
ADPRM		1	1	16	6.3%	No
APBA2		1	1	16	6.3%	No
DTWD1		1	1	16	6.3%	No
APBB2		2	2	16	12.5%	No
NLRP2		1	1	16	6.3%	No
PRDM11		1	1	16	6.3%	No
TMEM127		1	1	16	6.3%	Yes
AIRE		1	1	16	6.3%	No
ADIPOR2		1	1	16	6.3%	No
GPR85		1	1	16	6.3%	No
MAGEC1		1	1	16	6.3%	No
GPR173		1	1	16	6.3%	No
PLPP3		2	1	16	6.3%	No
USP48		1	1	16	6.3%	No
MVP		1	1	16	6.3%	No
SLC23A2		1	1	16	6.3%	No
ZNF814		1	1	16	6.3%	No
BIRC3		1	1	16	6.3%	Yes
ZNF446		1	1	16	6.3%	No
TULP4		1	1	16	6.3%	No
LINC02903		1	1	16	6.3%	No
BIRC5		2	1	16	6.3%	No
DDX27		1	1	16	6.3%	No
COQ8A		1	1	16	6.3%	No
FAM184A		1	1	16	6.3%	No
CTNNBIP1		1	1	16	6.3%	No
EFL1		1	1	16	6.3%	No
APLP2		1	1	16	6.3%	No
FAT4		1	1	16	6.3%	Yes
APOB		1	1	16	6.3%	No
TP63		1	1	16	6.3%	Yes
APOBEC1		1	1	16	6.3%	No
HS3ST3A1		1	1	16	6.3%	No
MTHFD2		1	1	16	6.3%	No
NUP153		1	1	16	6.3%	No
CCDC148		1	1	16	6.3%	No
MKI67		3	3	16	18.8%	Yes
DCHS1		2	2	16	12.5%	No
NPIPB15		1	1	16	6.3%	No
SPRED2		1	1	16	6.3%	No
KDM1B		1	1	16	6.3%	No
NBPF1		1	1	16	6.3%	No
PAOX		1	1	16	6.3%	No
PPP4R3A		1	1	16	6.3%	No
NUDT8		1	1	16	6.3%	No
UNC93A		1	1	16	6.3%	No
SLC30A6		1	1	16	6.3%	No
MED12		1	1	16	6.3%	Yes
MED13		2	2	16	12.5%	No
THRAP3		1	1	16	6.3%	No
MAP3K9		1	1	16	6.3%	No
MAP3K10		1	1	16	6.3%	No
NUMB		1	1	16	6.3%	No
PKHD1L1		1	1	16	6.3%	No
KMT2A		2	1	16	6.3%	Yes
MAP4K1		1	1	16	6.3%	No
MAP4K5		2	1	16	6.3%	No
UBE2E1		1	1	16	6.3%	No
PDE5A		1	1	16	6.3%	No
STAB1		1	1	16	6.3%	No
PCDHGC4		1	1	16	6.3%	No
CLEC4F		1	1	16	6.3%	No
KLK3		2	2	16	12.5%	No
WDR43		1	1	16	6.3%	No
FAS		1	1	16	6.3%	Yes
CCNB3		1	1	16	6.3%	Yes
MAPK8IP3		1	1	16	6.3%	No
RHPN2		1	1	16	6.3%	No
AQP2		1	1	16	6.3%	No
NISCH		1	1	16	6.3%	No
FXYD6		1	1	16	6.3%	No
OR5AC2		1	1	16	6.3%	No
DGCR2		1	1	16	6.3%	No
EIF3C		1	1	16	6.3%	No
CEP250		2	2	16	12.5%	No
AAMP		2	2	16	12.5%	No
EIF3A		1	1	16	6.3%	No
KCNE2		2	2	16	12.5%	No
SEC23IP		1	1	16	6.3%	No
ABCA1		1	1	16	6.3%	No
CEP68		2	1	16	6.3%	No
PASK		1	1	16	6.3%	Yes
ARAF		1	1	16	6.3%	Yes
SEPTIN8		1	1	16	6.3%	No
SUPT16H		1	1	16	6.3%	No
FGFRL1		2	1	16	6.3%	No
TNKS		1	1	16	6.3%	No
PPP4R1		1	1	16	6.3%	No
ABCA2		1	1	16	6.3%	No
C12ORF60		1	1	16	6.3%	No
ERLIN2		1	1	16	6.3%	No
GRK1		1	1	16	6.3%	No
AOC1		1	1	16	6.3%	No
ABR		1	1	16	6.3%	No
STX11		1	1	16	6.3%	No
SSPOP		1	1	16	6.3%	No
NACAD		1	1	16	6.3%	No
ZZEF1		1	1	16	6.3%	No
ANKLE2		1	1	16	6.3%	No
CDHR5		1	1	16	6.3%	No
LRCH1		2	2	16	12.5%	No
KRTAP13-1		1	1	16	6.3%	No
EIF3I		1	1	16	6.3%	No
SLC41A2		1	1	16	6.3%	No
