Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
RNF41		1	1	14	7.1%	No
TUT1		1	1	14	7.1%	No
TRPC6		1	1	14	7.1%	No
OR10G3		1	1	14	7.1%	No
ALPP		1	1	14	7.1%	No
MDH2		1	1	14	7.1%	No
LINC00539		1	1	14	7.1%	No
MPHOSPH9		2	1	14	7.1%	No
EEF1A2		1	1	14	7.1%	No
ZNF302		1	1	14	7.1%	No
SLX4		1	1	14	7.1%	Yes
SIRT6		1	1	14	7.1%	No
NIF3L1		1	1	14	7.1%	No
PHC2		2	2	14	14.3%	No
NEURL4		1	1	14	7.1%	No
OR2T8		1	1	14	7.1%	No
SNAP91		1	1	14	7.1%	No
MADD		2	2	14	14.3%	No
TJP2		2	2	14	14.3%	No
FAM189A2		1	1	14	7.1%	No
RFX7		1	1	14	7.1%	No
FSIP2		2	2	14	14.3%	No
PDZD2		1	1	14	7.1%	No
PLPPR4		1	1	14	7.1%	No
WDTC1		2	2	14	14.3%	No
AMD1		2	2	14	14.3%	No
L3MBTL3		1	1	14	7.1%	No
AMHR2		1	1	14	7.1%	No
DOP1A		1	1	14	7.1%	No
TRPS1		2	1	14	7.1%	No
COL27A1		1	1	14	7.1%	No
TDRD15		2	1	14	7.1%	No
ABHD2		1	1	14	7.1%	No
CASK		1	1	14	7.1%	No
SCARF1		1	1	14	7.1%	No
TSC1		1	1	14	7.1%	Yes
DAAM1		1	1	14	7.1%	No
AMPD1		1	1	14	7.1%	No
INTS6		1	1	14	7.1%	No
MAPKBP1		1	1	14	7.1%	No
ARIH2OS		2	1	14	7.1%	No
PLCH1		1	1	14	7.1%	No
BIN1		1	1	14	7.1%	No
STEAP1B		1	1	14	7.1%	No
AKAP8L		1	1	14	7.1%	No
IL23A		1	1	14	7.1%	No
RBM20		3	1	14	7.1%	No
ARMCX3		1	1	14	7.1%	No
EEF2		2	2	14	14.3%	No
TENM1		1	1	14	7.1%	No
LILRA2		1	1	14	7.1%	No
PCDH20		1	1	14	7.1%	No
RBM6		2	2	14	14.3%	No
C3ORF85		1	1	14	7.1%	No
NCR2		1	1	14	7.1%	No
RAB31		2	2	14	14.3%	No
AKTIP		2	1	14	7.1%	No
STK38L		1	1	14	7.1%	No
SPEN		14	1	14	7.1%	Yes
FBXO21		1	1	14	7.1%	No
LATS2		1	1	14	7.1%	Yes
MACF1		1	1	14	7.1%	No
RGS18		1	1	14	7.1%	No
FAIM2		1	1	14	7.1%	No
GALNT17		1	1	14	7.1%	No
ANK2		3	2	14	14.3%	No
ANK3		2	1	14	7.1%	No
CYRIB		2	1	14	7.1%	No
LGALS12		1	1	14	7.1%	No
TSC2		1	1	14	7.1%	Yes
LHFPL6		1	1	14	7.1%	No
MAP4K4		1	1	14	7.1%	No
PAX6		1	1	14	7.1%	No
KCTD18		1	1	14	7.1%	No
PAX7		1	1	14	7.1%	Yes
PHF3		1	1	14	7.1%	No
AZIN1		1	1	14	7.1%	No
ABHD17B		1	1	14	7.1%	No
ACTR5		1	1	14	7.1%	No
SPINK5		1	1	14	7.1%	No
KIAA2012		1	1	14	7.1%	No
GOLGB1		2	1	14	7.1%	No
SHISAL1		1	1	14	7.1%	No
GOLGA3		2	2	14	14.3%	No
MYOF		1	1	14	7.1%	No
FARP1		1	1	14	7.1%	No
WASF2		1	1	14	7.1%	No
GLIPR1		1	1	14	7.1%	No
INF2		1	1	14	7.1%	No
POLR1E		1	1	14	7.1%	No
QPRT		1	1	14	7.1%	No
BRD4		1	1	14	7.1%	Yes
SUDS3		1	1	14	7.1%	No
CNNM4		1	1	14	7.1%	No
AP3B2		1	1	14	7.1%	No
TTN		13	2	14	14.3%	No
NAXE		1	1	14	7.1%	No
SRRT		1	1	14	7.1%	No
ANO4		1	1	14	7.1%	No
TRIM9		1	1	14	7.1%	No
LIN37		1	1	14	7.1%	No
PARP14		2	2	14	14.3%	No
IQGAP3		1	1	14	7.1%	No
GPC1		1	1	14	7.1%	No
EPHA2		2	1	14	7.1%	No
SBDS		1	1	14	7.1%	Yes
TMC7		1	1	14	7.1%	No
TUFT1		1	1	14	7.1%	No
IL27RA		1	1	14	7.1%	No
C1QTNF6		2	2	14	14.3%	No
GAN		1	1	14	7.1%	No
UBLCP1		1	1	14	7.1%	No
USP21		1	1	14	7.1%	No
ARFGEF3		1	1	14	7.1%	No
C1QL2		1	1	14	7.1%	No
PATE4		1	1	14	7.1%	No
TUBG1		1	1	14	7.1%	No
PCNX2		2	1	14	7.1%	No
RIBC2		1	1	14	7.1%	No
EIF4A1		2	2	14	14.3%	No
GREB1L		1	1	14	7.1%	No
NOC2L		1	1	14	7.1%	No
ABCA12		2	1	14	7.1%	No
PPP4R3B		1	1	14	7.1%	No
CFAP100		1	1	14	7.1%	No
BRIP1		2	2	14	14.3%	Yes
FAM157B		2	2	14	14.3%	No
TYK2		6	2	14	14.3%	Yes
KIF7		1	1	14	7.1%	No
CT47B1		1	1	14	7.1%	No
GVQW3		1	1	14	7.1%	No
AKAP6		1	1	14	7.1%	No
CTNND1		2	2	14	14.3%	No
ZWILCH		2	2	14	14.3%	No
GPATCH3		1	1	14	7.1%	No
RAB3IP		1	1	14	7.1%	No
RGS22		1	1	14	7.1%	No
SPNS1		1	1	14	7.1%	No
IL20		1	1	14	7.1%	No
RPS10-NUDT3		1	1	14	7.1%	No
ZBTB20		1	1	14	7.1%	Yes
ADGRG5		1	1	14	7.1%	No
RELL2		1	1	14	7.1%	No
RND2		1	1	14	7.1%	No
SPATA6L		1	1	14	7.1%	No
LRCH3		2	2	14	14.3%	No
CBR4		1	1	14	7.1%	No
GAPVD1		1	1	14	7.1%	No
CTSE		1	1	14	7.1%	No
ELAVL2		1	1	14	7.1%	No
UBQLN3		1	1	14	7.1%	No
FOXRED2		1	1	14	7.1%	No
IL21R		1	1	14	7.1%	Yes
CFAP70		1	1	14	7.1%	No
FAM170A		1	1	14	7.1%	No
MYOT		1	1	14	7.1%	No
SLC4A7		1	1	14	7.1%	No
DET1		1	1	14	7.1%	No
SHROOM1		2	2	14	14.3%	No
UACA		1	1	14	7.1%	No
NUP37		1	1	14	7.1%	No
LRRC37A4P		1	1	14	7.1%	No
ZNF383		1	1	14	7.1%	No
WWC2		1	1	14	7.1%	No
SMIM2		1	1	14	7.1%	No
CUX1		1	1	14	7.1%	Yes
ITPKB		1	1	14	7.1%	No
ITPR1		1	1	14	7.1%	No
NAA25		2	2	14	14.3%	No
CTSS		1	1	14	7.1%	No
ITPR2		2	2	14	14.3%	No
IRF2BP1		1	1	14	7.1%	No
SCARF2		1	1	14	7.1%	No
NAT8		1	1	14	7.1%	No
TANC2		2	2	14	14.3%	No
KIF26B		1	1	14	7.1%	No
PCLO		1	1	14	7.1%	Yes
FKBPL		1	1	14	7.1%	No
RADX		2	2	14	14.3%	No
MAP3K14		1	1	14	7.1%	Yes
SLC38A4		1	1	14	7.1%	No
TGIF2		1	1	14	7.1%	No
JAK3		1	1	14	7.1%	Yes
ITPR3		1	1	14	7.1%	No
EFCAB6		1	1	14	7.1%	No
TM4SF5		1	1	14	7.1%	No
PKD2L1		1	1	14	7.1%	No
TTLL5		1	1	14	7.1%	No
SECISBP2		1	1	14	7.1%	No
GPS2		1	1	14	7.1%	Yes
MKNK2		1	1	14	7.1%	No
CYLD		1	1	14	7.1%	Yes
JARID2		1	1	14	7.1%	Yes
PLB1		1	1	14	7.1%	No
USP43		3	3	14	21.4%	No
CYP2A7		1	1	14	7.1%	No
RANBP2		3	2	14	14.3%	Yes
ZC3H13		1	1	14	7.1%	No
DIDO1		1	1	14	7.1%	No
GPRASP2		2	2	14	14.3%	No
GRIA3		1	1	14	7.1%	No
CLPP		1	1	14	7.1%	No
PCOLCE2		2	2	14	14.3%	No
FASTKD3		1	1	14	7.1%	No
SAMD12		1	1	14	7.1%	No
RAPGEF1		1	1	14	7.1%	No
CYP2C19		1	1	14	7.1%	No
RARG		2	1	14	7.1%	No
ZNF609		1	1	14	7.1%	No
WAPL		1	1	14	7.1%	No
CYP3A7		1	1	14	7.1%	No
DNAAF1		1	1	14	7.1%	No
ZNF784		1	1	14	7.1%	No
RAP1GDS1		1	1	14	7.1%	Yes
AGAP11		1	1	14	7.1%	No
ZNF524		1	1	14	7.1%	No
KIF13A		1	1	14	7.1%	No
LRIT1		1	1	14	7.1%	No
ZNF791		2	2	14	14.3%	No
RGPD2		1	1	14	7.1%	No
POLM		1	1	14	7.1%	No
METTL16		1	1	14	7.1%	No
KDM5A		2	2	14	14.3%	Yes
RBBP4		1	1	14	7.1%	No
HECW1		1	1	14	7.1%	No
GRID2		1	1	14	7.1%	No
MYCBP2		1	1	14	7.1%	No
LRRTM4		1	1	14	7.1%	No
PTPN21		1	1	14	7.1%	No
ZSCAN10		1	1	14	7.1%	No
DYNLT4		1	1	14	7.1%	No
KCNA6		1	1	14	7.1%	No
FBH1		1	1	14	7.1%	No
RASA2		1	1	14	7.1%	No
RASGRF1		1	1	14	7.1%	No
CCDC63		1	1	14	7.1%	No
SYT7		1	1	14	7.1%	No
PIAS2		1	1	14	7.1%	No
RBMS1		1	1	14	7.1%	No
MYBPC3		1	1	14	7.1%	No
ARPP21		1	1	14	7.1%	No
MYBPH		1	1	14	7.1%	No
HECTD3		1	1	14	7.1%	No
CYP3A5		1	1	14	7.1%	No
MYC		1	1	14	7.1%	Yes
KCND2		1	1	14	7.1%	No
SETD5		1	1	14	7.1%	Yes
DYNC2H1		1	1	14	7.1%	No
PRECSIT		1	1	14	7.1%	No
ARL8B		1	1	14	7.1%	No
RBBP8		1	1	14	7.1%	No
SBNO1		3	1	14	7.1%	No
RBL1		1	1	14	7.1%	No
ZBTB6		1	1	14	7.1%	No
KCNJ1		1	1	14	7.1%	No
MYBL2		2	1	14	7.1%	No
RAD51AP2		1	1	14	7.1%	No
CYP27A1		1	1	14	7.1%	No
CHD3		1	1	14	7.1%	No
BBS7		1	1	14	7.1%	No
DPPA4		1	1	14	7.1%	No
CHD1		1	1	14	7.1%	No
KDM4D		2	1	14	7.1%	No
ZNF790		1	1	14	7.1%	No
SH2D5		1	1	14	7.1%	No
NKAPD1		1	1	14	7.1%	No
CYP17A1		1	1	14	7.1%	Yes
FANCI		1	1	14	7.1%	No
P3H2		1	1	14	7.1%	No
VAC14		1	1	14	7.1%	No
KCNJ9		1	1	14	7.1%	No
TMLHE		1	1	14	7.1%	No
CHD4		1	1	14	7.1%	Yes
ZNF321P		1	1	14	7.1%	No
KCNN2		1	1	14	7.1%	No
ZNF836		3	2	14	14.3%	No
OR2B3		1	1	14	7.1%	No
MYH10		3	2	14	14.3%	No
MYH11		1	1	14	7.1%	Yes
TRAF3IP2		1	1	14	7.1%	No
FASTKD1		1	1	14	7.1%	No
CHGB		1	1	14	7.1%	No
ZNF470		1	1	14	7.1%	No
SMC6		1	1	14	7.1%	No
DNAI3		1	1	14	7.1%	No
CHEK1		1	1	14	7.1%	Yes
MYH3		1	1	14	7.1%	No
MYH4		1	1	14	7.1%	No
STRN		1	1	14	7.1%	Yes
KCNK2		1	1	14	7.1%	No
MYO1A		1	1	14	7.1%	No
SART1		2	1	14	7.1%	No
CERS3		1	1	14	7.1%	No
HSPA2		1	1	14	7.1%	No
HSPA1B		1	1	14	7.1%	No
AHCYL1		1	1	14	7.1%	No
CHN2		1	1	14	7.1%	No
PIGQ		1	1	14	7.1%	No
KCNQ3		1	1	14	7.1%	No
DPEP3		1	1	14	7.1%	No
MYL3		1	1	14	7.1%	No
OGFOD1		1	1	14	7.1%	No
NES		2	1	14	7.1%	No
HECTD4		1	1	14	7.1%	No
MYL6		1	1	14	7.1%	No
EDDM3B		1	1	14	7.1%	No
C1QBP		1	1	14	7.1%	No
MGME1		1	1	14	7.1%	No
MYO9B		2	2	14	14.3%	No
PRSS53		1	1	14	7.1%	No
ZMAT4		1	1	14	7.1%	No
SENP5		1	1	14	7.1%	No
CHD9		1	1	14	7.1%	No
FBXO11		1	1	14	7.1%	Yes
GALNTL6		1	1	14	7.1%	No
CHRNA1		1	1	14	7.1%	No
NEIL3		1	1	14	7.1%	No
CHRM5		1	1	14	7.1%	No
DNAJC18		1	1	14	7.1%	No
MYO1E		1	1	14	7.1%	No
SLFN12L		1	1	14	7.1%	No
MYO6		1	1	14	7.1%	No
C3		2	2	14	14.3%	No
RET		1	1	14	7.1%	Yes
MYO9A		1	1	14	7.1%	No
ZNF841		1	1	14	7.1%	No
ZNF615		1	1	14	7.1%	No
GPBP1		1	1	14	7.1%	No
RXFP2		1	1	14	7.1%	No
ZG16B		1	1	14	7.1%	No
ELP2		2	2	14	14.3%	Yes
C12ORF56		1	1	14	7.1%	No
PHTF1		1	1	14	7.1%	No
TCF23		1	1	14	7.1%	No
KIF1C		2	1	14	7.1%	No
PCDHGB6		1	1	14	7.1%	No
CHRNG		1	1	14	7.1%	No
PCDHGB3		1	1	14	7.1%	No
MTOR		6	2	14	14.3%	Yes
MYOC		2	2	14	14.3%	No
SUPV3L1		1	1	14	7.1%	No
SIGLEC17P		1	1	14	7.1%	No
CPA5		1	1	14	7.1%	No
KLK9		1	1	14	7.1%	No
C5		1	1	14	7.1%	No
C5AR1		1	1	14	7.1%	No
RFX1		1	1	14	7.1%	No
SURF2		1	1	14	7.1%	No
PCDHGA6		1	1	14	7.1%	No
PPP1R12A		1	1	14	7.1%	No
SURF6		1	1	14	7.1%	No
RAI1		2	2	14	14.3%	No
LRRC37A2		2	2	14	14.3%	No
HNRNPM		1	1	14	7.1%	No
ASAP1		1	1	14	7.1%	No
PPP2R2A		1	1	14	7.1%	Yes
CFAP43		1	1	14	7.1%	No
ERCC8		2	1	14	7.1%	No
EML1		1	1	14	7.1%	No
RAB11FIP1		1	1	14	7.1%	No
HSPG2		2	1	14	7.1%	No
PALD1		1	1	14	7.1%	No
ZNF597		1	1	14	7.1%	No
BIRC6		1	1	14	7.1%	No
C7		1	1	14	7.1%	No
ELK4		1	1	14	7.1%	Yes
TBR1		1	1	14	7.1%	No
BICDL2		1	1	14	7.1%	No
DENND2A		1	1	14	7.1%	No
