Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
DLEC1		3p22.2	HOMDEL	1	8	12.5%	No
ARHGAP33		19q13.12	AMP	1	8	12.5%	No
C2ORF72	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
TBC1D5		3p24.3	HOMDEL	1	8	12.5%	No
RNA5SP408	1.727e-2	16p11.1	HOMDEL	1	8	12.5%	No
RNA5SP461		18q23	HOMDEL	1	8	12.5%	No
HTR3A	1.076e-32	11q23.2	HOMDEL	1	8	12.5%	No
TADA3		3p25.3	HOMDEL	1	8	12.5%	No
CAND2		3p25.2	HOMDEL	1	8	12.5%	No
FAM118B	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
MUC22		6p21.33	AMP	1	8	12.5%	No
AASDHPPT	1.076e-32	11q22.3	HOMDEL	1	8	12.5%	No
ATXN7		3p14.1	HOMDEL	1	8	12.5%	Yes
PDCD2L		19q13.11	AMP	1	8	12.5%	No
PANX3	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
CXXC1		18q21.1	HOMDEL	1	8	12.5%	No
SGO2		2q33.1	HOMDEL	1	8	12.5%	No
IQCF1		3p21.2	HOMDEL	1	8	12.5%	No
PPP2CB		8p12	HOMDEL	1	8	12.5%	No
FGF17		8p21.3	HOMDEL	1	8	12.5%	No
ARL4C	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
PAF1		19q13.2	AMP	1	8	12.5%	No
SERPINB11		18q21.33	HOMDEL	1	8	12.5%	No
ARHGEF3		3p14.3	HOMDEL	1	8	12.5%	No
B3GNT7	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
UBE2N		12q22	HOMDEL	1	8	12.5%	No
LSR		19q13.12	AMP	1	8	12.5%	No
MARCHF6		5p15.2	AMP	1	8	12.5%	No
TCAIM		3p21.31	HOMDEL	1	8	12.5%	No
SDHAP3		5p15.33	AMP	1	8	12.5%	No
COPS8	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
LINC00589		8p12	HOMDEL	1	8	12.5%	No
SERPINB13		18q21.33	HOMDEL	1	8	12.5%	No
ZNF654		3p11.1	HOMDEL	1	8	12.5%	No
FOXF1		16q24.1	HOMDEL	1	8	12.5%	Yes
JPH3		16q24.2	HOMDEL	1	8	12.5%	No
ADA		20q13.12	AMP	1	8	12.5%	No
PAK4		19q13.2	AMP	1	8	12.5%	No
VPS11	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
CMTM3		16q22.1	HOMDEL	1	8	12.5%	No
EFHB		3p24.3	HOMDEL	1	8	12.5%	No
PCIF1		20q13.12	AMP	1	8	12.5%	No
FBXL20		17q12	AMP	1	8	12.5%	No
CDH13		16q23.3	HOMDEL	2	8	25.0%	No
NSUN2		5p15.31	AMP	1	8	12.5%	No
SNORD13		8p12	AMP	1	8	12.5%	No
SEMG1		20q13.12	AMP	1	8	12.5%	No
RNA5SP432		16q23.3	HOMDEL	1	8	12.5%	No
ALPI	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
HHATL		3p22.1	HOMDEL	1	8	12.5%	No
ENTPD3		3p22.1	HOMDEL	1	8	12.5%	No
CATSPERG	3.164e-8	19q13.2	AMP	1	8	12.5%	No
SDHAF1		19q13.12	AMP	1	8	12.5%	No
LRRC2		3p21.31	HOMDEL	1	8	12.5%	No
LCNL1		9q34.3	HOMDEL	1	8	12.5%	No
SCN10A		3p22.2	HOMDEL	1	8	12.5%	No
CCNL2	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	No
PRR21	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
ARL6IP5		3p14.1	HOMDEL	1	8	12.5%	No
EHMT2		6p21.33	AMP	1	8	12.5%	No
DLAT	1.076e-32	11q23.1	HOMDEL	1	8	12.5%	No
KRT40		17q21.2	AMP	1	8	12.5%	No
NT5DC2		3p21.1	HOMDEL	1	8	12.5%	No
HMGB1P5		3p24.3	HOMDEL	1	8	12.5%	No
RNF24		20p13	AMP	1	8	12.5%	No
GTSF1L		20q13.12	AMP	1	8	12.5%	No
SEMG2		20q13.12	AMP	1	8	12.5%	No
PIWIL2		8p21.3	HOMDEL	1	8	12.5%	No
SLC37A2	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
MIR924HG		18q12.2-q12.3	HOMDEL	1	8	12.5%	No
RNA5SP179		5p15.1	AMP	1	8	12.5%	No
RNF123		3p21.31	HOMDEL	1	8	12.5%	No
RN7SL134P		16q23.3	HOMDEL	1	8	12.5%	No
RNA5SP255		8p22	HOMDEL	1	8	12.5%	No
LTA		6p21.33	AMP	1	8	12.5%	No
NR1D2		3p24.2	HOMDEL	1	8	12.5%	No
MUSTN1		3p21.1	HOMDEL	1	8	12.5%	No
C17ORF98		17q12	AMP	1	8	12.5%	No
CCDC80		3q13.2	AMP	1	8	12.5%	No
RTP5	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
SMR3B		4q13.3	HOMDEL	1	8	12.5%	No
PRSS50		3p21.31	HOMDEL	1	8	12.5%	No
MRPL39	1.952e-1	21q21.3	HOMDEL	1	8	12.5%	No
CFAP53		18q21.1	HOMDEL	1	8	12.5%	No
NDUFA10	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
RN7SL216P		3p24.2	HOMDEL	1	8	12.5%	No
PIAS2		18q21.1	HOMDEL	1	8	12.5%	No
LY6G5B		6p21.33	AMP	1	8	12.5%	No
GNAO1	1.727e-2	16q13	HOMDEL	1	8	12.5%	No
KCNK15		20q13.12	AMP	1	8	12.5%	No
ACP7		19q13.2	AMP	1	8	12.5%	No
RNA5SP118		2q34	HOMDEL	1	8	12.5%	No
PPP1R3B		8p23.1	HOMDEL	1	8	12.5%	No
RNA5SP178		5p15.1	AMP	1	8	12.5%	No
SLC35E2B	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	No
LEPROTL1		8p12	HOMDEL	1	8	12.5%	No
FBXL5		4p15.32	HOMDEL	1	8	12.5%	No
IFNL1		19q13.2	AMP	1	8	12.5%	No
CEP104	2.952e-4	1p36.32	HOMDEL	1	8	12.5%	No
UBE2E2		3p24.3	HOMDEL	1	8	12.5%	No
BUD13	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
GAPDHS		19q13.12	AMP	1	8	12.5%	No
MTMR7		8p22	HOMDEL	1	8	12.5%	No
ZNF589		3p21.31	HOMDEL	1	8	12.5%	No
CISH		3p21.2	HOMDEL	1	8	12.5%	No
PPP1R10	1.605e-3	6p21.33	AMP	1	8	12.5%	No
LINC00907		18q12.3	HOMDEL	1	8	12.5%	No
PPP1R18		6p21.33	AMP	1	8	12.5%	No
CLIC1		6p21.33	AMP	1	8	12.5%	No
DHX58		17q21.2	AMP	1	8	12.5%	No
DCPS	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
GTF2H4		6p21.33	AMP	1	8	12.5%	No
INVS		9q31.1	HOMDEL	1	8	12.5%	No
ZNF540		19q13.13	AMP	1	8	12.5%	No
KRT222		17q21.2	AMP	1	8	12.5%	No
RN7SL294P		3p12.3	HOMDEL	1	8	12.5%	No
KCNJ5-AS1	1.076e-32	11q24.3	HOMDEL	1	8	12.5%	No
HYAL2		3p21.31	HOMDEL	1	8	12.5%	No
ZNF793		19q13.12	AMP	1	8	12.5%	No
LIN37		19q13.12	AMP	1	8	12.5%	No
IFNL3		19q13.2	AMP	1	8	12.5%	No
MSL1		17q21.1	AMP	1	8	12.5%	No
RN7SL318P		8p23.2	HOMDEL	1	8	12.5%	No
ZW10	1.076e-32	11q23.2	HOMDEL	1	8	12.5%	No
MRPS12		19q13.2	AMP	1	8	12.5%	No
SEMA5A		5p15.31	AMP	1	8	12.5%	No
NAA15		4q31.1	HOMDEL	1	8	12.5%	No
ABCA17P		16p13.3	HOMDEL	1	8	12.5%	No
GTSCR1		18q22.2	HOMDEL	1	8	12.5%	No
SETD2		3p21.31	HOMDEL	1	8	12.5%	Yes
SGSM1		22q11.23	HOMDEL	1	8	12.5%	No
LINC00615		12q21.33	HOMDEL	1	8	12.5%	No
VEZT		12q22	HOMDEL	1	8	12.5%	No
RAB17	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
RN7SL553P		3p26.1	HOMDEL	1	8	12.5%	No
EEF1B2		2q33.3	HOMDEL	1	8	12.5%	No
CNDP1		18q22.3	HOMDEL	1	8	12.5%	No
MT1M	1.727e-2	16q13	HOMDEL	1	8	12.5%	No
LRRC2-AS1		3p21.3	HOMDEL	1	8	12.5%	No
RNA5SP180		5p15.1	AMP	1	8	12.5%	No
FKBP10		17q21.2	AMP	1	8	12.5%	No
ZFAND2B		2q35	HOMDEL	1	8	12.5%	No
TNNC1		3p21.1	HOMDEL	1	8	12.5%	No
TATDN2		3p25.3	HOMDEL	1	8	12.5%	No
XCR1		3p21.31	HOMDEL	1	8	12.5%	No
RHBDD1		2q36.3	HOMDEL	1	8	12.5%	No
UBE2F	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
EPOP		17q12	AMP	1	8	12.5%	No
SHQ1		3p13	HOMDEL	1	8	12.5%	Yes
APP	1.952e-1	21q21.3	HOMDEL	1	8	12.5%	No
KDSR		18q21.33	HOMDEL	1	8	12.5%	Yes
CX3CR1		3p22.2	HOMDEL	1	8	12.5%	No
PSTPIP2		18q21.1	HOMDEL	1	8	12.5%	No
UGT1A5	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
DLGAP2		8p23.3	HOMDEL	1	8	12.5%	No
KIF13B		8p12	HOMDEL	1	8	12.5%	No
CWC25		17q12	AMP	1	8	12.5%	No
MARCHF4		2q35	HOMDEL	1	8	12.5%	No
RN7SL491P		19q13.12	AMP	1	8	12.5%	No
SOD1	1.952e-1	21q22.11	HOMDEL	1	8	12.5%	No
SLC16A14	3.466e-41	2q36.3	HOMDEL	1	8	12.5%	No
DEFB104A		8p23.1	HOMDEL	1	8	12.5%	No
CMTM6		3p22.3	HOMDEL	1	8	12.5%	No
OR6X1	1.076e-32	11q24.1	HOMDEL	1	8	12.5%	No
OR8D2	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
PTGR3		18q22.3	HOMDEL	1	8	12.5%	No
GOLGA8IP		15q11.2	HOMDEL	1	8	12.5%	No
LINC01620		20q13.12	AMP	1	8	12.5%	No
LAYN	1.076e-32	11q23.1	HOMDEL	1	8	12.5%	No
FLI1	1.076e-32	11q24.3	HOMDEL	1	8	12.5%	Yes
GPR179		17q12	AMP	1	8	12.5%	No
PRDM16	2.952e-4	1p36.32	HOMDEL	1	8	12.5%	Yes
SAMD11	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	No
EYA2		20q13.12	AMP	1	8	12.5%	No
TMEM147		19q13.12	AMP	1	8	12.5%	No
C8ORF48		8p22	HOMDEL	1	8	12.5%	No
SNORD20	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
TP53RK		20q13.12	AMP	1	8	12.5%	No
PWRN2		15q11.2	HOMDEL	1	8	12.5%	No
SERPINB4		18q21.33	HOMDEL	1	8	12.5%	Yes
RNA5SP413	1.727e-2	16p11.1	HOMDEL	1	8	12.5%	No
RNA5SP263		8p12	AMP	1	8	12.5%	No
RN7SL483P		12q22	HOMDEL	1	8	12.5%	No
BLK		8p23.1	HOMDEL	1	8	12.5%	No
GLB1L3		11q25	HOMDEL	1	8	12.5%	No
RBFADN		18q23	HOMDEL	1	8	12.5%	No
DBNDD2		20q13.12	AMP	1	8	12.5%	No
PATE3	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
NBEAL2		3p21.31	HOMDEL	1	8	12.5%	No
HYAL3		3p21.31	HOMDEL	1	8	12.5%	No
ADCY2		5p15.31	AMP	1	8	12.5%	No
FEZF2		3p14.2	HOMDEL	1	8	12.5%	No
REEP4		8p21.3	HOMDEL	1	8	12.5%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	8	12.5%	No
POU2F3	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
MKRN3		15q11.2	HOMDEL	1	8	12.5%	No
FOXL1		16q24.1	HOMDEL	1	8	12.5%	No
SMARCAL1		2q35	HOMDEL	1	8	12.5%	No
WFDC1		16q24.1	HOMDEL	1	8	12.5%	No
XPC		3p25.1	HOMDEL	1	8	12.5%	Yes
KRT19P2		12q22	HOMDEL	1	8	12.5%	No
HJURP	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
C3ORF86		3p21.31	HOMDEL	1	8	12.5%	No
RNA5SP226	9.848e-5	6q27	HOMDEL	1	8	12.5%	No
PRDM9		5p14.2	AMP	1	8	12.5%	No
CSN3		4q13.3	HOMDEL	1	8	12.5%	No
HINFP	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
THAP4	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
SLC6A3		5p15.33	AMP	1	8	12.5%	No
C6ORF47		6p21.33	AMP	1	8	12.5%	No
FLOT1		6p21.33	AMP	1	8	12.5%	No
KRBOX5		16p11.2	HOMDEL	1	8	12.5%	No
ADAMTS16		5p15.32	AMP	1	8	12.5%	No
TMA7		3p21.31	HOMDEL	1	8	12.5%	No
HPN		19q13.11	AMP	1	8	12.5%	No
STT3A	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
RNA5SP454		18q12.3	HOMDEL	1	8	12.5%	No
SEC22C		3p22.1	HOMDEL	1	8	12.5%	No
LINC00314	1.952e-1	21q21.3	HOMDEL	1	8	12.5%	No
RPL23AP53		8p23.3	HOMDEL	1	8	12.5%	No
FN1		2q35	HOMDEL	1	8	12.5%	No
ZBTB16	1.076e-32	11q23.2	HOMDEL	1	8	12.5%	Yes
PATE4	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
TOX2		20q13.12	AMP	1	8	12.5%	No
ERICH1		8p23.3	HOMDEL	1	8	12.5%	No
DUSP26		8p12	AMP	1	8	12.5%	No
N6AMT1	1.952e-1	21q21.3	HOMDEL	1	8	12.5%	No
CD3E	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
PRSS23		11q14.2	HOMDEL	1	8	12.5%	No
SAG	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
C19ORF33	3.164e-8	19q13.2	AMP	1	8	12.5%	No
CSNK2B		6p21.33	AMP	1	8	12.5%	No
SELENOK		3p21.1	HOMDEL	1	8	12.5%	No
LINC00311		16q24.1	HOMDEL	1	8	12.5%	No
NKIRAS2		17q21.2	AMP	1	8	12.5%	No
SGPP2		2q36.1	HOMDEL	1	8	12.5%	No
PLCH2	2.952e-4	1p36.32	HOMDEL	1	8	12.5%	No
GPR55	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
SNORD14C	1.076e-32	11q23.3-q25	HOMDEL	1	8	12.5%	No
IRF8		16q24.1	HOMDEL	1	8	12.5%	Yes
APPL1		3p14.3	HOMDEL	1	8	12.5%	No
MARCHF11		5p15.1	AMP	1	8	12.5%	No
RN7SKP43		2q35	HOMDEL	1	8	12.5%	No
XRN2		20p11.22	HOMDEL	1	8	12.5%	No
LINC00158	1.952e-1	21q21.2	HOMDEL	1	8	12.5%	No
VGLL4		3p25.3-p25.2	HOMDEL	1	8	12.5%	No
TMPRSS7		3q13.2	AMP	1	8	12.5%	No
RN7SL321P		3p21.31	HOMDEL	1	8	12.5%	No
ITGA9		3p22.2	HOMDEL	1	8	12.5%	No
PDCD1	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	Yes
CFAP74	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	No
CYP21A1P		6p21.33	AMP	1	8	12.5%	No
SLC39A14		8p21.3	HOMDEL	1	8	12.5%	No
ADAMTS15	1.076e-32	11q24.3	HOMDEL	1	8	12.5%	No
CCNE1		19q12	AMP	1	8	12.5%	Yes
PID1		2q36.3	HOMDEL	1	8	12.5%	No
ZNF461		19q13.13	AMP	1	8	12.5%	No
RAPH1		2q33.2	HOMDEL	1	8	12.5%	No
TMEM225	1.076e-32	11q24.1	HOMDEL	1	8	12.5%	No
SPINT2	3.164e-8	19q13.2	AMP	1	8	12.5%	No
NDUFB3		2q33.1	HOMDEL	1	8	12.5%	No
OAF	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
SYNPR		3p14.2	HOMDEL	1	8	12.5%	No
LINC00305		18q22.1	HOMDEL	1	8	12.5%	No
ZNF407-AS1		18q22.3	HOMDEL	1	8	12.5%	No
RWDD2B	1.952e-1	21q21.3	HOMDEL	1	8	12.5%	No
CELSR3		3p21.31	HOMDEL	1	8	12.5%	No
PLXNC1		12q22	HOMDEL	1	8	12.5%	No
FAM107A		3p14.3-p14.2	HOMDEL	1	8	12.5%	No
GNAI2		3p21.31	HOMDEL	1	8	12.5%	No
CCT5		5p15.2	AMP	1	8	12.5%	No
PINX1		8p23.1	HOMDEL	1	8	12.5%	No
PRNT		20p13	AMP	1	8	12.5%	No
TBCB		19q13.12	AMP	1	8	12.5%	No
HCST		19q13.12	AMP	1	8	12.5%	No
CCHCR1		6p21.33	AMP	1	8	12.5%	No
RBM42		19q13.12	AMP	1	8	12.5%	No
TIMM21		18q22.3	HOMDEL	1	8	12.5%	No
FARSB		2q36.1	HOMDEL	1	8	12.5%	No
ATAT1	1.605e-3	6p21.33	AMP	1	8	12.5%	No
GORASP1		3p22.2	HOMDEL	1	8	12.5%	No
ZSWIM3		20q13.12	AMP	1	8	12.5%	No
C19ORF12		19q12	AMP	1	8	12.5%	No
IRX5	1.727e-2	16q12.2	HOMDEL	1	8	12.5%	No
RAD18		3p25.3	HOMDEL	1	8	12.5%	No
NFKBIL1		6p21.33	AMP	1	8	12.5%	No
RBL2	1.727e-2	16q12.2	HOMDEL	1	8	12.5%	No
ACOT4		14q24.3	HOMDEL	1	8	12.5%	No
MIDEAS		14q24.3	HOMDEL	1	8	12.5%	Yes
NARS1		18q21.31	HOMDEL	1	8	12.5%	No
RPSA		3p22.1	HOMDEL	1	8	12.5%	No
MSANTD4	1.076e-32	11q22.3	HOMDEL	1	8	12.5%	No
GASK1A		3p22.1	HOMDEL	1	8	12.5%	No
RN7SL351P	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
CUL5	1.076e-32	11q22.3	HOMDEL	1	8	12.5%	No
ALKBH6		19q13.12	AMP	1	8	12.5%	No
MED1		17q12	AMP	1	8	12.5%	No
CD200R1L		3q13.2	AMP	1	8	12.5%	No
IDH1		2q34	HOMDEL	1	8	12.5%	Yes
PLXNB1		3p21.31	HOMDEL	1	8	12.5%	No
BANP		16q24.2	HOMDEL	1	8	12.5%	No
SPATA12		3p14.3	HOMDEL	1	8	12.5%	No
BTBD3		20p12.2	AMP	1	8	12.5%	No
DENND6A		3p14.3	HOMDEL	1	8	12.5%	No
LCN12		9q34.3	HOMDEL	1	8	12.5%	No
TTC34	2.952e-4	1p36.32	HOMDEL	1	8	12.5%	No
AUH		9q22.31	AMP	1	8	12.5%	No
ZNF585B		19q13.12	AMP	1	8	12.5%	No
CRBN		3p26.2	HOMDEL	1	8	12.5%	Yes
WFDC10A		20q13.12	AMP	1	8	12.5%	No
TBCEL	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
RN7SL303P		8p21.3	HOMDEL	1	8	12.5%	No
SCN2B	1.076e-32	11q23.3	HOMDEL	1	8	12.5%	No
KCNIP4		4p15.31-p15.2	HOMDEL	1	8	12.5%	No
HERPUD1	1.727e-2	16q13	HOMDEL	1	8	12.5%	Yes
GRAMD1B	1.076e-32	11q24.1	HOMDEL	1	8	12.5%	No
NADK	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	Yes
ROPN1L		5p15.2	AMP	1	8	12.5%	No
WNT7A		3p25.1	HOMDEL	1	8	12.5%	No
LINC00698		3p14.2	HOMDEL	1	8	12.5%	No
CIDECP1		3p25.3	HOMDEL	1	8	12.5%	No
FDCSP		4q13.3	HOMDEL	1	8	12.5%	No
GLB1L		2q35	HOMDEL	1	8	12.5%	No
IP6K1		3p21.31	HOMDEL	1	8	12.5%	No
NUDT18		8p21.3	HOMDEL	1	8	12.5%	No
C4A		6p21.33	AMP	1	8	12.5%	No
VHL		3p25.3	HOMDEL	1	8	12.5%	Yes
ATG7		3p25.3	HOMDEL	1	8	12.5%	No
EDEM1		3p26.1	HOMDEL	1	8	12.5%	No
TMEM230		20p13-p12.3	AMP	1	8	12.5%	No
COPS7B	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
RN7SL330P		12q22	HOMDEL	1	8	12.5%	No
MKRN2		3p25.2	HOMDEL	1	8	12.5%	No
HYAL1		3p21.31	HOMDEL	1	8	12.5%	No
KCNK6	3.164e-8	19q13.2	AMP	1	8	12.5%	No
ZNF532		18q21.32	HOMDEL	1	8	12.5%	No
CMKLR2		2q33.3	HOMDEL	1	8	12.5%	No
PTPN13	1.590e-3	4q21.3	HOMDEL	1	8	12.5%	Yes
MMP23B	2.952e-4	1p36.33	HOMDEL	1	8	12.5%	No
ABCF1	1.605e-3	6p21.33	AMP	1	8	12.5%	No
MAB21L4	3.466e-41	2q37.3	HOMDEL	1	8	12.5%	No
PBK		8p21.1	HOMDEL	1	8	12.5%	No
LINC00606		3p25.3	HOMDEL	1	8	12.5%	No
GOLGA8S		15q11.2	HOMDEL	1	8	12.5%	No
RNU4ATAC17P		3p26.1	HOMDEL	1	8	12.5%	No
FOXE1		9q22.33	AMP	1	8	12.5%	No
SCARNA5	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
HERC2P4	1.727e-2	16p11.2	HOMDEL	1	8	12.5%	No
RN7SL566P		19q13.2	AMP	1	8	12.5%	No
HNRNPL		19q13.2	AMP	1	8	12.5%	No
HAUS5		19q13.12	AMP	1	8	12.5%	No
MT1L	1.727e-2	16q13	HOMDEL	1	8	12.5%	No
ACKR2		3p22.1	HOMDEL	1	8	12.5%	No
ETS1	1.076e-32	11q24.3	HOMDEL	1	8	12.5%	Yes
CRELD1		3p25.3	HOMDEL	1	8	12.5%	No
MIEN1		17q12	AMP	1	8	12.5%	No
GOLGA6L6		15q11.2	HOMDEL	1	8	12.5%	No
C4B		6p21.33	AMP	1	8	12.5%	No
TRAK1		3p22.1	HOMDEL	1	8	12.5%	No
RN7SKP45		3p14.3	HOMDEL	1	8	12.5%	No
CORO2A		9q22.33	AMP	1	8	12.5%	No
STK36		2q35	HOMDEL	1	8	12.5%	No
PXK		3p14.3	HOMDEL	1	8	12.5%	No
HCG23		6p21.32	AMP	1	8	12.5%	No
EIF1		17q21.2	AMP	1	8	12.5%	No
FAM167A	2.105e-3	8p23.1	HOMDEL	1	8	12.5%	No
PROK2		3p13	HOMDEL	1	8	12.5%	No
TSHZ1		18q22.3	HOMDEL	1	8	12.5%	No
RN7SL52P	1.952e-1	21p11.2	HOMDEL	1	8	12.5%	No
SMOX		20p13	AMP	1	8	12.5%	No
UGT1A3	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	No
HERC2P8	1.727e-2	16p11.2	HOMDEL	1	8	12.5%	No
RNF5		6p21.32	AMP	1	8	12.5%	No
MRPS25		3p25.1	HOMDEL	1	8	12.5%	No
FBXO36	3.466e-41	2q36.3	HOMDEL	1	8	12.5%	No
TAFA4		3p14.1	HOMDEL	1	8	12.5%	No
KRBOX1		3p22.1	HOMDEL	1	8	12.5%	No
CCDC38		12q23.1	HOMDEL	1	8	12.5%	No
SPATA25		20q13.12	AMP	1	8	12.5%	No
POP4		19q12	AMP	1	8	12.5%	No
EBF2		8p21.2	HOMDEL	1	8	12.5%	No
OR8D1	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
GAST		17q21.2	AMP	1	8	12.5%	No
RNA5SP417	1.727e-2	16p11.1	HOMDEL	1	8	12.5%	No
MED24		17q21.1	AMP	1	8	12.5%	No
LIMD1		3p21.31	HOMDEL	1	8	12.5%	No
TRMT6		20p12.3	AMP	1	8	12.5%	No
GOLGA4		3p22.2	HOMDEL	2	8	25.0%	No
CRYGEP		2q33.3	HOMDEL	1	8	12.5%	No
CRYGD		2q33.3	HOMDEL	1	8	12.5%	No
ATP2C2		16q24.1	HOMDEL	1	8	12.5%	No
DES		2q35	HOMDEL	1	8	12.5%	No
SYCN		19q13.2	AMP	1	8	12.5%	No
PDLIM2		8p21.3	HOMDEL	1	8	12.5%	No
LGALS7B		19q13.2	AMP	1	8	12.5%	No
BTG4	1.076e-32	11q23.1	HOMDEL	1	8	12.5%	No
NAE1		16q22.1	HOMDEL	1	8	12.5%	No
ECH1		19q13.2	AMP	1	8	12.5%	No
PABPC1L		20q13.12	AMP	1	8	12.5%	No
SPTLC1		9q22.31	AMP	1	8	12.5%	No
CMTM7		3p22.3	HOMDEL	1	8	12.5%	No
ZNF445		3p21.31	HOMDEL	1	8	12.5%	No
CYP21A2		6p21.33	AMP	1	8	12.5%	No
PIGT		20q13.12	AMP	1	8	12.5%	No
ELOA3BP		18q21.1	HOMDEL	1	8	12.5%	No
GHRLOS		3p25.3	HOMDEL	1	8	12.5%	No
STT3B		3p23	HOMDEL	1	8	12.5%	No
AHSP		16p11.2	HOMDEL	1	8	12.5%	No
OR10G7	1.076e-32	11q24.2	HOMDEL	1	8	12.5%	No
CTDSPL		3p22.2	HOMDEL	1	8	12.5%	No
DEFB134		8p23.1	HOMDEL	1	8	12.5%	No
INPP5D	3.466e-41	2q37.1	HOMDEL	1	8	12.5%	Yes
