Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
MFSD3		8q24.3	AMP	1	17	5.9%	No
SNRPA		19q13.2	AMP	1	17	5.9%	No
RFWD3		16q23.1	HOMDEL	1	17	5.9%	No
IFNL1		19q13.2	AMP	1	17	5.9%	No
MTMR7		8p22	HOMDEL	1	17	5.9%	No
LINC00881		3q25.31	AMP	2	17	11.8%	No
LDLR		19p13.2	AMP	1	17	5.9%	No
ERICH6		3q25.1	AMP	2	17	11.8%	No
ARHGAP44-AS1		17p12	HOMDEL	1	17	5.9%	No
CTRL		16q22.1	HOMDEL	1	17	5.9%	No
DCPS		11q24.2	HOMDEL	1	17	5.9%	No
TMEM45A		3q12.2	AMP	1	17	5.9%	No
FOLR1		11q13.4	HOMDEL	1	17	5.9%	No
ZNF540		19q13.13	AMP	1	17	5.9%	No
CT47A4		Xq24	AMP	1	17	5.9%	No
PDCD10		3q26.1	AMP	3	17	17.6%	No
IFITM1		11p15.5	HOMDEL	1	17	5.9%	No
KCNJ5-AS1		11q24.3	HOMDEL	1	17	5.9%	No
IFNL3		19q13.2	AMP	1	17	5.9%	No
SPATA16		3q26.31	AMP	3	17	17.6%	No
RTP2		3q27.3	AMP	3	17	17.6%	No
TPBGL		11q13.4	HOMDEL	1	17	5.9%	No
PEX5L		3q26.33	AMP	3	17	17.6%	No
HNRNPUL1		19q13.2	AMP	1	17	5.9%	No
ASTE1		3q22.1	AMP	1	17	5.9%	No
NAALAD2		11q14.3	HOMDEL	1	17	5.9%	No
SPEGNB		2q35	HOMDEL	1	17	5.9%	No
CLIC2		Xq28	AMP	2	17	11.8%	No
CEP72-DT		5p15.33	AMP	1	17	5.9%	No
TESMIN		11q13.3	HOMDEL	1	17	5.9%	No
NKX6-2		10q26.3	HOMDEL	1	17	5.9%	No
OR8G2P		11q24.2	HOMDEL	1	17	5.9%	No
TIPARP-AS1		3q25.31	AMP	2	17	11.8%	No
AADACP1		3q25.1	AMP	2	17	11.8%	No
PACRG-AS1		6q26	HOMDEL	1	17	5.9%	No
KRTAP5-6		11p15.5	HOMDEL	1	17	5.9%	No
SLC25A1		22q11.21	AMP	1	17	5.9%	No
CCDC105		19p13.12	AMP	1	17	5.9%	No
MAF		16q23.2	HOMDEL	1	17	5.9%	Yes
DDX39A		19p13.12	AMP	1	17	5.9%	No
DNAJB1		19p13.12	AMP	1	17	5.9%	Yes
EGFLAM-AS2		5p13.2-p13.1	AMP	1	17	5.9%	No
TOMM70		3q12.2	AMP	1	17	5.9%	No
RHBDD1		2q36.3	HOMDEL	1	17	5.9%	No
UBE2F		2q37.3	HOMDEL	1	17	5.9%	No
TNIK		3q26.2-q26.31	AMP	3	17	17.6%	No
LINC02015		3q26.32	AMP	3	17	17.6%	No
DLGAP2		8p23.3	HOMDEL	1	17	5.9%	No
SERPINH1		11q13.5	HOMDEL	1	17	5.9%	No
CCN4		8q24.22	AMP	1	17	5.9%	No
ZNF234		19q13.31	AMP	1	17	5.9%	No
KCNJ16		17q24.3	AMP	1	17	5.9%	No
SCARNA7		3q25.22	AMP	2	17	11.8%	No
MARCHF4		2q35	HOMDEL	1	17	5.9%	No
SLC9A6		Xq26.3	AMP	2	17	11.8%	No
DEFB104A		8p23.1	HOMDEL	1	17	5.9%	No
MTM1		Xq28	AMP	2	17	11.8%	No
NMD3		3q26.1	AMP	2	17	11.8%	No
SPON2		4p16.3	HOMDEL	1	17	5.9%	No
HAUS7		Xq28	AMP	2	17	11.8%	No
LAYN		11q23.1	HOMDEL	1	17	5.9%	No
CT47A5		Xq24	AMP	1	17	5.9%	No
C8ORF48		8p22	HOMDEL	1	17	5.9%	No
UGT3A2		5p13.2	AMP	1	17	5.9%	No
ADRB3		8p11.23	HOMDEL	1	17	5.9%	No
SOX14		3q22.3	AMP	1	17	5.9%	No
GALNS		16q24.3	HOMDEL	1	17	5.9%	No
TMEM205		19p13.2	AMP	1	17	5.9%	No
SLCO2A1		3q22.1-q22.2	AMP	1	17	5.9%	No
GEMIN4		17p13.3	HOMDEL	1	17	5.9%	No
DPEP2NB		16q22.1	HOMDEL	1	17	5.9%	No
FZD4-DT		11q14.2	HOMDEL	1	17	5.9%	No
GLB1L3		11q25	HOMDEL	1	17	5.9%	No
RAP2C		Xq26.2	AMP	1	17	5.9%	No
PATE3		11q24.2	HOMDEL	1	17	5.9%	No
LINC01497		17q24.3	AMP	1	17	5.9%	No
SENCR		11q24.3	HOMDEL	1	17	5.9%	No
PLXNA3		Xq28	AMP	2	17	11.8%	No
PLD6		17p11.2	HOMDEL	1	17	5.9%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	17	5.9%	No
LINC02153		8p21.3	HOMDEL	1	17	5.9%	No
SMARCAL1		2q35	HOMDEL	1	17	5.9%	No
WFDC1		16q24.1	HOMDEL	1	17	5.9%	No
FCHSD2		11q13.4	HOMDEL	1	17	5.9%	No
PNMA6A		Xq28	AMP	2	17	11.8%	No
TFG		3q12.2	AMP	1	17	5.9%	Yes
HJURP		2q37.1	HOMDEL	1	17	5.9%	No
ST3GAL6-AS1		3q12.1	AMP	1	17	5.9%	No
IL17A		6p12.2	HOMDEL	1	17	5.9%	No
USP13		3q26.33	AMP	3	17	17.6%	No
PALM3		19p13.12	AMP	1	17	5.9%	No
HINFP		11q23.3	HOMDEL	1	17	5.9%	No
OR7A17		19p13.12	AMP	1	17	5.9%	No
GGT6		17p13.2	HOMDEL	1	17	5.9%	No
ATR		3q23	AMP	1	17	5.9%	Yes
PAFAH1B1		17p13.3	HOMDEL	1	17	5.9%	No
ZDHHC8		22q11.21	AMP	1	17	5.9%	No
FN1		2q35	HOMDEL	1	17	5.9%	No
MEP1A		6p12.3	HOMDEL	1	17	5.9%	No
PATE4		11q24.2	HOMDEL	1	17	5.9%	No
EIF4A1		17p13.1	HOMDEL	1	17	5.9%	No
ERICH1		8p23.3	HOMDEL	1	17	5.9%	No
THBS2		6q27	HOMDEL	1	17	5.9%	No
KIFC3		16q21	HOMDEL	1	17	5.9%	No
PRSS23		11q14.2	HOMDEL	1	17	5.9%	No
TRPM4		19q13.33	AMP	1	17	5.9%	No
SAG		2q37.1	HOMDEL	1	17	5.9%	No
C19ORF33		19q13.2	AMP	1	17	5.9%	No
JRKL-AS1		11q21	HOMDEL	1	17	5.9%	No
GPR156		3q13.33	AMP	1	17	5.9%	No
ABCA10		17q24.3	AMP	2	17	11.8%	No
LINC00311		16q24.1	HOMDEL	1	17	5.9%	No
ULK1		12q24.33	AMP	1	17	5.9%	No
C19ORF84		19q13.41	AMP	1	17	5.9%	No
SST		3q27.3	AMP	3	17	17.6%	No
CLDN1		3q28	AMP	3	17	17.6%	No
CHKA		11q13.2	HOMDEL	1	17	5.9%	No
XPNPEP2		Xq26.1	AMP	1	17	5.9%	No
SPATA3-AS1		2q37.1	HOMDEL	1	17	5.9%	No
TCF25		16q24.3	HOMDEL	1	17	5.9%	No
TMPRSS7		3q13.2	AMP	1	17	5.9%	No
CETN2		Xq28	AMP	2	17	11.8%	No
FGF13-AS1		Xq26.3	AMP	2	17	11.8%	No
U2SURP		3q23	AMP	1	17	5.9%	No
SLC39A14		8p21.3	HOMDEL	1	17	5.9%	No
ADAMTS15		11q24.3	HOMDEL	1	17	5.9%	No
TCP1		6q25.3	HOMDEL	1	17	5.9%	No
ZNF461		19q13.13	AMP	1	17	5.9%	No
TONSL		8q24.3	AMP	1	17	5.9%	No
TMEM225		11q24.1	HOMDEL	1	17	5.9%	No
SPINT2		19q13.2	AMP	1	17	5.9%	No
LINC01280		2q35	HOMDEL	1	17	5.9%	No
IL13RA2		Xq23	AMP	1	17	5.9%	No
SNORA70E		11q	HOMDEL	1	17	5.9%	No
PITPNC1		17q24.2	AMP	1	17	5.9%	No
LONRF3		Xq24	AMP	1	17	5.9%	No
FAM106A		17p11.2	HOMDEL	1	17	5.9%	No
CASC16		16q12.1-q12.2	HOMDEL	1	17	5.9%	No
DTNBP1		6p22.3	HOMDEL	1	17	5.9%	No
RAD18		3p25.3	HOMDEL	1	17	5.9%	No
SSTR2		17q25.1	AMP	1	17	5.9%	No
CUL5		11q22.3	HOMDEL	1	17	5.9%	No
SRRM5		19q13.31	AMP	1	17	5.9%	No
TVP23B		17p11.2	HOMDEL	1	17	5.9%	No
ZNF251		8q24.3	AMP	1	17	5.9%	No
IL13RA1		Xq24	AMP	1	17	5.9%	No
RHOXF2		Xq24	AMP	1	17	5.9%	No
CD200R1L		3q13.2	AMP	1	17	5.9%	No
NFATC3		16q22.1	HOMDEL	1	17	5.9%	No
CPN2		3q29	AMP	4	17	23.5%	No
GSC2		22q11.21	AMP	1	17	5.9%	No
OR5K1		3q11.2	AMP	1	17	5.9%	No
ZNF585B		19q13.12	AMP	1	17	5.9%	No
ELF4		Xq26.1	AMP	1	17	5.9%	Yes
MMP2		16q12.2	HOMDEL	1	17	5.9%	No
LINC01990		3q13.12	AMP	1	17	5.9%	No
SPAG16-DT		2q34	HOMDEL	1	17	5.9%	No
XRCC1		19q13.31	AMP	1	17	5.9%	No
ZDHHC8P1		22q11.23	AMP	1	17	5.9%	No
BRME1		19p13.12	AMP	1	17	5.9%	No
ZNF296		19q13.32	AMP	1	17	5.9%	No
TERF2		16q22.1	HOMDEL	1	17	5.9%	No
GLB1L		2q35	HOMDEL	1	17	5.9%	No
CPOX		3q11.2	AMP	1	17	5.9%	No
INTS4		11q14.1	HOMDEL	1	17	5.9%	No
KLF15		3q21.3	AMP	1	17	5.9%	No
YBX2		17p13.1	HOMDEL	1	17	5.9%	No
NUDT18		8p21.3	HOMDEL	1	17	5.9%	No
IGF2BP2		3q27.2	AMP	3	17	17.6%	No
PARD6A		16q22.1	HOMDEL	1	17	5.9%	No
DGCR2		22q11.21	AMP	1	17	5.9%	No
MCM2		3q21.3	AMP	1	17	5.9%	No
RPL8		8q24.3	AMP	1	17	5.9%	No
SNAI3		16q24.2	HOMDEL	1	17	5.9%	No
C19ORF67		19p13.12	AMP	1	17	5.9%	No
COL11A1		1p21.1	HOMDEL	1	17	5.9%	No
KCNK6		19q13.2	AMP	1	17	5.9%	No
ATG16L2		11q13.4	HOMDEL	1	17	5.9%	No
CMKLR2		2q33.3	HOMDEL	1	17	5.9%	No
DISC1FP1		11q14.3	HOMDEL	1	17	5.9%	No
HERC2P4		16p11.2	HOMDEL	1	17	5.9%	No
HSPBAP1		3q21.1	AMP	1	17	5.9%	No
WWOX		16q23.1-q23.2	HOMDEL	1	17	5.9%	No
ETS1		11q24.3	HOMDEL	1	17	5.9%	Yes
TNPO2		19p13.13	AMP	1	17	5.9%	No
FRG2B		10q26.3	HOMDEL	1	17	5.9%	No
GLYATL3		6p12.3	HOMDEL	1	17	5.9%	No
RAN		12q24.33	AMP	1	17	5.9%	No
STK36		2q35	HOMDEL	1	17	5.9%	No
FAM167A		8p23.1	HOMDEL	1	17	5.9%	No
RAB37		17q25.1	AMP	1	17	5.9%	No
PRKN		6q26	HOMDEL	2	17	11.8%	Yes
CDRT15P1		17p12	HOMDEL	1	17	5.9%	No
ZNF45		19q13.31	AMP	1	17	5.9%	No
UGT1A3		2q37.1	HOMDEL	1	17	5.9%	No
FHOD1		16q22.1	HOMDEL	1	17	5.9%	No
GUCY2D		17p13.1	HOMDEL	1	17	5.9%	No
LINC02042		3q13.2	AMP	1	17	5.9%	No
RPL10		Xq28	AMP	2	17	11.8%	Yes
OR8D1		11q24.2	HOMDEL	1	17	5.9%	No
UBE2L3		22q11.21	AMP	1	17	5.9%	No
RANBP1		22q11.21	AMP	1	17	5.9%	No
TFDP2		3q23	AMP	1	17	5.9%	No
NACC1		19p13.13	AMP	1	17	5.9%	No
PRR23A		3q23	AMP	1	17	5.9%	No
DBIL5P		17p13.3	HOMDEL	1	17	5.9%	No
PCGF3-AS1		4p16.3	HOMDEL	1	17	5.9%	No
CRYGD		2q33.3	HOMDEL	1	17	5.9%	No
ATP2C2		16q24.1	HOMDEL	1	17	5.9%	No
DES		2q35	HOMDEL	1	17	5.9%	No
SNORA69		Xq24	AMP	1	17	5.9%	No
LGALS7B		19q13.2	AMP	1	17	5.9%	No
BTG4		11q23.1	HOMDEL	1	17	5.9%	No
THAP7-AS1		22q11.21	AMP	1	17	5.9%	No
PDE2A		11q13.4	HOMDEL	1	17	5.9%	No
TUSC7		3q13.31	AMP	1	17	5.9%	No
NAE1		16q22.1	HOMDEL	1	17	5.9%	No
ZC3H18		16q24.2	HOMDEL	1	17	5.9%	No
ADGRL1-AS1		19p13.12	AMP	1	17	5.9%	No
P2RY13		3q25.1	AMP	2	17	11.8%	No
TRH		3q22.1	AMP	1	17	5.9%	No
WNT11		11q13.5	HOMDEL	1	17	5.9%	No
KCNJ12		17p11.2	HOMDEL	1	17	5.9%	No
OR10G7		11q24.2	HOMDEL	1	17	5.9%	No
INPP5D		2q37.1	HOMDEL	1	17	5.9%	Yes
VPS8		3q27.2	AMP	3	17	17.6%	No
SNORA70		Xq28	AMP	2	17	11.8%	No
SLC9A9		3q24	AMP	2	17	11.8%	No
ZNF141		4p16.3	HOMDEL	1	17	5.9%	No
PEBP4		8p21.3	HOMDEL	1	17	5.9%	No
KRI1		19p13.2	AMP	1	17	5.9%	No
C17ORF49		17p13.1	HOMDEL	1	17	5.9%	No
EDN1		6p24.1	HOMDEL	1	17	5.9%	No
LGALS14		19q13.2	AMP	1	17	5.9%	No
SMCR8		17p11.2	HOMDEL	1	17	5.9%	No
OR52I2		11p15.4	HOMDEL	1	17	5.9%	No
MARK4		19q13.32	AMP	1	17	5.9%	No
PICALM		11q14.2	HOMDEL	2	17	11.8%	Yes
TMEM95		17p13.1	HOMDEL	1	17	5.9%	No
VPS26B		11q25	HOMDEL	1	17	5.9%	No
ZNF112		19q13.31	AMP	1	17	5.9%	No
TMED11P		4p16.3	HOMDEL	1	17	5.9%	No
TSKU		11q13.5	HOMDEL	1	17	5.9%	No
ZNF34		8q24.3	AMP	1	17	5.9%	No
SYT8		11p15.5	HOMDEL	1	17	5.9%	No
PHF6		Xq26.2	AMP	2	17	11.8%	Yes
FOXL2NB		3q22.3	AMP	1	17	5.9%	No
L1CAM		Xq28	AMP	2	17	11.8%	No
ZNF821		16q22.2	HOMDEL	1	17	5.9%	No
C3ORF52		3q13.2	AMP	1	17	5.9%	No
LINC00911		14q31.3	HOMDEL	1	17	5.9%	No
USP10		16q24.1	HOMDEL	1	17	5.9%	No
TUBB3		16q24.3	HOMDEL	1	17	5.9%	No
ZNF227		19q13.31	AMP	1	17	5.9%	No
LTO1		11q13.2	HOMDEL	1	17	5.9%	No
C16ORF95		16q24.2	HOMDEL	1	17	5.9%	No
EMC8		16q24.1	HOMDEL	1	17	5.9%	No
MORC4		Xq22.3	HOMDEL	1	17	5.9%	No
ZNF442		19p13.2	AMP	1	17	5.9%	No
GABRE		Xq28	AMP	2	17	11.8%	No
ZBTB44		11q24.3	HOMDEL	1	17	5.9%	No
LINC00273		16p11.2	HOMDEL	1	17	5.9%	No
ABCA11P		4p16.3	HOMDEL	1	17	5.9%	No
DEFB103B		8p23.1	HOMDEL	1	17	5.9%	No
ZNF230		19q13.31	AMP	1	17	5.9%	No
H1-10		3q21.3	AMP	1	17	5.9%	No
B9D2		19q13.2	AMP	1	17	5.9%	No
LMNTD2		11p15.5	HOMDEL	1	17	5.9%	No
DOC2B		17p13.3	HOMDEL	1	17	5.9%	No
NLRP1		17p13	HOMDEL	1	17	5.9%	No
ELMO3		16q22.1	HOMDEL	1	17	5.9%	No
ASB1		2q37.3	HOMDEL	1	17	5.9%	No
SNORA41		2q33.3	HOMDEL	1	17	5.9%	No
FBXW10B		17p12	HOMDEL	1	17	5.9%	No
BCL6B		17p13.1	HOMDEL	1	17	5.9%	No
ALG1L		3q21.2	AMP	1	17	5.9%	No
SLC22A1		6q25.3	HOMDEL	1	17	5.9%	No
ZNF229		19q13.31	AMP	1	17	5.9%	No
NCAM1-AS1		11q23.2	HOMDEL	1	17	5.9%	No
PSG11		19q13.31	AMP	1	17	5.9%	No
MROH2A		2q37.1	HOMDEL	1	17	5.9%	No
BRSK2		11p15.5	HOMDEL	1	17	5.9%	No
AIRN		6q25.3	HOMDEL	1	17	5.9%	No
PSMB1		6q27	HOMDEL	1	17	5.9%	No
UBE2G1		17p13.2	HOMDEL	1	17	5.9%	No
CAB39		2q37.1	HOMDEL	1	17	5.9%	No
FTO		16q12.2	HOMDEL	1	17	5.9%	No
GLP2R		17p13.1	HOMDEL	1	17	5.9%	No
ACADVL		17p13.1	HOMDEL	1	17	5.9%	No
RPS3		11q13.4	HOMDEL	1	17	5.9%	No
FAM124B		2q36.2	HOMDEL	1	17	5.9%	No
AHSG		3q27.3	AMP	3	17	17.6%	No
MT3		16q13	HOMDEL	1	17	5.9%	No
ZNF232		17p13.2	HOMDEL	1	17	5.9%	No
PIK3R5		17p13.1	HOMDEL	1	17	5.9%	No
OR5AC2		3q11.2	AMP	1	17	5.9%	No
FAM86B3P		8p23.1	HOMDEL	1	17	5.9%	No
LSAMP		3q13.31	AMP	1	17	5.9%	No
PRAME		22q11.22	AMP	1	17	5.9%	No
INTS9		8p21.1	HOMDEL	1	17	5.9%	No
RFX1		19p13.12	AMP	1	17	5.9%	No
SPANXB1		Xq27.1	AMP	2	17	11.8%	No
DEFA11P		8p23.1	HOMDEL	1	17	5.9%	No
NQO1		16q22.1	HOMDEL	1	17	5.9%	No
PSG10P		19q13.2	AMP	1	17	5.9%	No
CIP2A		3q13.13	AMP	1	17	5.9%	No
MT1F		16q13	HOMDEL	1	17	5.9%	No
GAK		4p16.3	HOMDEL	1	17	5.9%	No
MRE11		11q21	HOMDEL	1	17	5.9%	Yes
CTDNEP1		17p13.1	HOMDEL	1	17	5.9%	No
CDH1		16q22.1	HOMDEL	1	17	5.9%	Yes
RTP1		3q27.3	AMP	3	17	17.6%	No
CYP2A6		19q13.2	AMP	1	17	5.9%	No
DEFB108B		11q13.4	HOMDEL	1	17	5.9%	No
LRRC14		8q24.3	AMP	1	17	5.9%	No
BTLA		3q13.2	AMP	1	17	5.9%	Yes
GPR50		Xq28	AMP	2	17	11.8%	No
RPUSD4		11q24.2	HOMDEL	1	17	5.9%	No
ESS2		22q11.21	AMP	1	17	5.9%	No
EIF2A		3q25.1	AMP	2	17	11.8%	No
ADGRG3		16q21	HOMDEL	1	17	5.9%	No
LIPT2		11q13.4	HOMDEL	1	17	5.9%	No
CYP2A7		19q13.2	AMP	1	17	5.9%	No
DUSP9		Xq28	AMP	2	17	11.8%	Yes
MAP4K1		19q13.2	AMP	1	17	5.9%	No
LINC02418		12q24.33	AMP	1	17	5.9%	No
ALOX12		17p13.1	HOMDEL	1	17	5.9%	No
PDIA5		3q21.1	AMP	1	17	5.9%	No
PRDM10-DT		11q24.3	HOMDEL	1	17	5.9%	No
MSR1		8p22	HOMDEL	2	17	11.8%	No
C1QTNF5		11q23.3	HOMDEL	1	17	5.9%	No
LINC01107		2q37.3	HOMDEL	1	17	5.9%	No
GLUD2		Xq24	AMP	1	17	5.9%	No
ZNF891		12q24.33	AMP	1	17	5.9%	No
SNED1		2q37.3	HOMDEL	1	17	5.9%	No
OR51D1		11p15.4	HOMDEL	1	17	5.9%	No
ZNF781		19q13.12	AMP	1	17	5.9%	No
IGFBP5		2q35	HOMDEL	1	17	5.9%	No
POGLUT3		11q22.3	HOMDEL	1	17	5.9%	No
PAK2		3q29	AMP	4	17	23.5%	No
CUL3		2q36.2	HOMDEL	1	17	5.9%	Yes
H1-8		3q22.1	AMP	1	17	5.9%	No
B3GAT1-DT		11q25	HOMDEL	1	17	5.9%	No
SNORA35		Xq23	AMP	1	17	5.9%	No
LINC01205		3q13.13	AMP	1	17	5.9%	No
RYR1		19q13.2	AMP	1	17	5.9%	No
ZBTB4		17p13.1	HOMDEL	1	17	5.9%	No
CLN8		8p23.3	HOMDEL	1	17	5.9%	No
DHFR2		3q11.2	AMP	1	17	5.9%	No
OR8B2		11q24.2	HOMDEL	1	17	5.9%	No
GSDMD		8q24.3	AMP	1	17	5.9%	No
ZNF283		19q13.31	AMP	1	17	5.9%	No
LINC02180		16q12.1	HOMDEL	1	17	5.9%	No
HES1		3q29	AMP	4	17	23.5%	No
SMYD4		17p13.3	HOMDEL	1	17	5.9%	No
SP110		2q37.1	HOMDEL	1	17	5.9%	No
XPO7		8p21.3	HOMDEL	1	17	5.9%	No
ZNF573		19q13.12	AMP	1	17	5.9%	No
SUSD1		9q31.3-q32	AMP	1	17	5.9%	No
RSPH6A		19q13.3	AMP	1	17	5.9%	No
FBXO46		19q13.32	AMP	1	17	5.9%	No
SNORA36A		Xq28	AMP	2	17	11.8%	No
SIGIRR		11p15.5	HOMDEL	1	17	5.9%	No
TVP23C-CDRT4		17p12	HOMDEL	1	17	5.9%	No
EPN2-AS1		17p11.2	HOMDEL	1	17	5.9%	No
C3ORF85		3q13.13	AMP	1	17	5.9%	No
SLC45A4		8q24.3	AMP	1	17	5.9%	No
LYPD5		19q13.31	AMP	1	17	5.9%	No
BCO2		11q23.1	HOMDEL	1	17	5.9%	No
SERP1		3q25.1	AMP	2	17	11.8%	No
GAB3		Xq28	AMP	2	17	11.8%	No
USP17L2		8p23.1	HOMDEL	1	17	5.9%	No
AFG3L1P		16q24.3	HOMDEL	1	17	5.9%	No
MIR497HG		17p13.1	HOMDEL	1	17	5.9%	No
RPL32P3		3q21.3	AMP	1	17	5.9%	No
PLEKHM3		2q33.3	HOMDEL	1	17	5.9%	No
CAMKK1		17p13.2	HOMDEL	1	17	5.9%	No
FAM90A25P		8p23.1	HOMDEL	1	17	5.9%	No
TNFRSF10C		8p21.3	HOMDEL	1	17	5.9%	No
SIK2		11q23.1	HOMDEL	1	17	5.9%	No
RPL29P2		17p13.1	HOMDEL	1	17	5.9%	No
TMEM39A		3q13.33	AMP	1	17	5.9%	No
TMEM169		2q35	HOMDEL	1	17	5.9%	No
CDRT15P2		17p12	HOMDEL	1	17	5.9%	No
GPT		8q24.3	AMP	1	17	5.9%	No
LINC01482		17q24.2	AMP	1	17	5.9%	No
KLHL6		3q27.1	AMP	3	17	17.6%	Yes
KIAA0319		6p22.3	HOMDEL	1	17	5.9%	No
FANCA		16q24.3	HOMDEL	1	17	5.9%	Yes
CDH5		16q21	HOMDEL	1	17	5.9%	No
TXNL4B		16q22.2	HOMDEL	1	17	5.9%	No
ATG3		3q13.2	AMP	1	17	5.9%	No
TENM4		11q14.1	HOMDEL	1	17	5.9%	No
TOLLIP		11p15.5	HOMDEL	1	17	5.9%	No
CXCR1		2q35	HOMDEL	1	17	5.9%	No
