Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
ITGAV		1	1	21	4.8%	No
SPTB		1	1	21	4.8%	No
HOXA13		1	1	21	4.8%	Yes
CLSTN2		2	2	21	9.5%	No
BOD1L1		1	1	21	4.8%	No
GIMAP8		1	1	21	4.8%	No
SRP72		1	1	21	4.8%	No
RAD17		2	2	21	9.5%	No
DNAAF8		1	1	21	4.8%	No
ATG4C		1	1	21	4.8%	No
GPR75-ASB3		1	1	21	4.8%	No
FOXD3		1	1	21	4.8%	No
ABHD13		2	2	21	9.5%	No
CTPS2		1	1	21	4.8%	No
UBR7		1	1	21	4.8%	No
HOXB2		1	1	21	4.8%	No
CCL28		1	1	21	4.8%	No
RABGGTA		1	1	21	4.8%	No
SREBF2		1	1	21	4.8%	No
ITIH2		1	1	21	4.8%	No
SAMSN1		1	1	21	4.8%	No
ADGRD1		1	1	21	4.8%	No
TAS2R19		1	1	21	4.8%	No
CCDC122		1	1	21	4.8%	No
MMD2		1	1	21	4.8%	No
OC90		2	2	21	9.5%	No
TMEM38B		1	1	21	4.8%	No
ATP2C1		2	2	21	9.5%	No
HOXC13		1	1	21	4.8%	Yes
CORO7		1	1	21	4.8%	No
TMEM47		1	1	21	4.8%	No
MEDAG		2	1	21	4.8%	No
MSTO1		1	1	21	4.8%	No
CEACAM5		1	1	21	4.8%	No
KCTD13		1	1	21	4.8%	No
ASPHD1		1	1	21	4.8%	No
BDKRB1		1	1	21	4.8%	No
MBD4		1	1	21	4.8%	No
CES1		1	1	21	4.8%	No
OTOA		1	1	21	4.8%	No
CENPF		2	2	21	9.5%	No
CENPC		1	1	21	4.8%	No
PRDM5		1	1	21	4.8%	No
BFSP1		1	1	21	4.8%	No
CEACAM1		1	1	21	4.8%	No
HNRNPUL1		1	1	21	4.8%	No
NSFL1C		2	1	21	4.8%	No
BSN		3	2	21	9.5%	No
SSRP1		1	1	21	4.8%	No
DENND4A		1	1	21	4.8%	No
ZNF519		3	2	21	9.5%	No
MUC4		4	4	21	19.0%	No
POLR2C		1	1	21	4.8%	No
OR2G6		1	1	21	4.8%	No
MAGEA3		3	2	21	9.5%	No
TOP3B		1	1	21	4.8%	No
HPR		1	1	21	4.8%	No
KIAA1549L		1	1	21	4.8%	No
AIFM3		1	1	21	4.8%	No
HPGD		1	1	21	4.8%	No
IRAK4		1	1	21	4.8%	No
ZNF280B		1	1	21	4.8%	No
RTL1		1	1	21	4.8%	No
OBSCN		1	1	21	4.8%	No
CIT		1	1	21	4.8%	No
POLE		1	1	21	4.8%	Yes
SPEF2		2	2	21	9.5%	No
BAIAP3		1	1	21	4.8%	No
POLG		1	1	21	4.8%	Yes
FAM126B		1	1	21	4.8%	No
SYDE1		1	1	21	4.8%	No
CFTR		1	1	21	4.8%	No
THSD7A		2	2	21	9.5%	No
BNIP5		1	1	21	4.8%	No
GDF5-AS1		1	1	21	4.8%	No
SLC24A4		1	1	21	4.8%	No
SLC22A9		2	2	21	9.5%	No
SYNDIG1		1	1	21	4.8%	No
CNBD2		1	1	21	4.8%	No
MAGEA4		1	1	21	4.8%	No
MACROH2A2		1	1	21	4.8%	No
BMPR2		1	1	21	4.8%	No
MAGEA6		1	1	21	4.8%	No
PLEKHN1		1	1	21	4.8%	No
HNRNPR		1	1	21	4.8%	No
STC1		1	1	21	4.8%	No
MAN2A2		1	1	21	4.8%	No
TSPAN15		1	1	21	4.8%	No
HRC		1	1	21	4.8%	No
BMX		1	1	21	4.8%	No
ADGRV1		3	3	21	14.3%	No
IGSF11		1	1	21	4.8%	No
BPGM		1	1	21	4.8%	No
MAGEB4		1	1	21	4.8%	No
BTBD1		1	1	21	4.8%	No
NXF5		1	1	21	4.8%	No
POU1F1		1	1	21	4.8%	No
SLC17A2		1	1	21	4.8%	No
SPHK2		1	1	21	4.8%	No
ARHGAP45		1	1	21	4.8%	No
PGBD4		1	1	21	4.8%	No
POU5F1B		1	1	21	4.8%	No
P4HA2		1	1	21	4.8%	No
RB1CC1		1	1	21	4.8%	No
USP13		1	1	21	4.8%	No
MGAM		1	1	21	4.8%	Yes
GMEB1		3	3	21	14.3%	No
CSMD1		2	2	21	9.5%	No
CUL7		1	1	21	4.8%	No
KAT6B		1	1	21	4.8%	Yes
HSD3B1		1	1	21	4.8%	Yes
BPHL		1	1	21	4.8%	No
BRCA1		1	1	21	4.8%	Yes
FHIP2A		1	1	21	4.8%	No
ZNF442		1	1	21	4.8%	No
SPA17		1	1	21	4.8%	No
AADAT		1	1	21	4.8%	No
CPT1C		1	1	21	4.8%	No
CPED1		1	1	21	4.8%	No
GRHL2		1	1	21	4.8%	No
MB21D2		1	1	21	4.8%	No
GARIN4		1	1	21	4.8%	No
MAN2B1		1	1	21	4.8%	No
SATB1		1	1	21	4.8%	No
POU4F1		1	1	21	4.8%	No
ZNF80		1	1	21	4.8%	No
POU4F3		1	1	21	4.8%	No
SBF1		1	1	21	4.8%	No
EFCAB14		1	1	21	4.8%	No
TOPORS		1	1	21	4.8%	No
MAOB		1	1	21	4.8%	No
ZNF85		1	1	21	4.8%	No
WDFY4		1	1	21	4.8%	No
MARS1		1	1	21	4.8%	No
MROH7-TTC4		1	1	21	4.8%	No
ARMC2		1	1	21	4.8%	No
MAT2A		1	1	21	4.8%	No
SCN1A		1	1	21	4.8%	No
LRP1B		5	4	21	19.0%	Yes
AK2		1	1	21	4.8%	No
MAPT		1	1	21	4.8%	No
ARHGEF11		1	1	21	4.8%	No
UMODL1		1	1	21	4.8%	No
WASL		1	1	21	4.8%	No
SHC3		1	1	21	4.8%	No
TESPA1		1	1	21	4.8%	No
BICRAL		2	2	21	9.5%	No
CFAP47		1	1	21	4.8%	No
SCN9A		2	2	21	9.5%	No
LIMD1		1	1	21	4.8%	No
DAAM2		1	1	21	4.8%	No
TREM1		1	1	21	4.8%	No
ALAS1		1	1	21	4.8%	No
BTK		1	1	21	4.8%	Yes
NETO1		1	1	21	4.8%	No
ALAS2		1	1	21	4.8%	No
SIGLEC11		1	1	21	4.8%	No
ABCD1		1	1	21	4.8%	No
GPR107		2	2	21	9.5%	No
KLB		1	1	21	4.8%	No
SCN3A		1	1	21	4.8%	No
PEX3		1	1	21	4.8%	No
NAV2		1	1	21	4.8%	No
SLC41A1		1	1	21	4.8%	No
NAV3		3	3	21	14.3%	No
NCOA5		1	1	21	4.8%	No
DYNLT2B		1	1	21	4.8%	No
KIAA0753		1	1	21	4.8%	No
SLC39A14		1	1	21	4.8%	No
SELENOV		1	1	21	4.8%	No
CLDN11		1	1	21	4.8%	No
SCTR		1	1	21	4.8%	No
C2CD2L		2	2	21	9.5%	No
MCF2		1	1	21	4.8%	No
USPL1		2	2	21	9.5%	No
PLCE1		1	1	21	4.8%	No
NIN		2	2	21	9.5%	Yes
CDC42SE1		1	1	21	4.8%	No
SVEP1		1	1	21	4.8%	No
C2CD5		1	1	21	4.8%	No
SCN10A		1	1	21	4.8%	No
ITGA10		1	1	21	4.8%	No
ANKRD13A		1	1	21	4.8%	No
CLDN16		1	1	21	4.8%	No
TM9SF3		1	1	21	4.8%	No
LMLN		1	1	21	4.8%	No
ADAMTSL1		1	1	21	4.8%	No
CHST1		1	1	21	4.8%	No
SOX30		1	1	21	4.8%	No
TRIO		1	1	21	4.8%	No
CPZ		1	1	21	4.8%	No
CNTRL		1	1	21	4.8%	Yes
CHAC1		1	1	21	4.8%	No
SMG1		4	3	21	14.3%	Yes
C1ORF116		2	1	21	4.8%	No
LZTS2		1	1	21	4.8%	No
TNIK		1	1	21	4.8%	No
LARS1		1	1	21	4.8%	No
OVGP1		1	1	21	4.8%	No
CEP170		1	1	21	4.8%	No
RAPGEF4		1	1	21	4.8%	No
FRMPD3		1	1	21	4.8%	No
CEP350		2	2	21	9.5%	No
ADGRG4		1	1	21	4.8%	No
TXLNB		1	1	21	4.8%	No
CNTN4		1	1	21	4.8%	No
PPFIA3		1	1	21	4.8%	No
TMEM115		1	1	21	4.8%	No
AREL1		1	1	21	4.8%	No
P4HA1		1	1	21	4.8%	No
ZNF135		1	1	21	4.8%	No
P4HB		2	1	21	4.8%	No
ZNF138		1	1	21	4.8%	No
AP3B1		1	1	21	4.8%	No
TOPBP1		2	2	21	9.5%	No
CCL23		2	1	21	4.8%	No
CCDC86		1	1	21	4.8%	No
MLPH		1	1	21	4.8%	No
KRTCAP3		1	1	21	4.8%	No
SLC25A23		1	1	21	4.8%	No
ALOX12B		1	1	21	4.8%	Yes
ENDOD1		1	1	21	4.8%	No
ZSWIM8		1	1	21	4.8%	No
CARD11		3	2	21	9.5%	Yes
LRRC56		1	1	21	4.8%	No
ZC3HC1		1	1	21	4.8%	No
ADGRA1		1	1	21	4.8%	No
TRIOBP		1	1	21	4.8%	No
EDN1		1	1	21	4.8%	No
CCL14		1	1	21	4.8%	No
TRPC1		1	1	21	4.8%	No
TRPC5		1	1	21	4.8%	No
ETNPPL		1	1	21	4.8%	No
TCAP		1	1	21	4.8%	No
RNF41		1	1	21	4.8%	No
CDC14B		1	1	21	4.8%	No
TMCC1		1	1	21	4.8%	No
UNC13A		2	2	21	9.5%	No
MYO16		1	1	21	4.8%	No
OR10G2		1	1	21	4.8%	No
MDH2		1	1	21	4.8%	No
OR10H2		1	1	21	4.8%	No
BCLAF3		1	1	21	4.8%	No
TRO		1	1	21	4.8%	No
THSD1		2	1	21	4.8%	No
ZNF302		1	1	21	4.8%	No
NEURL4		1	1	21	4.8%	No
ZMAT1		1	1	21	4.8%	No
KMO		1	1	21	4.8%	No
TECPR2		1	1	21	4.8%	No
TTC6		1	1	21	4.8%	No
UBAP2L		1	1	21	4.8%	No
SLC36A2		1	1	21	4.8%	No
FIG4		2	2	21	9.5%	No
PDXK		1	1	21	4.8%	No
RFX7		2	2	21	9.5%	No
ZNF292		2	2	21	9.5%	No
GALM		1	1	21	4.8%	No
ERICH4		1	1	21	4.8%	No
ITGB1BP2		1	1	21	4.8%	No
AMD1		1	1	21	4.8%	No
KDM4B		1	1	21	4.8%	No
EFCAB7		1	1	21	4.8%	No
USP33		1	1	21	4.8%	No
FBF1		1	1	21	4.8%	No
TMPRSS11D		1	1	21	4.8%	No
PEX5L		3	3	21	14.3%	No
DNAH10		2	2	21	9.5%	No
ZBED4		1	1	21	4.8%	No
APOBR		1	1	21	4.8%	No
CTTNBP2NL		2	1	21	4.8%	No
DHRS9		1	1	21	4.8%	No
SYT6		1	1	21	4.8%	No
CCNI2		1	1	21	4.8%	No
CNTN3		3	1	21	4.8%	No
PAPPA		1	1	21	4.8%	No
KCNK6		1	1	21	4.8%	No
DAAM1		1	1	21	4.8%	No
KHSRP		2	2	21	9.5%	No
TIMM10B		1	1	21	4.8%	No
AMPD3		1	1	21	4.8%	No
AMPH		1	1	21	4.8%	No
PLCH1		3	2	21	9.5%	No
BIN1		1	1	21	4.8%	No
CYFIP2		1	1	21	4.8%	No
EEF1G		1	1	21	4.8%	No
LILRA3		1	1	21	4.8%	No
FITM1		1	1	21	4.8%	No
DCAF4L2		1	1	21	4.8%	No
TSPYL1		1	1	21	4.8%	No
SPEN		1	1	21	4.8%	Yes
BRWD3		4	3	21	14.3%	No
ANGPT1		1	1	21	4.8%	No
ANK2		1	1	21	4.8%	No
ANK3		1	1	21	4.8%	No
LARP7		2	1	21	4.8%	No
TSC2		1	1	21	4.8%	Yes
RIPK3		1	1	21	4.8%	No
FUNDC1		1	1	21	4.8%	No
ABI2		1	1	21	4.8%	No
TCL1A		1	1	21	4.8%	Yes
ARAP3		1	1	21	4.8%	No
GCAT		1	1	21	4.8%	No
C12ORF43		1	1	21	4.8%	No
CHORDC1		1	1	21	4.8%	No
TMEM168		2	2	21	9.5%	No
MEGF8		1	1	21	4.8%	No
CELSR2		1	1	21	4.8%	No
SKA3		1	1	21	4.8%	No
EGF		1	1	21	4.8%	No
STK32C		1	1	21	4.8%	No
PCF11		1	1	21	4.8%	No
ACTR5		1	1	21	4.8%	No
SLC27A3		2	2	21	9.5%	No
GOT1		1	1	21	4.8%	No
EGFR		1	1	21	4.8%	Yes
OR2AK2		1	1	21	4.8%	No
PCCB		1	1	21	4.8%	No
PCDH1		1	1	21	4.8%	No
OR2M7		1	1	21	4.8%	No
FARP1		1	1	21	4.8%	No
AP3B2		1	1	21	4.8%	No
TTN		9	7	21	33.3%	No
TTK		2	2	21	9.5%	No
TRIM9		1	1	21	4.8%	No
EGR3		1	1	21	4.8%	No
FBXL19		1	1	21	4.8%	No
GPD1		1	1	21	4.8%	No
TLK2		1	1	21	4.8%	No
PARP14		1	1	21	4.8%	No
COQ4		1	1	21	4.8%	No
PAF1		1	1	21	4.8%	No
EPHA2		1	1	21	4.8%	No
L3MBTL4		1	1	21	4.8%	No
EIF4B		1	1	21	4.8%	No
FAM209A		1	1	21	4.8%	No
GPD2		2	2	21	9.5%	No
ZNF337		1	1	21	4.8%	No
C10ORF88		1	1	21	4.8%	No
ABCA12		1	1	21	4.8%	No
TRAPPC13		1	1	21	4.8%	No
NHSL1		1	1	21	4.8%	No
VPS37C		1	1	21	4.8%	No
BRIP1		1	1	21	4.8%	Yes
NBPF10		2	1	21	4.8%	No
CCR10		1	1	21	4.8%	No
TXNRD1		1	1	21	4.8%	No
KIF7		1	1	21	4.8%	No
CT47B1		1	1	21	4.8%	No
KIAA0825		1	1	21	4.8%	No
TTLL9		1	1	21	4.8%	No
ZBTB41		1	1	21	4.8%	No
GPATCH3		1	1	21	4.8%	No
IL4I1		1	1	21	4.8%	No
EIF5		1	1	21	4.8%	No
PHLDB3		1	1	21	4.8%	No
EIF4G2		1	1	21	4.8%	No
KCNV1		1	1	21	4.8%	No
PCDHB5		1	1	21	4.8%	No
IFT172		1	1	21	4.8%	No
PIGB		1	1	21	4.8%	No
ZBTB20		2	2	21	9.5%	Yes
ADGRG5		1	1	21	4.8%	No
ERI3		1	1	21	4.8%	No
ELMO2		1	1	21	4.8%	No
CTSK		1	1	21	4.8%	No
SLC8B1		1	1	21	4.8%	No
ELAVL4		1	1	21	4.8%	No
GALNT11		1	1	21	4.8%	No
NANOGNB		1	1	21	4.8%	No
GALNT9		1	1	21	4.8%	No
SLC4A7		1	1	21	4.8%	No
ACSM4		1	1	21	4.8%	No
OR10J3		1	1	21	4.8%	No
RNF31		1	1	21	4.8%	No
AKAP5		1	1	21	4.8%	No
UACA		1	1	21	4.8%	No
FNDC11		1	1	21	4.8%	No
FEZF2		1	1	21	4.8%	No
MINDY3		1	1	21	4.8%	No
XPNPEP3		1	1	21	4.8%	No
AHNAK		1	1	21	4.8%	No
ITPR1		2	1	21	4.8%	No
ITPR2		2	2	21	9.5%	No
IRF2BP1		1	1	21	4.8%	No
SLC14A2		1	1	21	4.8%	No
KIF26B		1	1	21	4.8%	No
TMEM215		1	1	21	4.8%	No
PCLO		1	1	21	4.8%	Yes
IFT57		1	1	21	4.8%	No
SOCS3		1	1	21	4.8%	Yes
STXBP5		1	1	21	4.8%	No
HACD4		1	1	21	4.8%	No
SLC7A3		1	1	21	4.8%	No
JAK2		1	1	21	4.8%	Yes
EXPH5		1	1	21	4.8%	No
MYO1H		1	1	21	4.8%	No
GPR101		1	1	21	4.8%	No
ITPR3		1	1	21	4.8%	No
FHIP1A		1	1	21	4.8%	No
KRTAP10-8		1	1	21	4.8%	No
SAMD4B		1	1	21	4.8%	No
TRPM3		1	1	21	4.8%	No
JUND		1	1	21	4.8%	No
SIPA1L3		2	2	21	9.5%	No
KIF1B		1	1	21	4.8%	No
PRPF31		1	1	21	4.8%	No
TRAPPC6B		1	1	21	4.8%	No
JARID2		2	2	21	9.5%	Yes
CYP2A7		2	1	21	4.8%	No
CYP2A6		3	3	21	14.3%	No
RANBP2		1	1	21	4.8%	Yes
ZC3H13		1	1	21	4.8%	No
KERA		1	1	21	4.8%	No
DIDO1		1	1	21	4.8%	No
GPRASP2		1	1	21	4.8%	No
SETD1B		2	1	21	4.8%	Yes
SRPK3		1	1	21	4.8%	No
CLSPN		1	1	21	4.8%	No
KCNA2		1	1	21	4.8%	No
RARB		1	1	21	4.8%	No
RARG		1	1	21	4.8%	No
DNAAF1		1	1	21	4.8%	No
ATF7IP2		1	1	21	4.8%	No
CYP2C9		1	1	21	4.8%	No
ADAMTS8		1	1	21	4.8%	No
SLC25A35		1	1	21	4.8%	No
VWA8		1	1	21	4.8%	No
LRIT1		1	1	21	4.8%	No
KDM5A		1	1	21	4.8%	Yes
GRIK1		1	1	21	4.8%	No
CYP2C18		1	1	21	4.8%	No
GRIA4		1	1	21	4.8%	No
LINGO1		1	1	21	4.8%	No
FBH1		1	1	21	4.8%	No
RASGRF1		1	1	21	4.8%	No
RB1		3	3	21	14.3%	Yes
GCNA		1	1	21	4.8%	No
KCNJ4		1	1	21	4.8%	No
MAP3K6		1	1	21	4.8%	Yes
YEATS2		1	1	21	4.8%	No
SETD5		1	1	21	4.8%	Yes
KCNF1		1	1	21	4.8%	No
MXI1		1	1	21	4.8%	No
SBNO1		1	1	21	4.8%	No
RBL1		3	2	21	9.5%	No
KCNH1		1	1	21	4.8%	No
ZIM2		2	2	21	9.5%	No
ERAP2		1	1	21	4.8%	No
CYP27B1		1	1	21	4.8%	No
ALPK2		1	1	21	4.8%	No
LUC7L		1	1	21	4.8%	No
FRMD4A		1	1	21	4.8%	No
CHD3		1	1	21	4.8%	No
CHD2		1	1	21	4.8%	Yes
IQGAP2		1	1	21	4.8%	No
NSUN5		1	1	21	4.8%	No
FANCI		1	1	21	4.8%	No
P3H2		1	1	21	4.8%	No
TMC4		2	1	21	4.8%	No
PUS10		1	1	21	4.8%	No
VAC14		1	1	21	4.8%	No
C19ORF54		1	1	21	4.8%	No
ZNF274		1	1	21	4.8%	No
MYD88		1	1	21	4.8%	Yes
CHD4		2	1	21	4.8%	Yes
SNAPC5		1	1	21	4.8%	No
ZNF600		1	1	21	4.8%	No
ZNF836		1	1	21	4.8%	No
CHIT1		1	1	21	4.8%	No
CHGA		1	1	21	4.8%	No
SMC6		1	1	21	4.8%	No
PRUNE2		1	1	21	4.8%	No
KCNK1		1	1	21	4.8%	No
KCNK2		1	1	21	4.8%	No
MUC19		1	1	21	4.8%	No
MYH6		1	1	21	4.8%	No
ABHD6		1	1	21	4.8%	No
VPS4A		1	1	21	4.8%	No
MYH8		2	2	21	9.5%	No
MYH9		1	1	21	4.8%	Yes
CAPN9		1	1	21	4.8%	No
KCNS3		1	1	21	4.8%	No
USP6		1	1	21	4.8%	Yes
TRIM61		1	1	21	4.8%	No
NEIL1		1	1	21	4.8%	No
SLAMF6		1	1	21	4.8%	No
HCAR1		1	1	21	4.8%	No
CPNE9		1	1	21	4.8%	No
SULT1C2		1	1	21	4.8%	No
AHCYL1		1	1	21	4.8%	No
LIPI		1	1	21	4.8%	No
BUB1B		1	1	21	4.8%	Yes
PLAC1		1	1	21	4.8%	No
STX5		1	1	21	4.8%	No
MYL4		1	1	21	4.8%	No
REL		1	1	21	4.8%	Yes
EDDM3B		1	1	21	4.8%	No
TVP23A		1	1	21	4.8%	No
REV3L		1	1	21	4.8%	No
RNF207		1	1	21	4.8%	No
OR4N5		1	1	21	4.8%	No
YRDC		1	1	21	4.8%	No
SUPT5H		1	1	21	4.8%	No
ITFG1		1	1	21	4.8%	No
TOGARAM2		1	1	21	4.8%	No
PLK4		1	1	21	4.8%	No
CHRNA5		1	1	21	4.8%	No
KIRREL1		1	1	21	4.8%	No
CHRNA3		1	1	21	4.8%	No
ZYG11B		2	1	21	4.8%	No
MYO1D		1	1	21	4.8%	No
MYO5B		2	2	21	9.5%	No
REST		1	1	21	4.8%	Yes
AGO2		1	1	21	4.8%	Yes
MYO7B		2	2	21	9.5%	No
RET		1	1	21	4.8%	Yes
ZNF615		1	1	21	4.8%	No
RFX4		2	2	21	9.5%	No
PPP1R7		1	1	21	4.8%	No
RFXAP		1	1	21	4.8%	No
RXFP2		1	1	21	4.8%	No
ASXL2		3	2	21	9.5%	Yes
LRFN5		1	1	21	4.8%	No
WDR41		1	1	21	4.8%	No
MSANTD2		1	1	21	4.8%	No
PCDHGA9		1	1	21	4.8%	No
CHRNG		1	1	21	4.8%	No
CHRND		1	1	21	4.8%	No
PCDHGB2		2	2	21	9.5%	No
PPP1R1A		1	1	21	4.8%	No
PCDHGA6		1	1	21	4.8%	No
C6		3	3	21	14.3%	No
PPP1R3A		1	1	21	4.8%	No
RAI1		1	1	21	4.8%	No
ZC3H12B		1	1	21	4.8%	No
FAM114A1		1	1	21	4.8%	No
ASAP1		1	1	21	4.8%	No
PPP2R2A		1	1	21	4.8%	Yes
OR7A10		1	1	21	4.8%	No
OSBPL10		1	1	21	4.8%	No
MARK2		1	1	21	4.8%	No
NR5A2		1	1	21	4.8%	No
COMMD7		1	1	21	4.8%	No
OR2V2		2	2	21	9.5%	No
ZNF557		1	1	21	4.8%	No
PPP2R1B		1	1	21	4.8%	No
RAB11FIP1		1	1	21	4.8%	No
HSPG2		1	1	21	4.8%	No
POLD3		1	1	21	4.8%	No
BIRC6		1	1	21	4.8%	No
ACSF2		1	1	21	4.8%	No
USP39		1	1	21	4.8%	No
PLEKHG5		1	1	21	4.8%	No
PAAF1		1	1	21	4.8%	No
CERS1		1	1	21	4.8%	No
ECHDC2		2	2	21	9.5%	No
ATP13A5		2	2	21	9.5%	No
NAB2		1	1	21	4.8%	Yes
RGS1		1	1	21	4.8%	No
RGS2		1	1	21	4.8%	No
NKPD1		1	1	21	4.8%	No
BEX5		1	1	21	4.8%	No
TAC1		1	1	21	4.8%	No
NCAM2		1	1	21	4.8%	No
TENM2		1	1	21	4.8%	No
OPA3		1	1	21	4.8%	No
RASGRP4		1	1	21	4.8%	No
ZNF777		1	1	21	4.8%	No
PCDHB14		1	1	21	4.8%	No
DSCAML1		1	1	21	4.8%	No
REXO1		2	2	21	9.5%	No
BPIFB4		1	1	21	4.8%	No
PPP2R3A		2	2	21	9.5%	No
PLEKHM2		1	1	21	4.8%	No
TACR3		1	1	21	4.8%	No
TAF1		2	2	21	9.5%	Yes
MEIS2		1	1	21	4.8%	No
SEMA3A		1	1	21	4.8%	No
EP300		6	4	21	19.0%	Yes
CLCN6		1	1	21	4.8%	No
CLCN5		1	1	21	4.8%	No
HTR6		2	2	21	9.5%	No
PMPCA		1	1	21	4.8%	No
PRKD2		1	1	21	4.8%	No
FMNL1		1	1	21	4.8%	No
ZNF853		1	1	21	4.8%	No
CCDC80		1	1	21	4.8%	No
KLHL6		1	1	21	4.8%	Yes
ADAMTS19		2	2	21	9.5%	No
KLHDC4		1	1	21	4.8%	No
NLRC5		1	1	21	4.8%	No
PPP3R2		1	1	21	4.8%	No
IL17RD		1	1	21	4.8%	No
C19ORF44		1	1	21	4.8%	No
PREP		1	1	21	4.8%	No
RABGAP1L		1	1	21	4.8%	No
SELE		1	1	21	4.8%	No
EPHA7		1	1	21	4.8%	Yes
JMJD6		1	1	21	4.8%	No
EPHA5		1	1	21	4.8%	Yes
ZC3H4		1	1	21	4.8%	No
MORN4		1	1	21	4.8%	No
PRRC2C		1	1	21	4.8%	No
MXRA5		2	2	21	9.5%	No
HMCES		1	1	21	4.8%	No
CA4		1	1	21	4.8%	No
EPB41L2		1	1	21	4.8%	No
ZRANB1		1	1	21	4.8%	No
TRUB1		1	1	21	4.8%	No
PRB3		1	1	21	4.8%	No
MAP3K1		1	1	21	4.8%	Yes
KLHL21		1	1	21	4.8%	No
HYDIN		5	4	21	19.0%	No
XAB2		1	1	21	4.8%	No
KIF16B		1	1	21	4.8%	No
TAF5		1	1	21	4.8%	No
BTG4		1	1	21	4.8%	No
MKX		1	1	21	4.8%	No
AP5Z1		1	1	21	4.8%	No
MRPS22		1	1	21	4.8%	No
TAP1		1	1	21	4.8%	Yes
TAP2		1	1	21	4.8%	Yes
PARM1		1	1	21	4.8%	No
CHD6		2	2	21	9.5%	No
ZNF831		1	1	21	4.8%	No
FBXO27		1	1	21	4.8%	No
