Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CDK2		1	1	82	1.2%	No
FOLR1		1	1	82	1.2%	No
CDH18		1	1	82	1.2%	No
NKAP		2	2	82	2.4%	No
CDH17		2	2	82	2.4%	No
CDH15		1	1	82	1.2%	No
CDH13		1	1	82	1.2%	No
ITGA3		1	1	82	1.2%	No
ITGA4		3	3	82	3.7%	No
TRIM50		1	1	82	1.2%	No
ITGA7		2	2	82	2.4%	No
KCTD1		1	1	82	1.2%	No
ITGB4		1	1	82	1.2%	No
ITGB5		1	1	82	1.2%	No
ITGB6		1	1	82	1.2%	No
ITGB7		1	1	82	1.2%	No
YIPF7		2	2	82	2.4%	No
FRYL		2	2	82	2.4%	No
CDKN2A		2	2	82	2.4%	Yes
FPR3		1	1	82	1.2%	No
LAS1L		1	1	82	1.2%	No
CDKN1A		1	1	82	1.2%	Yes
FPR1		1	1	82	1.2%	No
CDK8		2	2	82	2.4%	Yes
FOSL2		2	2	82	2.4%	No
FOSB		2	2	82	2.4%	No
ITGAX		1	1	82	1.2%	No
ITGB2		1	1	82	1.2%	No
MDS2		1	1	82	1.2%	Yes
BOD1L1		6	5	82	6.1%	No
GOLGA8H		2	2	82	2.4%	No
TAS2R41		2	2	82	2.4%	No
DNAAF8		1	1	82	1.2%	No
MUL1		1	1	82	1.2%	No
OBI1		3	3	82	3.7%	No
CEP97		1	1	82	1.2%	No
ITGB8		1	1	82	1.2%	No
ITIH2		2	2	82	2.4%	No
ITIH3		1	1	82	1.2%	No
TAS2R19		2	2	82	2.4%	No
ATXN3L		2	2	82	2.4%	No
SLC52A2		1	1	82	1.2%	No
ADAM21P1		1	1	82	1.2%	No
CARS2		1	1	82	1.2%	No
CEACAM5		2	2	82	2.4%	No
RNF128		1	1	82	1.2%	No
CDX4		2	2	82	2.4%	No
CDX2		2	2	82	2.4%	Yes
RDH8		1	1	82	1.2%	No
MALRD1		2	1	82	1.2%	No
CES1		3	2	82	2.4%	No
CENPF		3	2	82	2.4%	No
CENPE		1	1	82	1.2%	No
CENPC		1	1	82	1.2%	No
PRDM4		1	1	82	1.2%	No
PRDM5		2	2	82	2.4%	No
SRRM5		1	1	82	1.2%	No
TUBGCP6		3	3	82	3.7%	No
ATE1		1	1	82	1.2%	No
PTCHD1		4	4	82	4.9%	No
KATNA1		2	1	82	1.2%	No
SSC5D		2	2	82	2.4%	No
HMSD		1	1	82	1.2%	No
UHRF2		2	2	82	2.4%	No
CETP		1	1	82	1.2%	No
KIAA1549L		2	2	82	2.4%	No
EMILIN2		3	3	82	3.7%	No
OBSCN		14	11	82	13.4%	No
CIT		2	2	82	2.4%	No
ZC3HAV1		1	1	82	1.2%	No
MAGEB10		1	1	82	1.2%	No
EMILIN1		2	1	82	1.2%	No
SYDE1		2	2	82	2.4%	No
CFTR		2	2	82	2.4%	No
MAGT1		1	1	82	1.2%	No
DCAF8L1		1	1	82	1.2%	No
CEACAM8		1	1	82	1.2%	No
CCDC112		1	1	82	1.2%	No
CEACAM7		1	1	82	1.2%	No
UNC13C		2	2	82	2.4%	No
SLAMF8		1	1	82	1.2%	No
TEX35		1	1	82	1.2%	No
GPRC5D		1	1	82	1.2%	No
RNF40		2	2	82	2.4%	No
CTIF		2	2	82	2.4%	No
GOLGA8B		1	1	82	1.2%	No
ADGRV1		16	15	82	18.3%	No
DPY19L2P1		1	1	82	1.2%	No
SAGE1		3	2	82	2.4%	No
KATNAL1		1	1	82	1.2%	No
IP6K1		1	1	82	1.2%	No
SCRN1		1	1	82	1.2%	No
FAM153A		1	1	82	1.2%	No
RB1CC1		1	1	82	1.2%	No
CUL7		3	2	82	2.4%	No
ALDH16A1		1	1	82	1.2%	No
GRIPAP1		1	1	82	1.2%	No
TRIM36		1	1	82	1.2%	No
GIT2		1	1	82	1.2%	No
FEM1A		1	1	82	1.2%	No
DELE1		1	1	82	1.2%	No
DHTKD1		3	2	82	2.4%	No
NUP58		2	2	82	2.4%	No
URB2		1	1	82	1.2%	No
PRAG1		2	2	82	2.4%	No
KEAP1		1	1	82	1.2%	Yes
PIP4P2		1	1	82	1.2%	No
HORMAD1		1	1	82	1.2%	No
SLC43A1		1	1	82	1.2%	No
JAKMIP2		1	1	82	1.2%	No
PKP4		1	1	82	1.2%	No
PPFIA1		1	1	82	1.2%	No
CRYBG1		4	3	82	3.7%	No
MAML3		2	2	82	2.4%	No
KBTBD7		1	1	82	1.2%	No
AKT1		1	1	82	1.2%	Yes
ARHGEF11		1	1	82	1.2%	No
KCNK10		2	2	82	2.4%	No
ERRFI1		1	1	82	1.2%	Yes
ARHGAP11A		2	2	82	2.4%	No
CDCA7L		2	2	82	2.4%	No
DNAJC6		2	1	82	1.2%	No
QRICH2		1	1	82	1.2%	No
MYCBPAP		2	2	82	2.4%	No
RGP1		1	1	82	1.2%	No
TKTL2		1	1	82	1.2%	No
ADCY4		2	2	82	2.4%	No
HEPH		1	1	82	1.2%	No
ELMO1		4	4	82	4.9%	No
ZBTB24		1	1	82	1.2%	No
PLEKHM1		1	1	82	1.2%	No
ALAD		1	1	82	1.2%	No
NETO1		1	1	82	1.2%	No
ALB		1	1	82	1.2%	Yes
ALCAM		1	1	82	1.2%	No
ABCD1		2	2	82	2.4%	No
SLC2A13		1	1	82	1.2%	No
ALDH1A1		1	1	82	1.2%	No
SNTG1		1	1	82	1.2%	No
ALDH2		1	1	82	1.2%	No
LCMT2		1	1	82	1.2%	No
CNTNAP1		2	2	82	2.4%	No
PIK3R3		2	2	82	2.4%	Yes
NDST2		2	2	82	2.4%	No
SLC41A1		1	1	82	1.2%	No
PROSER2		1	1	82	1.2%	No
ENC1		1	1	82	1.2%	No
DYNLT2B		1	1	82	1.2%	No
NIPSNAP1		1	1	82	1.2%	No
ZEB2		4	4	82	4.9%	No
HAT1		1	1	82	1.2%	No
FARP2		1	1	82	1.2%	No
GCM1		1	1	82	1.2%	No
ZNF596		1	1	82	1.2%	No
RUSC2		3	3	82	3.7%	No
ALDH1A3		1	1	82	1.2%	No
SOX6		1	1	82	1.2%	No
SNTG2		3	3	82	3.7%	No
UGGT1		1	1	82	1.2%	No
ALDH9A1		1	1	82	1.2%	No
AKR1C8		1	1	82	1.2%	No
ABCD2		1	1	82	1.2%	No
ALDOA		1	1	82	1.2%	No
CCDC39		1	1	82	1.2%	No
FSTL5		2	2	82	2.4%	No
PDZD9		1	1	82	1.2%	No
ITGA8		4	4	82	4.9%	No
C2CD5		1	1	82	1.2%	No
ALDOB		1	1	82	1.2%	No
MFAP3L		1	1	82	1.2%	No
HAUS7		1	1	82	1.2%	No
ITGA10		1	1	82	1.2%	No
PLXNA3		3	3	82	3.7%	No
DNAAF3		2	2	82	2.4%	No
ELP1		1	1	82	1.2%	No
MED24		1	1	82	1.2%	No
GLRA4		1	1	82	1.2%	No
WWP2		1	1	82	1.2%	No
TRIL		1	1	82	1.2%	No
TRIO		3	2	82	2.4%	No
CPZ		2	2	82	2.4%	No
MAGI2		3	3	82	3.7%	No
CNTRL		4	4	82	4.9%	Yes
PDS5B		1	1	82	1.2%	Yes
FNBP1		3	3	82	3.7%	Yes
SMG1		4	3	82	3.7%	Yes
ALDOC		1	1	82	1.2%	No
MYT1L		4	4	82	4.9%	No
MON2		1	1	82	1.2%	No
TNIK		5	5	82	6.1%	No
ALK		1	1	82	1.2%	Yes
ALOX12		2	2	82	2.4%	No
DDO		1	1	82	1.2%	No
CEP170		1	1	82	1.2%	No
DGKZ		1	1	82	1.2%	No
RALYL		1	1	82	1.2%	No
DGKE		1	1	82	1.2%	No
CEP350		6	5	82	6.1%	No
ADGRG4		6	5	82	6.1%	No
CNTN4		2	2	82	2.4%	No
CYP4F2		1	1	82	1.2%	No
TMEM115		1	1	82	1.2%	No
C16ORF74		1	1	82	1.2%	No
FCHSD2		1	1	82	1.2%	No
AREL1		1	1	82	1.2%	No
AGPS		1	1	82	1.2%	No
SEC24D		2	2	82	2.4%	No
AP3B1		2	2	82	2.4%	No
ZC3H11A		2	2	82	2.4%	No
TOPBP1		1	1	82	1.2%	No
TLK1		1	1	82	1.2%	No
PIR		1	1	82	1.2%	No
URB1		2	2	82	2.4%	No
LRRN4		2	2	82	2.4%	No
ALOX5		1	1	82	1.2%	No
ZHX3		3	3	82	3.7%	No
ENDOD1		1	1	82	1.2%	No
ALOX15B		1	1	82	1.2%	No
ZSWIM8		2	2	82	2.4%	No
ALPI		1	1	82	1.2%	No
NCOA6		2	1	82	1.2%	No
ALPL		1	1	82	1.2%	No
BARX2		1	1	82	1.2%	No
TRIOBP		5	4	82	4.9%	No
TRIP6		1	1	82	1.2%	No
BCAS1		1	1	82	1.2%	No
TRPC1		2	2	82	2.4%	No
POM121		1	1	82	1.2%	No
LRRC37A		1	1	82	1.2%	No
TRPC3		1	1	82	1.2%	No
TRPC5		3	3	82	3.7%	No
CDC14A		2	2	82	2.4%	No
SMG7		2	2	82	2.4%	No
TRPC4		2	2	82	2.4%	No
TRPM2		3	3	82	3.7%	No
MID2		1	1	82	1.2%	No
TRPC6		3	2	82	2.4%	No
PDZRN3		1	1	82	1.2%	No
UNC13A		2	2	82	2.4%	No
MYO16		2	2	82	2.4%	No
ALPP		1	1	82	1.2%	No
ALPG		1	1	82	1.2%	No
RBM34		1	1	82	1.2%	No
BAGE2		1	1	82	1.2%	No
SNRNP200		1	1	82	1.2%	No
AMBP		1	1	82	1.2%	No
PALLD		1	1	82	1.2%	No
LGR5		2	2	82	2.4%	No
UPK1A		1	1	82	1.2%	No
TRO		3	3	82	3.7%	No
TENT4A		1	1	82	1.2%	No
TOX4		2	2	82	2.4%	No
DDX46		1	1	82	1.2%	No
TELO2		2	1	82	1.2%	No
TECPR2		1	1	82	1.2%	No
OR2T8		1	1	82	1.2%	No
SNAP91		2	2	82	2.4%	No
MADD		3	2	82	2.4%	No
UBAP2L		3	3	82	3.7%	No
YARS1		1	1	82	1.2%	No
FIG4		2	2	82	2.4%	No
WASHC5		1	1	82	1.2%	No
SAMD4A		1	1	82	1.2%	No
PHLPP2		3	3	82	3.7%	No
ZNF292		1	1	82	1.2%	No
PDZD2		4	4	82	4.9%	No
WDTC1		1	1	82	1.2%	No
XPO7		2	2	82	2.4%	No
AMD1		1	1	82	1.2%	No
KDM4B		3	3	82	3.7%	No
MAST3		4	4	82	4.9%	No
PRR14L		4	2	82	2.4%	No
USP33		1	1	82	1.2%	No
ZNF813		2	2	82	2.4%	No
DOP1A		2	2	82	2.4%	No
DDX52		1	1	82	1.2%	No
ATCAY		1	1	82	1.2%	No
TRPS1		1	1	82	1.2%	No
CDK10		1	1	82	1.2%	No
ZBED4		4	4	82	4.9%	No
PRPF18		1	1	82	1.2%	No
CASK		1	1	82	1.2%	No
TSC1		1	1	82	1.2%	Yes
STK16		1	1	82	1.2%	No
TSN		1	1	82	1.2%	No
WDFY3		5	3	82	3.7%	No
DAAM1		2	2	82	2.4%	No
AMPD1		1	1	82	1.2%	No
TRUB2		3	3	82	3.7%	No
AMPD2		1	1	82	1.2%	No
AMPH		2	1	82	1.2%	No
PLCH1		8	4	82	4.9%	No
FETUB		1	1	82	1.2%	No
BIN1		1	1	82	1.2%	No
AMY2A		2	2	82	2.4%	No
LILRB3		1	1	82	1.2%	No
B3GNT5		1	1	82	1.2%	No
LILRA2		1	1	82	1.2%	No
DCAF4L2		2	2	82	2.4%	No
TSPYL1		1	1	82	1.2%	No
RAB31		1	1	82	1.2%	No
STK38L		1	1	82	1.2%	No
SPEN		6	4	82	4.9%	Yes
GOLGA8A		1	1	82	1.2%	No
ANGPT1		2	2	82	2.4%	No
CNOT1		1	1	82	1.2%	No
ANK1		3	3	82	3.7%	No
ANK2		3	3	82	3.7%	No
ANK3		9	6	82	7.3%	No
LGALS12		1	1	82	1.2%	No
DSTN		2	1	82	1.2%	No
TSC2		2	2	82	2.4%	Yes
STON1		1	1	82	1.2%	No
TST		2	2	82	2.4%	No
DNAJC7		1	1	82	1.2%	No
ZNF440		1	1	82	1.2%	No
TTC3		3	3	82	3.7%	No
TTC23L		1	1	82	1.2%	No
SLC25A5		2	1	82	1.2%	No
PHLDA2		1	1	82	1.2%	No
SHANK3		1	1	82	1.2%	No
SLC27A2		1	1	82	1.2%	No
SLC27A3		1	1	82	1.2%	No
SPINK5		1	1	82	1.2%	No
KIAA2012		1	1	82	1.2%	No
KIF2C		2	2	82	2.4%	No
LILRB4		1	1	82	1.2%	No
TMCO2		1	1	82	1.2%	No
OR2T35		1	1	82	1.2%	No
TUBA3C		2	2	82	2.4%	No
FAM81B		1	1	82	1.2%	No
AP3M1		1	1	82	1.2%	No
ZNF491		1	1	82	1.2%	No
ZNF441		1	1	82	1.2%	No
ZNF684		1	1	82	1.2%	No
TTN		56	23	82	28.0%	No
LIAS		1	1	82	1.2%	No
TRIM9		1	1	82	1.2%	No
OR2T27		1	1	82	1.2%	No
SNRNP27		1	1	82	1.2%	No
TUFT1		2	2	82	2.4%	No
FAM111A		3	3	82	3.7%	No
TUBG1		1	1	82	1.2%	No
C14ORF28		1	1	82	1.2%	No
TXNRD1		1	1	82	1.2%	No
TYR		2	2	82	2.4%	No
SLC17A9		1	1	82	1.2%	No
HIRA		1	1	82	1.2%	Yes
LINC01590		1	1	82	1.2%	No
ZNF114		2	1	82	1.2%	No
FAM205A		4	4	82	4.9%	No
GPATCH3		1	1	82	1.2%	No
KRTAP26-1		1	1	82	1.2%	No
ZNF563		1	1	82	1.2%	No
IGFN1		2	2	82	2.4%	No
CBLL2		2	2	82	2.4%	No
TNN		1	1	82	1.2%	No
CHTF18		1	1	82	1.2%	No
ZNF335		2	2	82	2.4%	No
CIDEC		1	1	82	1.2%	No
TIGD7		5	3	82	3.7%	No
ELMO2		1	1	82	1.2%	No
GALNT11		1	1	82	1.2%	No
IFI27L1		1	1	82	1.2%	No
GALNT9		3	3	82	3.7%	No
ATP6V0A4		2	2	82	2.4%	No
DEF6		1	1	82	1.2%	No
ITSN2		2	2	82	2.4%	No
STEEP1		1	1	82	1.2%	No
MRPS14		1	1	82	1.2%	No
ZNF667		2	2	82	2.4%	No
PCIF1		2	2	82	2.4%	No
ZNF383		1	1	82	1.2%	No
ITPR1		1	1	82	1.2%	No
ITPR2		2	2	82	2.4%	No
GPR153		3	3	82	3.7%	No
ITIH4		1	1	82	1.2%	No
CUZD1		2	2	82	2.4%	No
ITK		1	1	82	1.2%	Yes
GEMIN4		3	2	82	2.4%	No
SCARF2		1	1	82	1.2%	No
KANSL1L		1	1	82	1.2%	No
FAM227A		1	1	82	1.2%	No
PEG10		1	1	82	1.2%	No
FKBPL		2	1	82	1.2%	No
SVIP		1	1	82	1.2%	No
DMRTC2		1	1	82	1.2%	No
KDM4C		2	2	82	2.4%	Yes
JAK1		1	1	82	1.2%	Yes
PPRC1		1	1	82	1.2%	No
JAK2		3	2	82	2.4%	Yes
JAK3		2	2	82	2.4%	Yes
FAM217B		3	3	82	3.7%	No
ERC1		1	1	82	1.2%	Yes
EXPH5		1	1	82	1.2%	No
TRIM35		1	1	82	1.2%	No
ITPR3		1	1	82	1.2%	No
IVL		2	2	82	2.4%	No
JAG2		1	1	82	1.2%	No
ANO7		2	2	82	2.4%	No
JUNB		2	2	82	2.4%	No
JUND		2	2	82	2.4%	No
SIPA1L3		3	2	82	2.4%	No
LRIG3		1	1	82	1.2%	Yes
KIF1B		5	5	82	6.1%	No
SARM1		1	1	82	1.2%	No
JARID2		2	2	82	2.4%	Yes
PLB1		1	1	82	1.2%	No
ZNF423		4	4	82	4.9%	No
ZC3H13		4	4	82	4.9%	No
KERA		1	1	82	1.2%	No
DIDO1		4	4	82	4.9%	No
ADAM30		1	1	82	1.2%	No
ADAM29		2	2	82	2.4%	No
ZNF433		3	3	82	3.7%	No
KCNA3		1	1	82	1.2%	No
ZNF609		1	1	82	1.2%	No
KCNA4		3	2	82	2.4%	No
TBC1D9B		1	1	82	1.2%	No
GGA2		1	1	82	1.2%	No
ACSM2A		1	1	82	1.2%	No
EMC1		2	2	82	2.4%	No
ARHGEF3		2	1	82	1.2%	No
DNAAF1		1	1	82	1.2%	No
ZNF784		1	1	82	1.2%	No
DCUN1D3		2	2	82	2.4%	No
VWC2		1	1	82	1.2%	No
ADAMTS13		1	1	82	1.2%	No
ADAMTS5		1	1	82	1.2%	No
ADAMTS8		1	1	82	1.2%	No
KCND1		1	1	82	1.2%	No
KIF13A		2	2	82	2.4%	No
VWA8		1	1	82	1.2%	No
NUP210L		1	1	82	1.2%	No
ZNF791		2	2	82	2.4%	No
PRDM16		4	4	82	4.9%	Yes
CMTR1		2	1	82	1.2%	No
KCNC4		1	1	82	1.2%	No
ERP44		1	1	82	1.2%	No
HECW1		3	3	82	3.7%	No
UHRF1BP1L		1	1	82	1.2%	No
SWAP70		1	1	82	1.2%	No
RRP1B		2	2	82	2.4%	No
MYCBP2		5	3	82	3.7%	No
KCNA5		2	2	82	2.4%	No
KCNA10		1	1	82	1.2%	No
KCNC2		1	1	82	1.2%	No
RNF180		1	1	82	1.2%	No
GCNA		4	3	82	3.7%	No
ZNF454		1	1	82	1.2%	No
KCNJ4		1	1	82	1.2%	No
MRPL9		1	1	82	1.2%	No
MYO18A		2	2	82	2.4%	Yes
ANKDD1A		1	1	82	1.2%	No
KCNJ2		1	1	82	1.2%	No
RABL6		1	1	82	1.2%	No
HECTD3		4	2	82	2.4%	No
PRR19		1	1	82	1.2%	No
MREG		1	1	82	1.2%	No
KCND2		1	1	82	1.2%	No
KCND3		1	1	82	1.2%	No
DYNC2H1		3	3	82	3.7%	No
FAM111B		1	1	82	1.2%	No
KCNG1		2	2	82	2.4%	No
SLC26A6		1	1	82	1.2%	No
KCNJ14		2	2	82	2.4%	No
AK7		5	5	82	6.1%	No
FRMD4A		1	1	82	1.2%	No
PACS1		2	2	82	2.4%	No
CHD3		3	3	82	3.7%	No
CHD2		1	1	82	1.2%	Yes
CHD1		2	2	82	2.4%	No
HAO1		1	1	82	1.2%	No
CHMP6		2	2	82	2.4%	No
ARSJ		1	1	82	1.2%	No
CHAT		1	1	82	1.2%	No
RCBTB2		1	1	82	1.2%	No
IARS2		3	2	82	2.4%	No
SRD5A3		2	2	82	2.4%	No
RADIL		2	2	82	2.4%	No
TMC4		2	2	82	2.4%	No
VAC14		4	2	82	2.4%	No
PANK3		1	1	82	1.2%	No
MAP7D3		4	4	82	4.9%	No
NCR3LG1		1	1	82	1.2%	No
KCNJ6		2	2	82	2.4%	No
ZNF780A		1	1	82	1.2%	No
KCNJ8		1	1	82	1.2%	No
KCNJ10		1	1	82	1.2%	No
KCNJ11		1	1	82	1.2%	No
AKR1C4		1	1	82	1.2%	No
KCNJ12		2	2	82	2.4%	No
CHD4		5	5	82	6.1%	Yes
ACTR8		1	1	82	1.2%	No
SYCE1L		1	1	82	1.2%	No
MEX3D		3	3	82	3.7%	No
KCNN2		1	1	82	1.2%	No
KCNN3		1	1	82	1.2%	No
KCNN4		1	1	82	1.2%	No
FAM102A		1	1	82	1.2%	No
CHM		2	2	82	2.4%	No
CHKB		1	1	82	1.2%	No
TUT7		2	2	82	2.4%	No
NLRX1		4	3	82	3.7%	No
CHIT1		1	1	82	1.2%	No
VEPH1		1	1	82	1.2%	No
CHI3L2		1	1	82	1.2%	No
ZNF329		2	2	82	2.4%	No
CHI3L1		2	2	82	2.4%	No
FASTKD1		1	1	82	1.2%	No
CHGB		1	1	82	1.2%	No
CHGA		1	1	82	1.2%	No
FRK		2	1	82	1.2%	No
SMC6		2	2	82	2.4%	No
VTCN1		1	1	82	1.2%	Yes
KCNJ16		2	2	82	2.4%	No
PRUNE2		5	4	82	4.9%	No
HEATR4		4	4	82	4.9%	No
KCNK2		1	1	82	1.2%	No
KCNMA1		4	4	82	4.9%	No
CCDC60		1	1	82	1.2%	No
KCNS3		1	1	82	1.2%	No
KDR		1	1	82	1.2%	Yes
TMEM259		1	1	82	1.2%	No
CHRM3		2	1	82	1.2%	No
LYST		3	2	82	2.4%	No
CHRM2		2	2	82	2.4%	No
HSPBAP1		2	2	82	2.4%	No
CHRM1		1	1	82	1.2%	No
ZNF776		1	1	82	1.2%	No
CHN1		2	2	82	2.4%	Yes
C3ORF52		1	1	82	1.2%	No
PARP8		1	1	82	1.2%	No
KCNQ2		1	1	82	1.2%	No
KCNQ3		1	1	82	1.2%	No
KCNS1		1	1	82	1.2%	No
MGME1		1	1	82	1.2%	No
CHRNB3		2	2	82	2.4%	No
QTRT2		2	2	82	2.4%	No
CHRNA7		1	1	82	1.2%	No
SDHAP1		2	2	82	2.4%	No
CHRNA5		1	1	82	1.2%	No
SENP5		1	1	82	1.2%	No
CHRNA3		1	1	82	1.2%	No
ZNF560		1	1	82	1.2%	No
CHRNA2		1	1	82	1.2%	No
ZYG11B		1	1	82	1.2%	No
TMEM190		1	1	82	1.2%	No
KHK		1	1	82	1.2%	No
KIF5A		1	1	82	1.2%	No
HMGA2-AS1		1	1	82	1.2%	No
KIF5B		2	2	82	2.4%	Yes
SLC5A8		1	1	82	1.2%	No
ZNF841		1	1	82	1.2%	No
ZNF615		1	1	82	1.2%	No
ACD		2	2	82	2.4%	No
GPBP1		2	2	82	2.4%	No
RAPH1		1	1	82	1.2%	No
SLC36A3		1	1	82	1.2%	No
FOXP2		2	2	82	2.4%	No
KIF4B		2	2	82	2.4%	No
CIRBP		1	1	82	1.2%	No
CENPU		1	1	82	1.2%	No
MSANTD2		1	1	82	1.2%	No
CHRNE		2	2	82	2.4%	No
MTOR		3	3	82	3.7%	Yes
ENPP6		1	1	82	1.2%	No
SLC22A31		2	2	82	2.4%	No
KCNK4		1	1	82	1.2%	No
NBEAL1		9	9	82	11.0%	No
IRX4		3	2	82	2.4%	No
AK3		1	1	82	1.2%	No
ASAP1		1	1	82	1.2%	No
UBE3D		2	2	82	2.4%	No
HP1BP3		1	1	82	1.2%	No
TSTD2		1	1	82	1.2%	No
FNDC9		1	1	82	1.2%	No
ERCC8		2	2	82	2.4%	No
FSHR		1	1	82	1.2%	No
CKMT2		1	1	82	1.2%	No
CKM		1	1	82	1.2%	No
BICDL2		1	1	82	1.2%	No
FRZB		1	1	82	1.2%	No
IZUMO1		1	1	82	1.2%	No
TBCB		1	1	82	1.2%	No
TMEM237		1	1	82	1.2%	No
NKPD1		1	1	82	1.2%	No
PPP1R37		2	1	82	1.2%	No
C5ORF64		1	1	82	1.2%	No
AP2M1		1	1	82	1.2%	No
ZNF283		5	3	82	3.7%	No
LYPD5		1	1	82	1.2%	No
PLEKHM2		3	3	82	3.7%	No
SYT11		1	1	82	1.2%	No
TMEM255B		1	1	82	1.2%	No
ATP11B		2	2	82	2.4%	No
WHRN		4	2	82	2.4%	No
CLCN6		1	1	82	1.2%	No
FAM168A		1	1	82	1.2%	No
CLCN4		1	1	82	1.2%	No
PMPCA		2	1	82	1.2%	No
ACSBG1		2	2	82	2.4%	No
ANKRD42		1	1	82	1.2%	No
RASSF8		1	1	82	1.2%	No
DUS3L		1	1	82	1.2%	No
DDX60		5	3	82	3.7%	No
CLC		1	1	82	1.2%	No
DUSP10		1	1	82	1.2%	No
KIF21A		1	1	82	1.2%	No
NLRC5		4	4	82	4.9%	No
CARMIL1		1	1	82	1.2%	No
MST1L		2	2	82	2.4%	No
TENT5A		1	1	82	1.2%	No
ANTXR1		2	1	82	1.2%	No
MRPL3		1	1	82	1.2%	No
CDKN2AIP		1	1	82	1.2%	No
KIAA1109		6	4	82	4.9%	No
RPL35		1	1	82	1.2%	No
CA10		1	1	82	1.2%	No
PPP1R9A		1	1	82	1.2%	No
GALNT6		1	1	82	1.2%	No
GTF2IRD2		1	1	82	1.2%	No
NBEAL2		4	4	82	4.9%	No
C10ORF126		1	1	82	1.2%	No
RABGAP1L		3	2	82	2.4%	No
CLK3		1	1	82	1.2%	No
JMJD6		3	2	82	2.4%	No
ZC3H4		2	2	82	2.4%	No
CLK2		1	1	82	1.2%	No
LETMD1		1	1	82	1.2%	No
CLK1		2	2	82	2.4%	No
SULF1		1	1	82	1.2%	No
PRRC2C		1	1	82	1.2%	No
SPEF1		1	1	82	1.2%	No
DCAF13		1	1	82	1.2%	No
MXRA5		4	4	82	4.9%	No
DENND4B		2	2	82	2.4%	No
ARID5B		2	2	82	2.4%	Yes
VPS50		1	1	82	1.2%	No
SUMF2		1	1	82	1.2%	No
MRC2		3	2	82	2.4%	No
POLG2		2	2	82	2.4%	No
