Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CHMP1B2P		Xq21.1	HOMDEL	1	115	0.9%	No
DNAJB1		19p13.12	HOMDEL	1	115	0.9%	Yes
ABCC6		16p13.11	AMP	1	115	0.9%	No
SSX8P		Xp11.22	AMP	1	115	0.9%	No
PRR21		2q37.3	HOMDEL	5	115	4.3%	No
KRT40		17q21.2	HOMDEL	1	115	0.9%	No
CNGB3		8q21.3	AMP	2	115	1.7%	No
FAM76B		11q21	HOMDEL	1	115	0.9%	No
SIDT1		3q13.2	AMP	4	115	3.5%	No
THEM5		1q21.3	AMP	1	115	0.9%	No
NKPD1		19q13.32	AMP	1	115	0.9%	No
LINC01882		18p11.21	AMP	2	115	1.7%	No
CDK6		7q21.2	HOMDEL	1	115	0.9%	Yes
SCOC-AS1		4q31.1	HOMDEL	1	115	0.9%	No
GTSF1L		20q13.12	AMP	1	115	0.9%	No
KRTAP1-5		17q21.2	AMP	1	115	0.9%	No
ARAF		Xp11.3	AMP	2	115	1.7%	Yes
GTF2F1		19p13.3	HOMDEL	2	115	1.7%	No
CCDC80		3q13.2	AMP	4	115	3.5%	No
ADAR		1q21.3	AMP	1	115	0.9%	No
NANP		20p11.21	AMP	3	115	2.6%	No
PPP1R37		19q13.32	AMP	2	115	1.7%	No
NUPR2		7p11.2	AMP	1	115	0.9%	No
PRR14L		22q12.2	HOMDEL	1	115	0.9%	No
RIIAD1		1q21.3	AMP	1	115	0.9%	No
OR7E24		19p13.2	HOMDEL	1	115	0.9%	No
SCML2		Xp22.13	HOMDEL	1	115	0.9%	No
TADA3		3p25.3	AMP	1	115	0.9%	No
LINC01135		1p32.1	AMP	1	115	0.9%	No
HAPLN3		15q26.1	AMP	1	115	0.9%	No
SSX6P		Xp11.23	AMP	2	115	1.7%	No
SOSTDC1		7p21.2	AMP	1	115	0.9%	No
BEX4		Xq22.1	AMP	1	115	0.9%	No
MTMR7		8p22	HOMDEL	1	115	0.9%	No
CCM2L		20q11.21	AMP	4	115	3.5%	No
ADARB1		21q22.3	AMP	2	115	1.7%	No
CD99P1		Xp22.33 and Yp11.31	AMP	2	115	1.7%	No
LINC00616		4q28.3	HOMDEL	1	115	0.9%	No
TMEM45A		3q12.2	AMP	3	115	2.6%	No
RAB3IP		12q15	AMP	1	115	0.9%	No
KCTD15		19q13.11	AMP	2	115	1.7%	No
PHF8		Xp11.22	HOMDEL	1	115	0.9%	No
ZNF737		19p12	AMP	1	115	0.9%	No
ESRP1		8q22.1	AMP	3	115	2.6%	No
GEMIN5		5q33.2	AMP	1	115	0.9%	No
SPATA16		3q26.31	AMP	15	115	13.0%	No
RTP2		3q27.3	AMP	14	115	12.2%	No
SSX7		Xp11.22	AMP	1	115	0.9%	No
ADARB2		10p15.3	AMP	1	115	0.9%	No
UBE2Q2P1		15q25.2	AMP	1	115	0.9%	No
NAALAD2		11q14.3	HOMDEL	1	115	0.9%	No
CHD5		1p36.31	HOMDEL	1	115	0.9%	No
SBDS		7q11.21	AMP	2	115	1.7%	Yes
CEP72-DT		5p15.33	AMP	9	115	7.8%	No
ZBTB18		1q44	AMP	1	115	0.9%	No
NKX6-2		10q26.3	HOMDEL	1	115	0.9%	No
C12ORF56		12q14.2	AMP	1	115	0.9%	No
OR8G2P		11q24.2	HOMDEL	1	115	0.9%	No
PSMG4		6p25.2	AMP	2	115	1.7%	No
RAP1B		12q15	AMP	1	115	0.9%	No
SAMD10		20q13.33	AMP	2	115	1.7%	No
CCDC105		19p13.12	AMP	1	115	0.9%	No
SLC25A17		22q13.2	AMP	1	115	0.9%	No
DDX39A		19p13.12	AMP	1	115	0.9%	No
FNDC1		6q25.3	HOMDEL	1	115	0.9%	No
OR7D2		19p13.2	HOMDEL	1	115	0.9%	No
GAGE2C		Xp11.23	AMP	2	115	1.7%	No
KRTAP16-1		17q21.2	HOMDEL	1	115	0.9%	No
TRIP6		7q22.1	AMP	2	115	1.7%	No
TOMM70		3q12.2	AMP	3	115	2.6%	No
TBC1D3P5		17q11.2	HOMDEL	1	115	0.9%	No
LINC00410		13q31.3	HOMDEL	1	115	0.9%	No
DNASE2		19p13.13	HOMDEL	1	115	0.9%	No
DLGAP2		8p23.3	HOMDEL	3	115	2.6%	No
TNPO2		19p13.13	HOMDEL	1	115	0.9%	No
TDRD10		1q21.3	AMP	1	115	0.9%	No
LRTM2		12p13.33	AMP	1	115	0.9%	No
INSL3		19p13.11	AMP	1	115	0.9%	No
BCAS1		20q13.2	AMP	2	115	1.7%	No
SLC9A6		Xq26.3	AMP	2	115	1.7%	No
ABHD16B		20q13.33	AMP	2	115	1.7%	No
KRTAP9-2		17q21.2	AMP	1	115	0.9%	No
LINC01620		20q13.12	AMP	1	115	0.9%	No
TMEM272		13q14.3	HOMDEL	5	115	4.3%	No
SNHG18		5p15.31	AMP	7	115	6.1%	No
PXDC1		6p25.2	AMP	2	115	1.7%	No
COX4I2		20q11.21	AMP	7	115	6.1%	No
DNAH14		1q42.12	AMP	1	115	0.9%	No
SNORD114-11		14q32.31	HOMDEL	1	115	0.9%	No
RAB12		18p11.22	AMP	1	115	0.9%	No
C8ORF48		8p22	HOMDEL	1	115	0.9%	No
ABCC2		10q24.2	AMP	1	115	0.9%	No
KCNJ15		21q22.13-q22.2	AMP	2	115	1.7%	No
CAMK1		3p25.3	AMP	1	115	0.9%	No
TNFSF11		13q14	HOMDEL	4	115	3.5%	No
SOX14		3q22.3	AMP	8	115	7.0%	No
TMEM205		19p13.2	AMP	3	115	2.6%	No
API5		11p12	AMP	1	115	0.9%	No
ATP5PD		17q25.1	AMP	3	115	2.6%	No
COX16		14q24.2	AMP	1	115	0.9%	No
FZD4-DT		11q14.2	HOMDEL	1	115	0.9%	No
PATE3		11q24.2	HOMDEL	2	115	1.7%	No
ADCY2		5p15.31	AMP	8	115	7.0%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	115	0.9%	No
FRG2EP		20q11.1	AMP	1	115	0.9%	No
PNMA6A		Xq28	AMP	3	115	2.6%	No
CPT1A		11q13.3	AMP	2	115	1.7%	No
TFG		3q12.2	AMP	3	115	2.6%	Yes
SRPX		Xp11.4	AMP	1	115	0.9%	No
AKAP11		13q14.11	HOMDEL	4	115	3.5%	No
MRPS17		7p11.2	AMP	1	115	0.9%	No
CCL26		7q11.23	AMP	1	115	0.9%	No
SETDB1		1q21.3	AMP	1	115	0.9%	Yes
NFE2L3		7p15.2	AMP	1	115	0.9%	No
KRTAP3-2		17q21.2	AMP	1	115	0.9%	No
BANF2		20p12.1	AMP	1	115	0.9%	No
TOX2		20q13.12	AMP	1	115	0.9%	No
THBS2		6q27	HOMDEL	1	115	0.9%	No
PRSS23		11q14.2	HOMDEL	1	115	0.9%	No
DLGAP1-AS3		18p11.31	AMP	1	115	0.9%	No
SPOP		17q21.33	AMP	1	115	0.9%	Yes
JRKL-AS1		11q21	HOMDEL	2	115	1.7%	No
TRABD2A		2p11.2	AMP	1	115	0.9%	No
LINC00311		16q24.1	HOMDEL	1	115	0.9%	No
ATP6V1FNB		7q32.1	AMP	1	115	0.9%	No
PRG4		1q31.1	AMP	2	115	1.7%	No
LACTB2		8q13.3	AMP	3	115	2.6%	No
TEX47		7q21.13	AMP	3	115	2.6%	No
C11ORF68		11q13.1	AMP	1	115	0.9%	No
LINC01726		20p11.22	AMP	1	115	0.9%	No
CXORF38		Xp11.4	AMP	2	115	1.7%	No
CFAP74		1p36.33	HOMDEL	2	115	1.7%	No
RPS18P9		6q25.1	HOMDEL	1	115	0.9%	No
DET1		15q26.1	AMP	1	115	0.9%	No
SLC39A14		8p21.3	HOMDEL	1	115	0.9%	No
PRR15L		17q21.32	AMP	1	115	0.9%	No
ZNF461		19q13.13	AMP	2	115	1.7%	No
NKX6-3		8p11.21	AMP	2	115	1.7%	No
GSC		14q32.13	HOMDEL	1	115	0.9%	No
PPP4R3A		14q32.12	HOMDEL	1	115	0.9%	No
RBM42		19q13.12	AMP	2	115	1.7%	No
SORBS2		4q35.1	HOMDEL	4	115	3.5%	No
ADTRP		6p24.1	AMP	2	115	1.7%	No
ZSWIM3		20q13.12	AMP	1	115	0.9%	No
C19ORF12		19q12	AMP	2	115	1.7%	No
SSX3		Xp11.23	AMP	2	115	1.7%	No
ZNF674-AS1		Xp11.3	HOMDEL	1	115	0.9%	No
ALKBH6		19q13.12	AMP	2	115	1.7%	No
ZNF251		8q24.3	AMP	4	115	3.5%	No
TRIP10		19p13.3	HOMDEL	2	115	1.7%	No
USP17L19		4p16.1	AMP	1	115	0.9%	No
CPN2		3q29	AMP	14	115	12.2%	No
UXT		Xp11.23	AMP	2	115	1.7%	No
UCHL5		1q31.2	AMP	1	115	0.9%	No
ZNF585B		19q13.12	AMP	2	115	1.7%	No
LINC01020		5p15.32	AMP	7	115	6.1%	No
WFDC10A		20q13.12	AMP	1	115	0.9%	No
NHLRC3		13q13.3	HOMDEL	4	115	3.5%	No
KMT5B		11q13.2	AMP	2	115	1.7%	No
MYO1D		17q11.2	HOMDEL	2	115	1.7%	No
RPS6KA6		Xq21.1	HOMDEL	1	115	0.9%	No
LINC01990		3q13.12	AMP	3	115	2.6%	No
SPAG16-DT		2q34	HOMDEL	2	115	1.7%	No
BRME1		19p13.12	AMP	2	115	1.7%	No
LINC00989		4q21.21	AMP	2	115	1.7%	No
ASPM		1q31.3	AMP	1	115	0.9%	No
GLB1L		2q35	HOMDEL	2	115	1.7%	No
SHE		1q21.3	AMP	1	115	0.9%	No
CPOX		3q11.2	AMP	3	115	2.6%	No
LCE3A		1q21.3	AMP	1	115	0.9%	No
INF2		14q32.33	AMP	2	115	1.7%	No
HDX		Xq21.1	HOMDEL	1	115	0.9%	No
CHD2		15q26.1	AMP	1	115	0.9%	Yes
PAX8-AS1		2q14.1	AMP	1	115	0.9%	No
DGCR2		22q11.21	AMP	1	115	0.9%	No
ZNF699		19p13.2	AMP	3	115	2.6%	No
RPL8		8q24.3	AMP	4	115	3.5%	No
EDEM1		3p26.1	HOMDEL	1	115	0.9%	No
ZNF492		19p12	HOMDEL	2	115	1.7%	No
PCSK1N		Xp11.23	HOMDEL	1	115	0.9%	No
SLC7A13		8q21.3	AMP	3	115	2.6%	No
LAMB4		7q31.1	HOMDEL	1	115	0.9%	No
SNORD113-2		14q32.31	HOMDEL	1	115	0.9%	No
FAM227B		15q21.2	HOMDEL	2	115	1.7%	No
DISC1FP1		11q14.3	HOMDEL	1	115	0.9%	No
ZBTB25		14q23.3	AMP	1	115	0.9%	No
NDUFA7		19p13.2	AMP	3	115	2.6%	No
ETS1		11q24.3	HOMDEL	2	115	1.7%	Yes
ZFHX4-AS1		8q21.13	AMP	3	115	2.6%	No
MTSS2		16q22.1	AMP	1	115	0.9%	No
LCE2D		1q21.3	AMP	1	115	0.9%	No
FRG2B		10q26.3	HOMDEL	2	115	1.7%	No
KCNJ12		17p11.2	AMP	1	115	0.9%	No
TRAPPC2		Xp22.2	AMP	2	115	1.7%	No
MEF2B		19p13.11	AMP	1	115	0.9%	Yes
RAB37		17q25.1	AMP	2	115	1.7%	No
CDRT15P1		17p12	HOMDEL	1	115	0.9%	No
MINPP1		10q23.2	HOMDEL	2	115	1.7%	No
NYAP1		7q22.1	AMP	2	115	1.7%	No
RGS7		1q43	AMP	1	115	0.9%	No
ZNF45		19q13.31	AMP	2	115	1.7%	No
NDUFA6		22q13.2	AMP	1	115	0.9%	No
UFSP2		4q35.1	HOMDEL	3	115	2.6%	No
ASCL5		1q32.1	AMP	1	115	0.9%	No
SPDYE3		7q22.1	AMP	2	115	1.7%	No
PLD5		1q43	AMP	1	115	0.9%	No
SUPT20H		13q13.3	HOMDEL	3	115	2.6%	No
RPL10		Xq28	AMP	3	115	2.6%	Yes
LCE3C		1q21.3	AMP	1	115	0.9%	No
UBE2L3		22q11.21	AMP	1	115	0.9%	No
RANBP1		22q11.21	AMP	1	115	0.9%	No
ZNF630		Xp11.23	HOMDEL	1	115	0.9%	No
NALCN-AS1		13q32.3	HOMDEL	1	115	0.9%	No
MED24		17q21.1	AMP	3	115	2.6%	No
CBY3		5q35.3	AMP	1	115	0.9%	No
MAPK1IP1L		14q22.3	AMP	1	115	0.9%	No
GABRP		5q35.1	AMP	1	115	0.9%	No
FOXJ1		17q25.1	AMP	1	115	0.9%	No
EIF3D		22q12.3	AMP	1	115	0.9%	No
LGALS7B		19q13.2	AMP	2	115	1.7%	No
C5ORF52		5q33.3	AMP	1	115	0.9%	No
THAP7-AS1		22q11.21	AMP	1	115	0.9%	No
PATJ		1p31.3	AMP	1	115	0.9%	No
SUDS3		12q24.23	AMP	2	115	1.7%	No
ADGRL1-AS1		19p13.12	AMP	2	115	1.7%	No
LCE3B		1q21.3	AMP	1	115	0.9%	No
TMEM132E-DT		17q12	HOMDEL	2	115	1.7%	No
TRH		3q22.1	AMP	5	115	4.3%	No
NDFIP2		13q31.1	HOMDEL	1	115	0.9%	No
GRK5		10q26.11	HOMDEL	1	115	0.9%	No
LAMA1		18p11.31	AMP	1	115	0.9%	No
CST7		20p11.21	AMP	4	115	3.5%	No
SCEL		13q22.3	AMP	1	115	0.9%	No
GLIS3-AS1		9p24.2	HOMDEL	1	115	0.9%	No
CPM		12q15	AMP	1	115	0.9%	No
TPT1		13q14.13	HOMDEL	4	115	3.5%	No
INTS2		17q23.2	HOMDEL	1	115	0.9%	No
LAD1		1q32.1	AMP	1	115	0.9%	No
TRHR		8q23.1	AMP	3	115	2.6%	No
GABRG2		5q34	AMP	2	115	1.7%	No
RGS13		1q31.2	AMP	1	115	0.9%	No
EIF3G		19p13.2	AMP	2	115	1.7%	No
GIPC3		19p13.3	HOMDEL	2	115	1.7%	No
PEX11B		1q21.1	AMP	1	115	0.9%	No
SERPINB9P1		6p25.2	AMP	2	115	1.7%	No
LCE3E		1q21.3	AMP	1	115	0.9%	No
L1CAM		Xq28	AMP	3	115	2.6%	No
CPN1		10q24.2	AMP	1	115	0.9%	No
NAGA		22q13.2	HOMDEL	1	115	0.9%	No
DPP10		2q14.1	HOMDEL	1	115	0.9%	No
UBE2V1		20q13.13	AMP	2	115	1.7%	No
MAGI2		7q21.11	AMP	1	115	0.9%	No
RANGAP1		22q13.2	AMP	1	115	0.9%	No
NSD2		4p16.3	AMP	1	115	0.9%	Yes
ATP8B3		19p13.3	AMP	1	115	0.9%	No
ZKSCAN5		7q22.1	AMP	2	115	1.7%	No
RGS16		1q25.3	AMP	1	115	0.9%	No
LINC00575		4q21.22	AMP	1	115	0.9%	No
ARHGEF16		1p36.32	HOMDEL	2	115	1.7%	No
C16ORF95		16q24.2	HOMDEL	1	115	0.9%	No
AKAP4		Xp11.22	HOMDEL	1	115	0.9%	No
TEX45		19p13.2	AMP	1	115	0.9%	No
GABRE		Xq28	AMP	3	115	2.6%	No
PITPNM1		11q13.2	AMP	3	115	2.6%	No
CCT3		1q22	AMP	1	115	0.9%	No
UBE2V2		8q11.21	AMP	2	115	1.7%	No
KCNU1		8p11.23	AMP	1	115	0.9%	No
CITED4		1p34.2	AMP	1	115	0.9%	No
NNT		5p12	AMP	6	115	5.2%	No
KCNJ6		21q22.13	AMP	1	115	0.9%	No
RHAG		6p12.3	AMP	1	115	0.9%	No
CBX4		17q25.3	AMP	1	115	0.9%	No
GLUD1P3		10q22.2	HOMDEL	1	115	0.9%	No
TRIL		7p14.3	AMP	1	115	0.9%	No
SHANK3		22q13.33	HOMDEL	3	115	2.6%	No
SNORD32B		6p22.1	HOMDEL	1	115	0.9%	No
ARMC3		10p12.2	AMP	1	115	0.9%	No
TRIO		5p15.2	AMP	7	115	6.1%	No
UBE3A		15q11.2	AMP	1	115	0.9%	No
LINC01568		16q22.3	AMP	1	115	0.9%	No
NCF1		7q11.23	AMP	1	115	0.9%	No
SNORD114-10		14q32.31	HOMDEL	1	115	0.9%	No
CHAD		17q21.33	AMP	1	115	0.9%	No
KTN1		14q22.1	AMP	1	115	0.9%	Yes
CSAD		12q13.13	AMP	1	115	0.9%	No
CHST1		11p11.2	AMP	1	115	0.9%	No
EIF3H		8q23.3-q24.11	AMP	3	115	2.6%	No
AIRN		6q25.3	HOMDEL	1	115	0.9%	No
LINC01600		6p25.2	AMP	2	115	1.7%	No
BCL2L10		15q21.2	HOMDEL	2	115	1.7%	No
DNAAF4-CCPG1		15q21.3	HOMDEL	2	115	1.7%	No
CEMIP		15q25.1	AMP	1	115	0.9%	No
MLLT1		19p13.3	HOMDEL	2	115	1.7%	Yes
SH3GL1		19p13.3	HOMDEL	2	115	1.7%	Yes
FAM86B3P		8p23.1	HOMDEL	1	115	0.9%	No
LSAMP		3q13.31	HOMDEL	1	115	0.9%	No
ZNF451-AS1		6p12.1	AMP	2	115	1.7%	No
PCBP2-OT1		12q13.13	AMP	1	115	0.9%	No
LANCL2		7p11.2	AMP	1	115	0.9%	No
PRAME		22q11.22	AMP	1	115	0.9%	No
RTBDN		19p13.13	HOMDEL	1	115	0.9%	No
SCML1		Xp22.13	HOMDEL	1	115	0.9%	No
DEFA11P		8p23.1	HOMDEL	1	115	0.9%	No
MOAP1		14q32.12	HOMDEL	1	115	0.9%	No
PSG10P		19q13.2	AMP	1	115	0.9%	No
NOCT		4q31.1	HOMDEL	1	115	0.9%	No
GAK		4p16.3	HOMDEL	2	115	1.7%	No
LINC02912		8q24.21	AMP	3	115	2.6%	No
C5ORF60		5q35.3	AMP	1	115	0.9%	No
C2CD4D		1q21.3	AMP	1	115	0.9%	No
SLC25A30		13q14.13	HOMDEL	4	115	3.5%	No
ZNF815P		7p22.1	AMP	1	115	0.9%	No
LINC00642		14q32.11	AMP	3	115	2.6%	No
UTRN		6q24.2	HOMDEL	1	115	0.9%	No
NLRP3		1q44	AMP	1	115	0.9%	No
BTLA		3q13.2	AMP	4	115	3.5%	Yes
SNORD114-24		14q32.31	AMP	2	115	1.7%	No
TMEM240		1p36.33	HOMDEL	2	115	1.7%	No
GAMT		19p13.3	HOMDEL	3	115	2.6%	No
RAB11B-AS1		19p13.2	HOMDEL	1	115	0.9%	No
POTEKP		2q21.1	AMP	1	115	0.9%	No
ANAPC1		2q13	AMP	1	115	0.9%	No
PGLS		19p13.11	HOMDEL	1	115	0.9%	No
NDUFB1		14q31.3	AMP	2	115	1.7%	No
TNPO3		7q32.1	AMP	1	115	0.9%	No
GTF2F2		13q14.12-q14.13	HOMDEL	4	115	3.5%	No
FRAT2		10q24.1	AMP	1	115	0.9%	No
SNORD114-23		14q32.31	AMP	2	115	1.7%	No
IGHMBP2		11q13.3	AMP	2	115	1.7%	No
ACOT4		14q24.3	AMP	1	115	0.9%	No
DOCK8-AS1		9p24.3	AMP	1	115	0.9%	No
MIPEP		13q12.12	HOMDEL	1	115	0.9%	No
NDUFS7		19p13.3	HOMDEL	3	115	2.6%	No
PEX14		1p36.22	AMP	1	115	0.9%	No
PAK2		3q29	AMP	14	115	12.2%	No
NUP133-DT		1q42.13	AMP	1	115	0.9%	No
LTK		15q15.1	HOMDEL	2	115	1.7%	Yes
NOP2		12p13.31	AMP	1	115	0.9%	No
ZNF800		7q31.33	HOMDEL	1	115	0.9%	No
B3GAT1-DT		11q25	HOMDEL	2	115	1.7%	No
RGS22		8q22.2	AMP	3	115	2.6%	No
RYR1		19q13.2	AMP	2	115	1.7%	No
PLPPR2		19p13.2	HOMDEL	1	115	0.9%	No
PLEKHH1		14q24.1	AMP	1	115	0.9%	No
ZNF283		19q13.31	AMP	2	115	1.7%	No
HAR1B		20q13.33	AMP	2	115	1.7%	No
PF4		4q13.3	AMP	1	115	0.9%	No
SP110		2q37.1	HOMDEL	3	115	2.6%	No
XPO7		8p21.3	HOMDEL	1	115	0.9%	No
ADAT1		16q23.1	AMP	1	115	0.9%	No
MUC16		19p13.2	HOMDEL	1	115	0.9%	No
EHF		11p13	AMP	3	115	2.6%	No
GAGE12G		Xp11.23	HOMDEL	1	115	0.9%	No
KRTAP1-4		17q21.2	AMP	1	115	0.9%	No
TVP23C-CDRT4		17p12	HOMDEL	1	115	0.9%	No
KRT24		17q21.2	AMP	1	115	0.9%	No
RYR2		1q43	AMP	1	115	0.9%	No
TMOD2		15q21.2	HOMDEL	2	115	1.7%	No
LMOD1		1q32.1	AMP	1	115	0.9%	No
SLC45A4		8q24.3	AMP	4	115	3.5%	No
FOXO3		6q21	AMP	1	115	0.9%	Yes
DLGAP1-AS5		18p11.31	AMP	1	115	0.9%	No
OR5P2		11p15.4	HOMDEL	1	115	0.9%	No
LYPD5		19q13.31	AMP	2	115	1.7%	No
SERPINA6		14q32.13	HOMDEL	1	115	0.9%	No
FPGT		1p31.1	AMP	1	115	0.9%	No
ASMTL-AS1		Xp22.33 and Yp11.32	AMP	2	115	1.7%	No
LINC00408		13q12.11	HOMDEL	1	115	0.9%	No
SERP1		3q25.1	AMP	8	115	7.0%	No
GAB3		Xq28	AMP	3	115	2.6%	No
PF4V1		4q13.3	AMP	1	115	0.9%	No
ZNF41		Xp11.3	AMP	2	115	1.7%	No
SLC16A8		22q13.1	AMP	1	115	0.9%	No
LCE2C		1q21.3	AMP	1	115	0.9%	No
CHD4		12p13.31	AMP	1	115	0.9%	Yes
CLIP2		7q11.23	AMP	1	115	0.9%	No
MTG2		20q13.33	AMP	2	115	1.7%	No
HOXA11-AS		7p15.2	AMP	1	115	0.9%	No
PTCHD4		6p12.3	AMP	2	115	1.7%	No
SNORD114-22		14q32.31	AMP	2	115	1.7%	No
SEC13		3p25.3	AMP	1	115	0.9%	No
OSBPL3		7p15.3	AMP	1	115	0.9%	No
RUNDC1		17q21.31	AMP	1	115	0.9%	No
SHROOM4		Xp11.22	AMP	2	115	1.7%	No
TMEM169		2q35	HOMDEL	2	115	1.7%	No
MIR205HG		1q32.2	AMP	4	115	3.5%	No
KLHL6		3q27.1	AMP	13	115	11.3%	Yes
SEPSECS		4p15.2	HOMDEL	1	115	0.9%	No
DICER1		14q32.13	AMP	2	115	1.7%	Yes
SEC14L1		17q25.2-q25.3	AMP	1	115	0.9%	No
LAT2		7q11.23	AMP	1	115	0.9%	No
ATG3		3q13.2	AMP	4	115	3.5%	No
ZNF454		5q35.3	AMP	2	115	1.7%	No
PLEKHG3		14q23.3	AMP	1	115	0.9%	No
TENM4		11q14.1	HOMDEL	1	115	0.9%	No
CXCR1		2q35	HOMDEL	2	115	1.7%	No
ZNF575		19q13.31	AMP	1	115	0.9%	No
FOXS1		20q11.21	AMP	4	115	3.5%	No
CFP		Xp11.23	AMP	2	115	1.7%	No
HAR1A		20q13.33	AMP	2	115	1.7%	No
TLX1NB		10q24.31	AMP	2	115	1.7%	No
AREG		4q13.3	AMP	1	115	0.9%	No
NQO2		6p25.2	AMP	2	115	1.7%	No
C15ORF32		15q26.1	AMP	1	115	0.9%	No
OGG1		3p25.3	AMP	1	115	0.9%	No
HEATR5A		14q12	AMP	4	115	3.5%	No
SIPA1L1		14q24.2	AMP	1	115	0.9%	No
GPCPD1		20p12.3	AMP	2	115	1.7%	No
HSPA8		11q24.1	HOMDEL	1	115	0.9%	No
BCLAF3		Xp22.12	AMP	2	115	1.7%	No
TMOD4		1q21.3	AMP	1	115	0.9%	No
SIRT5		6p23	AMP	2	115	1.7%	No
TMEM179		14q32.33	AMP	2	115	1.7%	No
ARF4		3p14.3	HOMDEL	2	115	1.7%	No
CR2		1q32.2	AMP	1	115	0.9%	No
C1ORF56		1q21.3	AMP	1	115	0.9%	No
ALG8		11q14.1	AMP	1	115	0.9%	No
EIF2AK1		7p22.1	AMP	1	115	0.9%	No
