Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CPT1A		11q13.3	AMP	2	129	1.6%	No
TFG		3q12.2	AMP	10	129	7.8%	Yes
PCNA		20p12.3	HOMDEL	1	129	0.8%	No
ARSG		17q24.2	HOMDEL	1	129	0.8%	No
TTC39C		18q11.2	HOMDEL	1	129	0.8%	No
SRPX		Xp11.4	AMP	2	129	1.6%	No
AKAP11	2.168e-19	13q14.11	HOMDEL	3	129	2.3%	No
MRPS17		7p11.2	AMP	1	129	0.8%	No
GSTCD		4q24	HOMDEL	1	129	0.8%	No
FLOT1		6p21.33	AMP	5	129	3.9%	No
RNA5SP80		1q42.2	AMP	1	129	0.8%	No
CCL26		7q11.23	AMP	1	129	0.8%	No
UBE2E3	1.296e-2	2q31.3	AMP	2	129	1.6%	No
NDST3		4q26	HOMDEL	2	129	1.6%	No
RN7SL559P		1p35.3	AMP	1	129	0.8%	No
CC2D1B		1p32.3	AMP	2	129	1.6%	No
USP34		2p15	AMP	1	129	0.8%	No
LINC00899		22q13.31	AMP	2	129	1.6%	No
AKR1B1	1.615e-3	7q33	HOMDEL	1	129	0.8%	No
SETDB1	3.200e-5	1q21.3	AMP	5	129	3.9%	Yes
RN7SL386P	2.952e-4	1p36.12	HOMDEL	1	129	0.8%	No
ADCY3	9.994e-2	2p23.3	AMP	2	129	1.6%	No
BANF2		20p12.1	AMP	1	129	0.8%	No
LCN10		9q34.3	HOMDEL	1	129	0.8%	No
RN7SL754P		10p15.3	HOMDEL	1	129	0.8%	No
TOX2		20q13.12	AMP	2	129	1.6%	No
CTSG		14q12	HOMDEL	1	129	0.8%	No
THBS2	9.848e-5	6q27	HOMDEL	2	129	1.6%	No
CPT1B		22q13.33	AMP	1	129	0.8%	No
KIFC3	1.727e-2	16q21	HOMDEL	1	129	0.8%	No
LARGE1		22q12.3	HOMDEL	1	129	0.8%	No
PRSS23		11q14.2	HOMDEL	2	129	1.6%	No
RNA5SP79		1q42.2	AMP	1	129	0.8%	No
KCNJ14		19q13.33	AMP	1	129	0.8%	No
BARX2		11q24.3	AMP	1	129	0.8%	No
ABCA10		17q24.3	AMP	2	129	1.6%	No
TRABD2A		2p11.2	AMP	1	129	0.8%	No
LINC00311		16q24.1	HOMDEL	1	129	0.8%	No
PRG4		1q31.1	AMP	2	129	1.6%	No
ZNF408		11p11.2	HOMDEL	1	129	0.8%	No
TEX47		7q21.13	AMP	2	129	1.6%	No
C11ORF68		11q13.1	AMP	1	129	0.8%	No
RNA5SP84	9.994e-2	2p25.1	AMP	2	129	1.6%	No
OR4K1		14q11.2	HOMDEL	1	129	0.8%	No
PLOD1	2.952e-4	1p36.22	HOMDEL	2	129	1.6%	No
CDKL2		4q21.1	HOMDEL	2	129	1.6%	No
CXORF38		Xp11.4	AMP	2	129	1.6%	No
RN7SL426P		17p11.2	AMP	1	129	0.8%	No
ABCA9		17q24.2	HOMDEL	1	129	0.8%	No
ZNF474		5q23.2	HOMDEL	1	129	0.8%	No
CFAP74	2.952e-4	1p36.33	HOMDEL	1	129	0.8%	No
DET1	5.804e-3	15q26.1	AMP	5	129	3.9%	No
SLC39A14		8p21.3	HOMDEL	4	129	3.1%	No
AJUBA		14q11.2	AMP	1	129	0.8%	Yes
FGF14		13q33.1	HOMDEL	2	129	1.6%	Yes
TAGLN2		1q23.2	AMP	5	129	3.9%	No
ZNF461		19q13.13	AMP	4	129	3.1%	No
RNA5SP82		1q44	AMP	2	129	1.6%	No
SNX7		1p21.3	AMP	1	129	0.8%	No
HABP4		9q22.32	HOMDEL	1	129	0.8%	No
GAD1		2q31.1	AMP	1	129	0.8%	No
VPS9D1		16q24.3	AMP	1	129	0.8%	No
GSC	8.624e-4	14q32.13	HOMDEL	2	129	1.6%	No
SPOCD1		1p35.2	AMP	1	129	0.8%	No
CCP110		16p12.3	AMP	1	129	0.8%	No
RN7SL448P		17q23.2	AMP	1	129	0.8%	No
BANP		16q24.2	AMP	1	129	0.8%	No
NEUROG1		5q31.1	HOMDEL	1	129	0.8%	No
PPP4R3A	8.624e-4	14q32.12	HOMDEL	2	129	1.6%	No
ICE2		15q22.2	HOMDEL	1	129	0.8%	No
RBM42		19q13.12	AMP	5	129	3.9%	No
RN7SL681P		4q22.1	HOMDEL	2	129	1.6%	No
SNORA70E		11q	HOMDEL	1	129	0.8%	No
SORBS2		4q35.1	HOMDEL	1	129	0.8%	No
ADTRP		6p24.1	AMP	1	129	0.8%	No
RN7SL538P		1p31.1	AMP	1	129	0.8%	No
ABCA7		19p13.3	AMP	1	129	0.8%	No
ZSWIM3		20q13.12	AMP	1	129	0.8%	No
DMXL1		5q23.1	HOMDEL	1	129	0.8%	No
C19ORF12		19q12	AMP	3	129	2.3%	No
RNA5SP86	9.994e-2	2p24.1	AMP	3	129	2.3%	No
SSX3		Xp11.23	AMP	2	129	1.6%	No
TRAPPC12	9.994e-2	2p25.3	AMP	2	129	1.6%	No
RPSA		3p22.1	HOMDEL	2	129	1.6%	No
RN7SL351P	1.076e-32	11q24.2	HOMDEL	9	129	7.0%	No
OR6B3		2q37.3	AMP	1	129	0.8%	No
PEF1		1p35.2	AMP	1	129	0.8%	No
RNA5SP25	1.336e-9	13q12.11	HOMDEL	2	129	1.6%	No
ALKBH6		19q13.12	AMP	5	129	3.9%	No
ADH1A		4q23	HOMDEL	2	129	1.6%	No
ZNF251		8q24.3	AMP	3	129	2.3%	No
TRIP10		19p13.3	HOMDEL	2	129	1.6%	No
UAP1L1		9q34.3	HOMDEL	1	129	0.8%	No
PLXNB1		3p21.31	HOMDEL	4	129	3.1%	No
NFATC3		16q22.1	HOMDEL	1	129	0.8%	No
HAPLN1		5q14.3	HOMDEL	1	129	0.8%	No
CENPO	9.994e-2	2p23.3	AMP	2	129	1.6%	No
CPN2		3q29	AMP	35	129	27.1%	No
H4C15		1q21.2	AMP	4	129	3.1%	No
RN7SL525P		19q13.43	AMP	2	129	1.6%	No
UXT		Xp11.23	AMP	2	129	1.6%	No
UCHL5		1q31.2	AMP	1	129	0.8%	No
ZNF585B		19q13.12	AMP	5	129	3.9%	No
RNA5SP85	9.994e-2	2p25.1	AMP	2	129	1.6%	No
WFDC10A		20q13.12	AMP	1	129	0.8%	No
NHLRC3		13q13.3	HOMDEL	2	129	1.6%	No
KMT5B		11q13.2	AMP	2	129	1.6%	No
RN7SL475P		1p32.1	AMP	3	129	2.3%	No
RFX6		6q22.1	HOMDEL	2	129	1.6%	No
CEMP1		16p13.3	AMP	1	129	0.8%	No
SLC5A9		1p33	AMP	2	129	1.6%	No
ANKRD36BP1		1q24.2	AMP	4	129	3.1%	No
BRME1		19p13.12	AMP	2	129	1.6%	No
ASPM		1q31.3	AMP	1	129	0.8%	No
PYURF		4q22.1	HOMDEL	2	129	1.6%	No
GLB1L		2q35	HOMDEL	4	129	3.1%	No
SHE	3.200e-5	1q21.3	AMP	5	129	3.9%	No
SNORD118	1.076e-32	17p13.1	HOMDEL	2	129	1.6%	No
CPOX		3q11.2	AMP	8	129	6.2%	No
PPP1R3C		10q23.32	HOMDEL	1	129	0.8%	No
LRRC74A		14q24.3	HOMDEL	2	129	1.6%	No
LCE3A	3.200e-5	1q21.3	AMP	5	129	3.9%	No
INF2		14q32.33	AMP	1	129	0.8%	No
CHD2	5.804e-3	15q26.1	AMP	5	129	3.9%	Yes
VHL		3p25.3	HOMDEL	2	129	1.6%	Yes
ZNF699		19p13.2	AMP	2	129	1.6%	No
RPL8		8q24.3	AMP	3	129	2.3%	No
EDEM1		3p26.1	HOMDEL	2	129	1.6%	No
ZNF492		19p12	HOMDEL	1	129	0.8%	No
IGHG4		14q32.33	AMP	1	129	0.8%	No
PCSK1N		Xp11.23	HOMDEL	1	129	0.8%	No
OXA1L		14q11.2	HOMDEL	1	129	0.8%	No
TFF2		21q22.3	HOMDEL	1	129	0.8%	No
PRDM10-DT		11q24.3	AMP	1	129	0.8%	No
BMS1P18		14q11.2	AMP	1	129	0.8%	No
ZNF532		18q21.32	HOMDEL	1	129	0.8%	No
SLC7A13		8q21.3	AMP	1	129	0.8%	No
LAMB4		7q31.1	HOMDEL	1	129	0.8%	No
FAM227B	4.965e-4	15q21.2	HOMDEL	1	129	0.8%	No
FRMD3		9q21.32	HOMDEL	2	129	1.6%	No
DISC1FP1		11q14.3	HOMDEL	3	129	2.3%	No
NHLRC1	4.670e-2	6p22.3	HOMDEL	1	129	0.8%	No
HERC2P4	1.727e-2	16p11.2	HOMDEL	1	129	0.8%	No
EIF3B		7p22.3	AMP	1	129	0.8%	No
RN7SL566P		19q13.2	AMP	4	129	3.1%	No
NDUFA7		19p13.2	AMP	2	129	1.6%	No
LINC00461		5q14.3	HOMDEL	1	129	0.8%	No
ETS1	1.076e-32	11q24.3	HOMDEL	9	129	7.0%	Yes
SIRPB2		20p13	HOMDEL	1	129	0.8%	No
LCE2D	3.200e-5	1q21.3	AMP	5	129	3.9%	No
FRG2B		10q26.3	HOMDEL	1	129	0.8%	No
KCNJ12		17p11.2	AMP	1	129	0.8%	No
TRAPPC2		Xp22.2	AMP	2	129	1.6%	No
RPL9		4p14	AMP	1	129	0.8%	No
KCNE2		21q22.11	AMP	1	129	0.8%	No
E2F2	2.952e-4	1p36.12	HOMDEL	1	129	0.8%	No
IGHG3		14q32.33	AMP	1	129	0.8%	No
WIPI1		17q24.2	HOMDEL	1	129	0.8%	No
HCG23		6p21.32	AMP	4	129	3.1%	No
LINC00404		13q34	HOMDEL	1	129	0.8%	No
EIF1		17q21.2	AMP	1	129	0.8%	No
TBC1D32		6q22.31	HOMDEL	1	129	0.8%	No
RAB37		17q25.1	AMP	4	129	3.1%	No
FOXM1		12p13.33	AMP	1	129	0.8%	No
MINPP1		10q23.2	HOMDEL	3	129	2.3%	No
NYAP1		7q22.1	AMP	1	129	0.8%	No
RGS7		1q43	AMP	2	129	1.6%	No
ZNF45		19q13.31	AMP	3	129	2.3%	No
RN7SL592P		9p24.2	AMP	1	129	0.8%	No
SNORD100		6q23.2	HOMDEL	1	129	0.8%	No
NDUFA6		22q13.2	AMP	2	129	1.6%	No
NME4		16p13.3	AMP	1	129	0.8%	No
UFSP2		4q35.1	HOMDEL	1	129	0.8%	No
ASCL5		1q32.1	AMP	1	129	0.8%	No
SPDYE3		7q22.1	AMP	1	129	0.8%	No
TCP10L	1.952e-1	21q22.11	HOMDEL	1	129	0.8%	No
PLD5		1q43	AMP	2	129	1.6%	No
RN7SL849P		9p23	AMP	2	129	1.6%	No
SUPT20H		13q13.3	HOMDEL	2	129	1.6%	No
TAS2R41	1.615e-3	7q35	HOMDEL	1	129	0.8%	No
RTN4RL2		11q12.1	AMP	1	129	0.8%	No
RPL10		Xq28	AMP	3	129	2.3%	Yes
LCE3C	3.200e-5	1q21.3	AMP	5	129	3.9%	No
RCC1		1p35.3	AMP	1	129	0.8%	No
IGHG2		14q32.33	AMP	1	129	0.8%	No
ZNF630		Xp11.23	HOMDEL	1	129	0.8%	No
MED24		17q21.1	AMP	1	129	0.8%	No
HCG15		6p21	AMP	2	129	1.6%	No
PAPPA		9q33.1	AMP	1	129	0.8%	No
FOXJ1		17q25.1	AMP	4	129	3.1%	No
NME3		16p13.3	AMP	1	129	0.8%	No
YBX3		12p13.2	AMP	1	129	0.8%	No
LGALS7B		19q13.2	AMP	5	129	3.9%	No
ICA1L		2q33.2	AMP	1	129	0.8%	No
PATJ	2.487e-2	1p31.3	AMP	2	129	1.6%	No
CADPS2	1.615e-3	7q31.32	HOMDEL	1	129	0.8%	No
KCNJ10		1q23.2	AMP	5	129	3.9%	No
RN7SKP96		4q21.3	HOMDEL	2	129	1.6%	No
INPP5B		1p34.3	AMP	1	129	0.8%	No
LCE3B	3.200e-5	1q21.3	AMP	5	129	3.9%	No
TRH		3q22.1	AMP	11	129	8.5%	No
IQSEC3		12p13.33	AMP	1	129	0.8%	No
GRK5		10q26.11	HOMDEL	1	129	0.8%	No
RANBP2		2q13	AMP	1	129	0.8%	Yes
USP36		17q25.3	HOMDEL	1	129	0.8%	No
RN7SL644P		10q23.33	AMP	1	129	0.8%	No
LAMA1		18p11.31	AMP	3	129	2.3%	No
FOXC2		16q24.1	AMP	1	129	0.8%	No
CST7		20p11.21	AMP	2	129	1.6%	No
IGHG1		14q32.33	AMP	1	129	0.8%	No
SCEL		13q22.3	AMP	1	129	0.8%	No
LINC00524	8.624e-4	14q32.31	HOMDEL	2	129	1.6%	No
RN7SL484P	5.804e-3	15q26.3	AMP	4	129	3.1%	No
RN7SL856P	9.994e-2	2p23.3	AMP	2	129	1.6%	No
HSD11B1L		19p13.3	AMP	1	129	0.8%	No
CPM		12q15	AMP	1	129	0.8%	No
EDN1	4.670e-2	6p24.1	HOMDEL	1	129	0.8%	No
TPT1	2.168e-19	13q14.13	HOMDEL	3	129	2.3%	No
KCNJ9		1q23.2	AMP	5	129	3.9%	No
QSOX2		9q34.3	HOMDEL	1	129	0.8%	No
TRHR		8q23.1	AMP	2	129	1.6%	No
FCN2		9q34.3	HOMDEL	1	129	0.8%	No
FOXL1		16q24.1	AMP	1	129	0.8%	No
SCO2		22q13.33	AMP	1	129	0.8%	No
MGAM	1.615e-3	7q34	HOMDEL	1	129	0.8%	Yes
FGF21		19q13.33	AMP	1	129	0.8%	No
LINC00443		13q33.3	HOMDEL	1	129	0.8%	No
SYTL1		1p36.11	AMP	1	129	0.8%	No
MTR		1q43	HOMDEL	2	129	1.6%	No
ZNF343		20p13	HOMDEL	1	129	0.8%	No
RFK		9q21.13	HOMDEL	2	129	1.6%	No
RGS13		1q31.2	AMP	1	129	0.8%	No
EIF3G		19p13.2	AMP	3	129	2.3%	No
GIPC3		19p13.3	HOMDEL	4	129	3.1%	No
PEX11B		1q21.1	AMP	4	129	3.1%	No
RN7SL850P		16p13.3	AMP	1	129	0.8%	No
RPL13		16q24.3	AMP	1	129	0.8%	No
CCR7		17q21.2	AMP	1	129	0.8%	No
LCE3E	3.200e-5	1q21.3	AMP	5	129	3.9%	No
L1CAM		Xq28	AMP	3	129	2.3%	No
ZNF821		16q22.2	HOMDEL	1	129	0.8%	No
DDB2		11p11.2	HOMDEL	2	129	1.6%	Yes
NAGA		22q13.2	HOMDEL	2	129	1.6%	No
FOXE3		1p33	AMP	1	129	0.8%	No
