Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
YIPF7		2	2	115	1.7%	No
FRYL		6	5	115	4.3%	No
CDKN2A		3	3	115	2.6%	Yes
FPR3		1	1	115	0.9%	No
LAS1L		4	3	115	2.6%	No
FPR2		1	1	115	0.9%	No
HYI		1	1	115	0.9%	No
CDKN1A		2	2	115	1.7%	Yes
FPGS		1	1	115	0.9%	No
RIPOR1		1	1	115	0.9%	No
CDK8		2	2	115	1.7%	Yes
FOSL2		3	3	115	2.6%	No
FOSB		2	2	115	1.7%	No
ITGAX		3	2	115	1.7%	No
ITGB2		3	3	115	2.6%	No
FANK1		2	2	115	1.7%	No
BOD1L1		10	6	115	5.2%	No
RNF175		2	2	115	1.7%	No
ARMH3		2	1	115	0.9%	No
ST8SIA6		1	1	115	0.9%	No
MRPL24		2	1	115	0.9%	No
TAS2R41		3	3	115	2.6%	No
DNAAF8		1	1	115	0.9%	No
SAP130		2	1	115	0.9%	No
MUL1		3	2	115	1.7%	No
GPR75-ASB3		3	3	115	2.6%	No
OBI1		4	4	115	3.5%	No
CEP97		2	2	115	1.7%	No
ITIH1		2	1	115	0.9%	No
ITIH2		6	4	115	3.5%	No
ITIH3		3	3	115	2.6%	No
TAS2R19		2	2	115	1.7%	No
ATXN3L		2	2	115	1.7%	No
DGKH		1	1	115	0.9%	No
CEBPE		1	1	115	0.9%	No
SLC52A2		1	1	115	0.9%	No
TAS2R50		1	1	115	0.9%	No
TMEM231		1	1	115	0.9%	No
TAS2R20		1	1	115	0.9%	No
CORO7		3	2	115	1.7%	No
CARS2		1	1	115	0.9%	No
RNF128		1	1	115	0.9%	No
CDX4		4	4	115	3.5%	No
CDX2		2	2	115	1.7%	Yes
RDH8		1	1	115	0.9%	No
MALRD1		1	1	115	0.9%	No
CES1		4	3	115	2.6%	No
CENPF		12	6	115	5.2%	No
CENPE		3	2	115	1.7%	No
ENPP5		1	1	115	0.9%	No
CENPC		4	3	115	2.6%	No
PRDM4		1	1	115	0.9%	No
PRDM5		3	3	115	2.6%	No
CENPB		2	2	115	1.7%	No
CENPA		1	1	115	0.9%	Yes
KIAA1671		1	1	115	0.9%	No
TXNRD3		1	1	115	0.9%	No
HNRNPUL1		1	1	115	0.9%	No
MICALL1		2	1	115	0.9%	No
TUBGCP6		4	4	115	3.5%	No
ATE1		1	1	115	0.9%	No
RIMBP3		3	1	115	0.9%	No
PTCHD1		6	6	115	5.2%	No
KATNA1		3	2	115	1.7%	No
PCSK9		1	1	115	0.9%	No
SSC5D		3	2	115	1.7%	No
PRDM7		3	2	115	1.7%	No
SHC2		2	1	115	0.9%	No
HMSD		1	1	115	0.9%	No
CTSC		2	1	115	0.9%	No
UHRF2		5	3	115	2.6%	No
GADL1		2	2	115	1.7%	No
CFL1		1	1	115	0.9%	No
KIAA1549L		4	4	115	3.5%	No
NPNT		1	1	115	0.9%	No
CETN2		1	1	115	0.9%	No
EMILIN2		4	4	115	3.5%	No
OBSCN		23	13	115	11.3%	No
CIT		5	3	115	2.6%	No
ZC3HAV1		5	3	115	2.6%	No
HIBADH		1	1	115	0.9%	No
MAGEB10		5	5	115	4.3%	No
TRIM5		3	1	115	0.9%	No
EMILIN1		3	2	115	1.7%	No
SYDE1		3	3	115	2.6%	No
CEP43		1	1	115	0.9%	Yes
CFTR		2	2	115	1.7%	No
MAGT1		5	5	115	4.3%	No
RBM48		1	1	115	0.9%	No
DCAF8L1		5	2	115	1.7%	No
CEACAM8		2	2	115	1.7%	No
CCDC112		2	2	115	1.7%	No
CEACAM7		2	2	115	1.7%	No
APRG1		1	1	115	0.9%	No
UNC13C		1	1	115	0.9%	No
CEACAM3		1	1	115	0.9%	No
FBXO48		1	1	115	0.9%	No
FFAR4		2	1	115	0.9%	No
EIF2AK4		2	2	115	1.7%	No
SLAMF8		2	2	115	1.7%	No
CHST12		1	1	115	0.9%	No
FHIP1B		1	1	115	0.9%	No
TEX35		2	2	115	1.7%	No
PLEKHN1		3	3	115	2.6%	No
RGS8		1	1	115	0.9%	No
TRPV6		1	1	115	0.9%	No
SLC10A7		1	1	115	0.9%	No
KIRREL2		1	1	115	0.9%	No
GPRC5D		2	2	115	1.7%	No
HDHD2		2	1	115	0.9%	No
RNF40		2	2	115	1.7%	No
CTIF		3	3	115	2.6%	No
OR6C68		1	1	115	0.9%	No
ASPDH		1	1	115	0.9%	No
ADGRV1		24	17	115	14.8%	No
SAGE1		4	3	115	2.6%	No
TCEAL7		1	1	115	0.9%	No
KATNAL1		1	1	115	0.9%	No
MRPL19		1	1	115	0.9%	No
DAZAP2		1	1	115	0.9%	No
MND1		1	1	115	0.9%	No
IP6K1		1	1	115	0.9%	No
SCRN1		3	3	115	2.6%	No
OR52B2		2	2	115	1.7%	No
SPOCK2		1	1	115	0.9%	No
SPHK2		2	1	115	0.9%	No
ZRANB3		2	2	115	1.7%	No
RB1CC1		4	4	115	3.5%	No
ARL10		2	2	115	1.7%	No
CDNF		1	1	115	0.9%	No
CUL7		6	5	115	4.3%	No
ALDH16A1		3	2	115	1.7%	No
RAD18		1	1	115	0.9%	No
CPT1C		1	1	115	0.9%	No
GRIPAP1		1	1	115	0.9%	No
TRIM36		1	1	115	0.9%	No
SFI1		2	1	115	0.9%	No
GIT2		1	1	115	0.9%	No
DELE1		1	1	115	0.9%	No
DHTKD1		8	5	115	4.3%	No
NUP58		2	2	115	1.7%	No
FBXO30		1	1	115	0.9%	No
PRAG1		4	3	115	2.6%	No
KEAP1		2	2	115	1.7%	Yes
PIP4P2		1	1	115	0.9%	No
FAM186B		2	2	115	1.7%	No
HORMAD1		2	2	115	1.7%	No
ARMC2		2	1	115	0.9%	No
SLC43A1		1	1	115	0.9%	No
JAKMIP2		1	1	115	0.9%	No
PKP4		4	3	115	2.6%	No
MELK		3	2	115	1.7%	No
PPFIA1		1	1	115	0.9%	No
ZNF623		1	1	115	0.9%	No
IZUMO2		1	1	115	0.9%	No
PGAM4		1	1	115	0.9%	No
KY		2	2	115	1.7%	No
ELMOD1		2	2	115	1.7%	No
SVOP		1	1	115	0.9%	No
CRYBG1		4	3	115	2.6%	No
MAML3		5	5	115	4.3%	No
SLC30A10		1	1	115	0.9%	No
KBTBD7		4	3	115	2.6%	No
AKT1		2	2	115	1.7%	Yes
ARHGEF11		4	4	115	3.5%	No
KCNK10		2	2	115	1.7%	No
AKT2		3	3	115	2.6%	Yes
ARMCX2		3	2	115	1.7%	No
ERRFI1		2	2	115	1.7%	Yes
ARHGAP11A		2	2	115	1.7%	No
CDCA7L		2	2	115	1.7%	No
ANKRD27		1	1	115	0.9%	No
DNAJC6		4	3	115	2.6%	No
QRICH2		3	3	115	2.6%	No
MYCBPAP		2	2	115	1.7%	No
RGP1		2	2	115	1.7%	No
TKTL2		2	2	115	1.7%	No
FSCB		3	2	115	1.7%	No
ADCY4		4	3	115	2.6%	No
TESPA1		2	2	115	1.7%	No
HEPH		6	5	115	4.3%	No
ELMO1		6	5	115	4.3%	No
ZBTB24		2	2	115	1.7%	No
PLEKHM1		2	1	115	0.9%	No
ALAD		1	1	115	0.9%	No
NETO2		1	1	115	0.9%	No
ALAS1		3	2	115	1.7%	No
IL17RB		1	1	115	0.9%	No
NETO1		1	1	115	0.9%	No
ALB		1	1	115	0.9%	Yes
SIGLEC11		1	1	115	0.9%	No
ALCAM		2	2	115	1.7%	No
ABCD1		3	2	115	1.7%	No
RBM38		3	1	115	0.9%	No
SLC2A13		1	1	115	0.9%	No
ALDH1A1		1	1	115	0.9%	No
SNTG1		1	1	115	0.9%	No
PODN		1	1	115	0.9%	No
ALDH2		2	2	115	1.7%	No
PARG		1	1	115	0.9%	No
LCMT2		1	1	115	0.9%	No
CNTNAP1		1	1	115	0.9%	No
ALDH1B1		1	1	115	0.9%	No
PIK3R3		4	3	115	2.6%	Yes
PEX3		1	1	115	0.9%	No
NDST2		3	3	115	2.6%	No
SLC41A1		2	2	115	1.7%	No
PROSER2		2	2	115	1.7%	No
ENC1		1	1	115	0.9%	No
DYNLT2B		1	1	115	0.9%	No
NIPSNAP1		2	2	115	1.7%	No
ZEB2		7	5	115	4.3%	No
HAT1		1	1	115	0.9%	No
KIAA0753		2	2	115	1.7%	No
FARP2		1	1	115	0.9%	No
CCDC18		4	4	115	3.5%	No
GCM1		1	1	115	0.9%	No
ZNF596		2	2	115	1.7%	No
RUSC2		5	4	115	3.5%	No
ALDH1A3		1	1	115	0.9%	No
ALDH3B1		1	1	115	0.9%	No
SNTG2		6	5	115	4.3%	No
UGGT1		3	3	115	2.6%	No
ALDH3B2		1	1	115	0.9%	No
ALDH9A1		2	2	115	1.7%	No
TCEANC2		1	1	115	0.9%	No
ABHD3		2	2	115	1.7%	No
AKR1C8		1	1	115	0.9%	No
ABCD2		1	1	115	0.9%	No
CDC42SE1		1	1	115	0.9%	No
ALDOA		2	2	115	1.7%	No
CCDC39		3	3	115	2.6%	No
KLK15		4	1	115	0.9%	No
FSTL5		2	2	115	1.7%	No
PDZD9		2	2	115	1.7%	No
ITGA8		7	6	115	5.2%	No
C2CD5		2	2	115	1.7%	No
ALDOB		3	3	115	2.6%	No
MFAP3L		1	1	115	0.9%	No
KCNAB2		1	1	115	0.9%	No
HAUS7		1	1	115	0.9%	No
ITGA10		1	1	115	0.9%	No
GAB2		1	1	115	0.9%	Yes
PLXNA3		13	6	115	5.2%	No
DNAAF3		3	3	115	2.6%	No
TM9SF3		1	1	115	0.9%	No
ELP1		3	3	115	2.6%	No
MED24		4	2	115	1.7%	No
TRH		2	1	115	0.9%	No
GLRA4		1	1	115	0.9%	No
LRIG2		4	4	115	3.5%	No
WWP2		5	4	115	3.5%	No
CHST1		1	1	115	0.9%	No
CBX4		2	2	115	1.7%	No
TRIM66		3	2	115	1.7%	No
DUS4L		1	1	115	0.9%	No
TRIO		6	3	115	2.6%	No
CPZ		3	3	115	2.6%	No
MAGI2		3	3	115	2.6%	No
CNTRL		7	6	115	5.2%	Yes
ANO3		1	1	115	0.9%	No
KIF21B		8	3	115	2.6%	No
PDS5B		4	4	115	3.5%	Yes
FNBP1		3	3	115	2.6%	Yes
SMG1		7	6	115	5.2%	Yes
ALDOC		3	2	115	1.7%	No
AKR1B1		1	1	115	0.9%	No
MYT1L		6	6	115	5.2%	No
MON2		1	1	115	0.9%	No
PDXDC1		2	2	115	1.7%	No
TNIK		8	8	115	7.0%	No
ALK		6	6	115	5.2%	Yes
ALOX12		2	2	115	1.7%	No
DGKD		3	1	115	0.9%	No
PPP1R26		2	2	115	1.7%	No
DDO		1	1	115	0.9%	No
CEP170		4	4	115	3.5%	No
DGKZ		2	2	115	1.7%	No
KIAA0319		1	1	115	0.9%	No
RAPGEF4		2	2	115	1.7%	No
RALYL		1	1	115	0.9%	No
DGKE		1	1	115	0.9%	No
CEP350		8	5	115	4.3%	No
CYB561D2		1	1	115	0.9%	No
ADGRG4		11	7	115	6.1%	No
CNTN4		3	3	115	2.6%	No
PPFIA3		6	3	115	2.6%	No
TMEM115		1	1	115	0.9%	No
C16ORF74		1	1	115	0.9%	No
FCHSD2		1	1	115	0.9%	No
AREL1		1	1	115	0.9%	No
AGPS		3	3	115	2.6%	No
SEC24D		4	4	115	3.5%	No
AP3B1		7	6	115	5.2%	No
ZC3H11A		3	3	115	2.6%	No
TOPBP1		6	5	115	4.3%	No
CDC20B		1	1	115	0.9%	No
TLK1		2	2	115	1.7%	No
TPPP		1	1	115	0.9%	No
PIR		1	1	115	0.9%	No
URB1		4	3	115	2.6%	No
KRTCAP3		1	1	115	0.9%	No
NMNAT2		2	1	115	0.9%	No
CLUAP1		3	2	115	1.7%	No
LRRN4		4	4	115	3.5%	No
ALOX5		2	2	115	1.7%	No
ZHX3		5	5	115	4.3%	No
HGSNAT		1	1	115	0.9%	No
ENDOD1		1	1	115	0.9%	No
ALOX15B		3	2	115	1.7%	No
ZSWIM8		6	4	115	3.5%	No
ALPI		2	2	115	1.7%	No
NCOA6		4	2	115	1.7%	No
LRRC56		1	1	115	0.9%	No
ALPL		1	1	115	0.9%	No
BARX2		1	1	115	0.9%	No
SETDB1		1	1	115	0.9%	Yes
TRIOBP		9	6	115	5.2%	No
TRIP6		1	1	115	0.9%	No
API5		1	1	115	0.9%	No
CAMK1		2	2	115	1.7%	No
PJA2		1	1	115	0.9%	No
BCAS1		3	3	115	2.6%	No
TRPC1		3	3	115	2.6%	No
POM121		3	3	115	2.6%	No
BHLHE40		1	1	115	0.9%	No
TRPC3		2	2	115	1.7%	No
TRANK1		1	1	115	0.9%	No
TRPC5		5	5	115	4.3%	No
CDC14A		2	2	115	1.7%	No
SMG7		3	3	115	2.6%	No
TRPC4		2	2	115	1.7%	No
TCAP		1	1	115	0.9%	No
TRPM2		9	5	115	4.3%	No
PIAS1		2	2	115	1.7%	No
MID2		1	1	115	0.9%	No
TRPC6		3	2	115	1.7%	No
CDC14B		1	1	115	0.9%	No
TMCC1		1	1	115	0.9%	No
PDZRN3		5	4	115	3.5%	No
BUD23		1	1	115	0.9%	No
UNC13A		5	5	115	4.3%	No
MYO16		5	4	115	3.5%	No
CT45A5		1	1	115	0.9%	No
ALPP		1	1	115	0.9%	No
KDM1A		1	1	115	0.9%	No
ALPG		2	2	115	1.7%	No
RBM34		2	2	115	1.7%	No
SMCO1		1	1	115	0.9%	No
SNRNP200		3	2	115	1.7%	No
AMBP		2	2	115	1.7%	No
PPIL4		1	1	115	0.9%	No
PALLD		4	3	115	2.6%	No
LGR5		2	2	115	1.7%	No
UPK1A		1	1	115	0.9%	No
TRO		3	3	115	2.6%	No
TENT4A		2	2	115	1.7%	No
TOX4		2	2	115	1.7%	No
ADRM1		2	2	115	1.7%	No
DDX46		3	3	115	2.6%	No
SLC35D2		1	1	115	0.9%	No
TELO2		3	2	115	1.7%	No
KMO		2	1	115	0.9%	No
TECPR2		2	2	115	1.7%	No
OR2T8		2	2	115	1.7%	No
SNAP91		3	3	115	2.6%	No
OR2W3		1	1	115	0.9%	No
MADD		7	4	115	3.5%	No
UBAP2L		4	4	115	3.5%	No
SV2B		1	1	115	0.9%	No
YARS1		2	2	115	1.7%	No
FIG4		3	2	115	1.7%	No
OGFR		2	1	115	0.9%	No
WASHC5		4	2	115	1.7%	No
SAMD4A		2	2	115	1.7%	No
PHLPP2		3	3	115	2.6%	No
ZNF292		4	3	115	2.6%	No
PDZD2		7	6	115	5.2%	No
EPHX4		3	2	115	1.7%	No
WDTC1		3	3	115	2.6%	No
DEGS1		1	1	115	0.9%	No
XPO7		2	2	115	1.7%	No
AMD1		3	3	115	2.6%	No
AMFR		1	1	115	0.9%	No
KDM4B		6	5	115	4.3%	No
AMHR2		1	1	115	0.9%	No
MAST3		6	5	115	4.3%	No
PRR14L		7	3	115	2.6%	No
USP33		3	3	115	2.6%	No
FBF1		1	1	115	0.9%	No
ZNF813		6	5	115	4.3%	No
DOP1A		8	5	115	4.3%	No
DDX52		1	1	115	0.9%	No
ATCAY		1	1	115	0.9%	No
TRPS1		3	2	115	1.7%	No
COL27A1		4	2	115	1.7%	No
OR6F1		2	1	115	0.9%	No
CDK10		2	2	115	1.7%	No
ZBED4		5	4	115	3.5%	No
PRPF18		1	1	115	0.9%	No
WWP1		3	1	115	0.9%	Yes
AKR7A2		1	1	115	0.9%	No
PRKRA		1	1	115	0.9%	No
SCARF1		3	3	115	2.6%	No
TSC1		4	4	115	3.5%	Yes
STK16		1	1	115	0.9%	No
TSN		1	1	115	0.9%	No
TMEFF1		1	1	115	0.9%	No
WDFY3		5	3	115	2.6%	No
DAAM1		4	4	115	3.5%	No
AMPD1		1	1	115	0.9%	No
TRUB2		4	4	115	3.5%	No
AMPD2		3	2	115	1.7%	No
KHSRP		1	1	115	0.9%	No
MAPKBP1		2	1	115	0.9%	No
AMPD3		3	1	115	0.9%	No
AMPH		3	2	115	1.7%	No
PLCH1		10	5	115	4.3%	No
FETUB		2	2	115	1.7%	No
BIN1		2	2	115	1.7%	No
CYFIP2		3	2	115	1.7%	No
OR5H14		4	3	115	2.6%	No
AMY1A		1	1	115	0.9%	No
AMY2A		2	2	115	1.7%	No
AKAP8L		1	1	115	0.9%	No
TDRKH		1	1	115	0.9%	No
LILRB3		2	2	115	1.7%	No
LILRA1		1	1	115	0.9%	No
B3GNT5		1	1	115	0.9%	No
LILRA2		1	1	115	0.9%	No
TSHR		2	2	115	1.7%	Yes
RBPMS		2	2	115	1.7%	No
DCAF4L2		3	3	115	2.6%	No
TSPYL1		2	2	115	1.7%	No
RAB31		2	2	115	1.7%	No
STK38L		1	1	115	0.9%	No
SPEN		11	6	115	5.2%	Yes
FBXO21		1	1	115	0.9%	No
GOLGA8A		1	1	115	0.9%	No
LY6D		1	1	115	0.9%	No
FAIM2		1	1	115	0.9%	No
ANGPT1		1	1	115	0.9%	No
TSG101		1	1	115	0.9%	No
ANGPT2		2	2	115	1.7%	No
CNOT1		3	2	115	1.7%	No
ANK1		5	4	115	3.5%	No
ANK2		9	6	115	5.2%	No
ANK3		12	7	115	6.1%	No
LGALS12		1	1	115	0.9%	No
DSTN		2	1	115	0.9%	No
TSC2		8	4	115	3.5%	Yes
ABCC11		1	1	115	0.9%	No
RIPK3		1	1	115	0.9%	No
NTAN1		2	1	115	0.9%	No
FUNDC1		1	1	115	0.9%	No
GFUS		1	1	115	0.9%	No
TST		1	1	115	0.9%	No
OR4A47		1	1	115	0.9%	No
DNAJC7		1	1	115	0.9%	No
ZNF440		4	3	115	2.6%	No
TTC3		10	5	115	4.3%	No
TTC23L		1	1	115	0.9%	No
SLC25A5		1	1	115	0.9%	No
PARP15		1	1	115	0.9%	No
SLC25A6		2	2	115	1.7%	No
EIPR1		1	1	115	0.9%	No
DGCR6L		1	1	115	0.9%	No
SHANK3		2	2	115	1.7%	No
SLC27A2		2	2	115	1.7%	No
SLC27A3		2	2	115	1.7%	No
SPINK5		4	2	115	1.7%	No
KIF2C		3	3	115	2.6%	No
SHISAL1		1	1	115	0.9%	No
LILRB4		1	1	115	0.9%	No
TUB		3	2	115	1.7%	No
TMCO2		2	2	115	1.7%	No
OR2T35		1	1	115	0.9%	No
TUBA3C		4	4	115	3.5%	No
ARSK		1	1	115	0.9%	No
GLIPR1		1	1	115	0.9%	No
FAM81B		1	1	115	0.9%	No
AP3M1		1	1	115	0.9%	No
PABPC1		2	2	115	1.7%	No
ZNF491		3	2	115	1.7%	No
ZNF441		2	2	115	1.7%	No
TTF1		2	2	115	1.7%	No
ZNF684		2	2	115	1.7%	No
TTN		123	37	115	32.2%	No
TTK		1	1	115	0.9%	No
LIAS		1	1	115	0.9%	No
TRIM9		2	2	115	1.7%	No
KRT87P		1	1	115	0.9%	No
TLK2		3	2	115	1.7%	No
OR2T27		2	2	115	1.7%	No
TMED1		1	1	115	0.9%	No
SNRNP27		1	1	115	0.9%	No
TUFT1		2	2	115	1.7%	No
TULP2		1	1	115	0.9%	No
TULP1		1	1	115	0.9%	No
TULP3		2	1	115	0.9%	No
TUBB2A		4	3	115	2.6%	No
FAM111A		3	3	115	2.6%	No
TUFM		1	1	115	0.9%	No
TUBG1		2	2	115	1.7%	No
C14ORF28		2	2	115	1.7%	No
TXNRD1		2	2	115	1.7%	No
TYR		3	3	115	2.6%	No
ACOT12		1	1	115	0.9%	No
KIAA0825		2	1	115	0.9%	No
SLC17A9		1	1	115	0.9%	No
LINC01590		2	2	115	1.7%	No
TXK		2	2	115	1.7%	No
ZNF114		2	1	115	0.9%	No
FAM205A		7	5	115	4.3%	No
GPATCH3		3	3	115	2.6%	No
IL4I1		2	1	115	0.9%	No
KRTAP26-1		1	1	115	0.9%	No
ZNF563		1	1	115	0.9%	No
IGFN1		2	2	115	1.7%	No
CBLL2		3	3	115	2.6%	No
TNN		4	3	115	2.6%	No
CHTF18		3	2	115	1.7%	No
ZNF335		4	3	115	2.6%	No
CIDEC		2	2	115	1.7%	No
TIGD7		5	3	115	2.6%	No
ELMO2		4	3	115	2.6%	No
GALNT11		2	2	115	1.7%	No
IFI27L1		2	2	115	1.7%	No
IL21R		2	1	115	0.9%	Yes
GALNT9		5	4	115	3.5%	No
ATP6V0A4		2	2	115	1.7%	No
DEF6		4	2	115	1.7%	No
ITSN2		7	5	115	4.3%	No
TMEM67		2	1	115	0.9%	No
STEEP1		1	1	115	0.9%	No
MRPS14		1	1	115	0.9%	No
ZNF667		3	3	115	2.6%	No
PCIF1		5	3	115	2.6%	No
ZNF383		1	1	115	0.9%	No
ANKEF1		1	1	115	0.9%	No
XPNPEP3		1	1	115	0.9%	No
ITPR1		2	1	115	0.9%	No
ITPR2		6	6	115	5.2%	No
NOMO3		1	1	115	0.9%	No
GPR153		5	4	115	3.5%	No
ITIH4		1	1	115	0.9%	No
CUZD1		2	2	115	1.7%	No
ITK		1	1	115	0.9%	Yes
STT3A		4	2	115	1.7%	No
GEMIN4		5	4	115	3.5%	No
SCARF2		3	3	115	2.6%	No
KANSL1L		3	3	115	2.6%	No
ZNF559-ZNF177		1	1	115	0.9%	No
FAM227A		3	3	115	2.6%	No
PEG10		1	1	115	0.9%	No
NECAB3		1	1	115	0.9%	No
