Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
OMP		1	1	71	1.4%	No
OPA1		3	3	71	4.2%	No
EIF3E		1	1	71	1.4%	Yes
FLOT2		2	2	71	2.8%	No
OPCML		1	1	71	1.4%	No
FLNC		5	4	71	5.6%	No
SPECC1		1	1	71	1.4%	No
IRF2		2	2	71	2.8%	Yes
IRF4		2	2	71	2.8%	Yes
OR2C1		1	1	71	1.4%	No
CDH2		1	1	71	1.4%	No
FMOD		2	1	71	1.4%	No
FMO5		3	3	71	4.2%	No
SLC15A4		1	1	71	1.4%	No
KIF27		2	2	71	2.8%	No
UBE2Q1		3	2	71	2.8%	No
FMO1		1	1	71	1.4%	No
CHRNA9		2	2	71	2.8%	No
RAB1B		2	1	71	1.4%	No
FLT4		9	5	71	7.0%	Yes
BMP2K		1	1	71	1.4%	No
FLT3		1	1	71	1.4%	Yes
MED29		1	1	71	1.4%	No
TMEM132D		4	3	71	4.2%	No
FLT1		4	4	71	5.6%	Yes
IPP		1	1	71	1.4%	No
OPHN1		4	3	71	4.2%	No
IRAK1		1	1	71	1.4%	No
ITGA6		3	2	71	2.8%	No
OPRK1		1	1	71	1.4%	No
IRAK2		1	1	71	1.4%	No
OPRL1		1	1	71	1.4%	No
OPRM1		2	2	71	2.8%	No
FMO4		1	1	71	1.4%	No
IRF1		3	2	71	2.8%	Yes
ISL1		4	1	71	1.4%	No
ITGA1		5	3	71	4.2%	No
GPR180		1	1	71	1.4%	No
ITGA2		4	3	71	4.2%	No
CDH12		2	2	71	2.8%	No
OTUD5		4	3	71	4.2%	No
ZNF611		2	2	71	2.8%	No
MED25		2	2	71	2.8%	No
VEZT		2	2	71	2.8%	No
CDH10		6	5	71	7.0%	No
FNTA		1	1	71	1.4%	No
CDH9		7	1	71	1.4%	No
ZCCHC8		3	3	71	4.2%	No
CDH8		2	2	71	2.8%	No
CDH7		2	2	71	2.8%	No
FN1		4	2	71	2.8%	No
CDH5		1	1	71	1.4%	No
AFF2		3	3	71	4.2%	No
CDH4		2	2	71	2.8%	No
RNPC3		1	1	71	1.4%	No
MRGPRX1		2	2	71	2.8%	No
CDH3		1	1	71	1.4%	No
IRF5		1	1	71	1.4%	No
IRF6		2	2	71	2.8%	No
OR3A2		1	1	71	1.4%	No
IRS1		7	3	71	4.2%	Yes
ORC1		3	2	71	2.8%	No
ZXDB		5	3	71	4.2%	No
SH3PXD2B		2	2	71	2.8%	No
CDH11		2	2	71	2.8%	Yes
CYP4X1		2	2	71	2.8%	No
FMR1NB		4	3	71	4.2%	No
ITGA9		3	3	71	4.2%	No
ITGAD		6	2	71	2.8%	No
ITGAE		1	1	71	1.4%	No
ITGAL		3	2	71	2.8%	No
ITGAM		1	1	71	1.4%	No
CDK7		2	1	71	1.4%	No
FOS		1	1	71	1.4%	No
GPRIN3		1	1	71	1.4%	No
CDK6		1	1	71	1.4%	Yes
FOLR3		1	1	71	1.4%	No
FOLR2		2	1	71	1.4%	No
KASH5		1	1	71	1.4%	No
FAHD1		1	1	71	1.4%	No
NKAIN1		2	2	71	2.8%	No
ZNF785		5	2	71	2.8%	No
TTC13		3	3	71	4.2%	No
CDK4		1	1	71	1.4%	Yes
ABHD8		2	2	71	2.8%	No
CDK3		1	1	71	1.4%	No
EPS8L3		2	2	71	2.8%	No
FOLR1		1	1	71	1.4%	No
CDC73		3	3	71	4.2%	Yes
NKAP		1	1	71	1.4%	No
CDH17		2	2	71	2.8%	No
FOLH1		1	1	71	1.4%	No
CDH15		1	1	71	1.4%	No
CDH13		3	3	71	4.2%	No
ITGA3		1	1	71	1.4%	No
ITGA4		3	2	71	2.8%	No
QTRT1		3	2	71	2.8%	No
ITGA5		1	1	71	1.4%	No
ITGA7		3	3	71	4.2%	No
METTL24		2	2	71	2.8%	No
ITGB3		3	3	71	4.2%	No
ITGB4		3	3	71	4.2%	No
ITGB5		5	3	71	4.2%	No
COX18		1	1	71	1.4%	No
ITGB6		2	2	71	2.8%	No
YIPF7		1	1	71	1.4%	No
FRYL		3	2	71	2.8%	No
CDKN2A		1	1	71	1.4%	Yes
FPR3		1	1	71	1.4%	No
LAS1L		2	1	71	1.4%	No
FPR2		3	3	71	4.2%	No
CDKN1A		1	1	71	1.4%	Yes
FPGS		1	1	71	1.4%	No
RIPOR1		1	1	71	1.4%	No
FOSL2		1	1	71	1.4%	No
FOSB		2	2	71	2.8%	No
ITGAV		1	1	71	1.4%	No
ITGAX		4	3	71	4.2%	No
ITGB1		2	1	71	1.4%	No
ITGB2		2	2	71	2.8%	No
MDS2		1	1	71	1.4%	Yes
FANK1		2	2	71	2.8%	No
BOD1L1		11	7	71	9.9%	No
RNF175		1	1	71	1.4%	No
ARMH3		2	1	71	1.4%	No
MRPL24		2	1	71	1.4%	No
TAS2R41		2	2	71	2.8%	No
SAP130		4	3	71	4.2%	No
MUL1		3	2	71	2.8%	No
GPR75-ASB3		1	1	71	1.4%	No
OBI1		2	2	71	2.8%	No
CDR2		1	1	71	1.4%	No
CEP97		2	2	71	2.8%	No
ITIH1		2	1	71	1.4%	No
ITIH2		5	3	71	4.2%	No
ITIH3		4	4	71	5.6%	No
ATXN3L		3	3	71	4.2%	No
DGKH		2	2	71	2.8%	No
BICDL1		1	1	71	1.4%	No
CEBPE		1	1	71	1.4%	No
SPAG16		1	1	71	1.4%	No
CEBPA		1	1	71	1.4%	Yes
TAS2R50		2	2	71	2.8%	No
TMEM231		1	1	71	1.4%	No
TAS2R20		2	2	71	2.8%	No
CORO7		4	3	71	4.2%	No
CARS2		1	1	71	1.4%	No
RNF128		2	2	71	2.8%	No
CDX4		3	3	71	4.2%	No
RDH8		1	1	71	1.4%	No
CES1		1	1	71	1.4%	No
CENPF		12	5	71	7.0%	No
CENPE		8	5	71	7.0%	No
CENPC		3	2	71	2.8%	No
PRDM4		1	1	71	1.4%	No
PRDM5		1	1	71	1.4%	No
CENPB		1	1	71	1.4%	No
CENPA		1	1	71	1.4%	Yes
KIAA1671		1	1	71	1.4%	No
TXNRD3		1	1	71	1.4%	No
SRRM5		1	1	71	1.4%	No
HNRNPUL1		1	1	71	1.4%	No
MICALL1		3	2	71	2.8%	No
TUBGCP6		4	4	71	5.6%	No
RIMBP3		3	1	71	1.4%	No
PTCHD1		4	4	71	5.6%	No
PCSK9		1	1	71	1.4%	No
SSC5D		4	3	71	4.2%	No
PRDM7		3	2	71	2.8%	No
SHC2		5	3	71	4.2%	No
CTSC		2	1	71	1.4%	No
UHRF2		5	3	71	4.2%	No
GADL1		1	1	71	1.4%	No
KIAA1549L		7	7	71	9.9%	No
BTN3A1		1	1	71	1.4%	No
NPNT		1	1	71	1.4%	No
CETN2		1	1	71	1.4%	No
STRIP1		2	2	71	2.8%	No
EMILIN2		2	2	71	2.8%	No
OBSCN		14	6	71	8.5%	No
CIT		5	3	71	4.2%	No
ZC3HAV1		7	4	71	5.6%	No
HIBADH		1	1	71	1.4%	No
MAGEB10		2	2	71	2.8%	No
TRIM5		3	1	71	1.4%	No
EMILIN1		1	1	71	1.4%	No
SYDE1		1	1	71	1.4%	No
CEP43		1	1	71	1.4%	Yes
CFTR		2	2	71	2.8%	No
MAGT1		3	3	71	4.2%	No
DCAF8L1		4	1	71	1.4%	No
CEACAM8		3	3	71	4.2%	No
CCDC112		1	1	71	1.4%	No
CEACAM7		1	1	71	1.4%	No
APRG1		1	1	71	1.4%	No
UNC13C		2	2	71	2.8%	No
CEACAM3		2	2	71	2.8%	No
FBXO48		1	1	71	1.4%	No
FFAR4		2	1	71	1.4%	No
EIF2AK4		2	2	71	2.8%	No
SLAMF8		1	1	71	1.4%	No
CHST12		1	1	71	1.4%	No
FHIP1B		2	2	71	2.8%	No
TEX35		1	1	71	1.4%	No
PLEKHN1		2	2	71	2.8%	No
RGS8		1	1	71	1.4%	No
TRPV6		3	3	71	4.2%	No
SLC10A7		1	1	71	1.4%	No
KIRREL2		1	1	71	1.4%	No
SLC35E3		1	1	71	1.4%	No
GPRC5D		2	2	71	2.8%	No
HDHD2		2	1	71	1.4%	No
RNF40		2	2	71	2.8%	No
CTIF		4	4	71	5.6%	No
OR6C65		1	1	71	1.4%	No
OR6C68		1	1	71	1.4%	No
TEX55		2	2	71	2.8%	No
ASPDH		1	1	71	1.4%	No
ADGRV1		19	9	71	12.7%	No
SAGE1		4	3	71	4.2%	No
MRPL19		1	1	71	1.4%	No
WDR54		1	1	71	1.4%	No
MND1		1	1	71	1.4%	No
SCRN1		1	1	71	1.4%	No
OR52B2		2	2	71	2.8%	No
SPOCK2		1	1	71	1.4%	No
SPHK2		2	1	71	1.4%	No
ZRANB3		3	3	71	4.2%	No
RB1CC1		6	5	71	7.0%	No
ARL10		2	2	71	2.8%	No
CUL7		6	5	71	7.0%	No
ALDH16A1		3	2	71	2.8%	No
CPT1C		1	1	71	1.4%	No
GRIPAP1		1	1	71	1.4%	No
TRIM36		1	1	71	1.4%	No
SFI1		3	2	71	2.8%	No
GIT2		1	1	71	1.4%	No
MYZAP		2	2	71	2.8%	No
DELE1		1	1	71	1.4%	No
DHTKD1		4	2	71	2.8%	No
EFCAB14		1	1	71	1.4%	No
NUP58		2	2	71	2.8%	No
FBXO30		1	1	71	1.4%	No
TSC22D2		1	1	71	1.4%	No
URB2		1	1	71	1.4%	No
PRAG1		3	2	71	2.8%	No
PIP4P2		1	1	71	1.4%	No
FAM186B		1	1	71	1.4%	No
HORMAD1		1	1	71	1.4%	No
ARMC2		4	3	71	4.2%	No
SLC43A1		1	1	71	1.4%	No
JAKMIP2		1	1	71	1.4%	No
PKP4		3	2	71	2.8%	No
MELK		3	2	71	2.8%	No
TRIM14		1	1	71	1.4%	No
PPFIA1		3	3	71	4.2%	No
ZNF623		1	1	71	1.4%	No
KY		1	1	71	1.4%	No
ELMOD1		1	1	71	1.4%	No
CRYBG1		1	1	71	1.4%	No
MAML3		2	2	71	2.8%	No
SLC30A10		1	1	71	1.4%	No
SPATA2		1	1	71	1.4%	No
KBTBD7		2	1	71	1.4%	No
AKT1		1	1	71	1.4%	Yes
ARHGEF11		2	2	71	2.8%	No
KCNK10		1	1	71	1.4%	No
C3ORF20		2	2	71	2.8%	No
AKT2		4	4	71	5.6%	Yes
ARMCX2		3	2	71	2.8%	No
ERRFI1		2	2	71	2.8%	Yes
ARHGAP11A		2	2	71	2.8%	No
CDCA7L		1	1	71	1.4%	No
ANKRD27		1	1	71	1.4%	No
DNAJC6		3	2	71	2.8%	No
QRICH2		2	2	71	2.8%	No
MYCBPAP		1	1	71	1.4%	No
RGP1		2	2	71	2.8%	No
TKTL2		4	4	71	5.6%	No
ARHGEF17		1	1	71	1.4%	No
FSCB		3	2	71	2.8%	No
ADCY4		3	2	71	2.8%	No
TESPA1		1	1	71	1.4%	No
HEPH		4	3	71	4.2%	No
LIPF		1	1	71	1.4%	No
ELMO1		3	2	71	2.8%	No
ZBTB24		2	2	71	2.8%	No
IHO1		1	1	71	1.4%	No
ALAD		2	2	71	2.8%	No
NETO2		1	1	71	1.4%	No
ALAS1		4	3	71	4.2%	No
IL17RB		1	1	71	1.4%	No
NETO1		2	2	71	2.8%	No
ALAS2		2	2	71	2.8%	No
ALCAM		3	3	71	4.2%	No
ABCD1		2	1	71	1.4%	No
RBM38		3	1	71	1.4%	No
SLC2A13		1	1	71	1.4%	No
ALDH1A1		1	1	71	1.4%	No
SNTG1		2	2	71	2.8%	No
PODN		3	3	71	4.2%	No
ALDH2		2	2	71	2.8%	No
LCMT2		2	2	71	2.8%	No
ZCCHC12		1	1	71	1.4%	No
CNTNAP1		2	2	71	2.8%	No
ALDH1B1		1	1	71	1.4%	No
PIK3R3		3	2	71	2.8%	Yes
FAM30A		1	1	71	1.4%	No
NDST2		2	2	71	2.8%	No
SLC41A1		2	2	71	2.8%	No
PROSER2		1	1	71	1.4%	No
DYNLT2B		2	1	71	1.4%	No
NIPSNAP1		1	1	71	1.4%	No
ZEB2		7	5	71	7.0%	No
KIAA0753		1	1	71	1.4%	No
FARP2		1	1	71	1.4%	No
CCDC18		4	4	71	5.6%	No
GCM1		2	2	71	2.8%	No
EPM2AIP1		2	2	71	2.8%	No
ZNF596		1	1	71	1.4%	No
RUSC2		3	2	71	2.8%	No
ALDH1A3		2	2	71	2.8%	No
ALDH3B1		1	1	71	1.4%	No
SNTG2		4	3	71	4.2%	No
UGGT1		1	1	71	1.4%	No
ALDH3B2		2	2	71	2.8%	No
ALDH9A1		2	2	71	2.8%	No
TCEANC2		1	1	71	1.4%	No
ABHD3		2	2	71	2.8%	No
ALDOA		1	1	71	1.4%	No
CCDC39		1	1	71	1.4%	No
KLK15		4	1	71	1.4%	No
FSTL5		3	3	71	4.2%	No
PDZD9		2	2	71	2.8%	No
ITGA8		3	2	71	2.8%	No
C2CD5		2	2	71	2.8%	No
MFAP3L		1	1	71	1.4%	No
KCNAB2		2	2	71	2.8%	No
ITGA10		2	2	71	2.8%	No
PLXNA3		14	6	71	8.5%	No
DNAAF3		1	1	71	1.4%	No
TM9SF3		1	1	71	1.4%	No
ELP1		3	2	71	2.8%	No
PSMD6		1	1	71	1.4%	No
YBX3		1	1	71	1.4%	No
MED24		4	2	71	2.8%	No
TRH		4	3	71	4.2%	No
LRIG2		1	1	71	1.4%	No
WWP2		2	2	71	2.8%	No
MMAB		1	1	71	1.4%	No
CHST1		2	2	71	2.8%	No
CBX4		2	2	71	2.8%	No
TRIM66		4	3	71	4.2%	No
DUS4L		2	2	71	2.8%	No
TRIO		9	7	71	9.9%	No
CPZ		3	3	71	4.2%	No
MAGI2		1	1	71	1.4%	No
CCT3		1	1	71	1.4%	No
COPS3		1	1	71	1.4%	No
CNTRL		5	4	71	5.6%	Yes
ANO3		3	3	71	4.2%	No
KIF21B		9	4	71	5.6%	No
PDS5B		1	1	71	1.4%	Yes
FNBP1		2	2	71	2.8%	Yes
SMG1		6	4	71	5.6%	Yes
ALDOC		2	1	71	1.4%	No
AKR1B1		1	1	71	1.4%	No
MYT1L		4	4	71	5.6%	No
MON2		2	2	71	2.8%	No
PDXDC1		3	3	71	4.2%	No
TNIK		7	7	71	9.9%	No
ALK		6	6	71	8.5%	Yes
DGKD		3	1	71	1.4%	No
PPP1R26		3	3	71	4.2%	No
CEP170		3	3	71	4.2%	No
NEUROG3		1	1	71	1.4%	No
DGKZ		2	2	71	2.8%	No
KIAA0319		1	1	71	1.4%	No
RAPGEF4		2	2	71	2.8%	No
CEP350		4	2	71	2.8%	No
CYB561D2		1	1	71	1.4%	No
ADGRG4		8	4	71	5.6%	No
CNTN4		3	3	71	4.2%	No
PPFIA3		8	5	71	7.0%	No
DUSP14		1	1	71	1.4%	No
AGPS		1	1	71	1.4%	No
SEC24D		2	2	71	2.8%	No
CGGBP1		1	1	71	1.4%	No
AP3B1		5	4	71	5.6%	No
ZC3H11A		2	2	71	2.8%	No
TOPBP1		4	2	71	2.8%	No
CDC20B		2	2	71	2.8%	No
TLK1		2	2	71	2.8%	No
URB1		3	2	71	2.8%	No
STMN2		1	1	71	1.4%	No
KRTCAP3		1	1	71	1.4%	No
RWDD4		1	1	71	1.4%	No
NMNAT2		2	1	71	1.4%	No
CLUAP1		2	1	71	1.4%	No
LRRN4		2	2	71	2.8%	No
ALOX5		2	2	71	2.8%	No
ZHX3		4	4	71	5.6%	No
HGSNAT		2	2	71	2.8%	No
ALOX15B		2	1	71	1.4%	No
ZSWIM8		10	4	71	5.6%	No
ALPI		2	2	71	2.8%	No
NCOA6		5	4	71	5.6%	No
LRRC56		1	1	71	1.4%	No
ALPL		1	1	71	1.4%	No
SETDB1		1	1	71	1.4%	Yes
TRIOBP		7	5	71	7.0%	No
API5		2	2	71	2.8%	No
HSF2BP		1	1	71	1.4%	No
CAMK1		1	1	71	1.4%	No
BCAS1		2	2	71	2.8%	No
TOMM70		3	2	71	2.8%	No
TRPC1		4	3	71	4.2%	No
POM121		4	4	71	5.6%	No
BHLHE40		3	3	71	4.2%	No
TRPC3		1	1	71	1.4%	No
MAPKAPK5		1	1	71	1.4%	No
TRANK1		2	2	71	2.8%	No
TBC1D4		1	1	71	1.4%	No
TRPC5		2	2	71	2.8%	No
SMG7		4	4	71	5.6%	No
TRPC4		1	1	71	1.4%	No
TRPM2		6	2	71	2.8%	No
PIAS1		1	1	71	1.4%	No
OSBPL2		1	1	71	1.4%	No
TRPC6		2	1	71	1.4%	No
TMCC1		1	1	71	1.4%	No
PDZRN3		6	5	71	7.0%	No
BUD23		1	1	71	1.4%	No
UNC13A		2	2	71	2.8%	No
MYO16		3	2	71	2.8%	No
ALPP		1	1	71	1.4%	No
ZBTB39		2	2	71	2.8%	No
KDM1A		1	1	71	1.4%	No
ALPG		2	2	71	2.8%	No
RBM34		1	1	71	1.4%	No
ALX3		1	1	71	1.4%	No
SNRNP200		3	2	71	2.8%	No
AMBP		1	1	71	1.4%	No
PPIL4		1	1	71	1.4%	No
PALLD		3	2	71	2.8%	No
LGR5		3	2	71	2.8%	No
UPK1A		1	1	71	1.4%	No
TRO		2	2	71	2.8%	No
TENT4A		1	1	71	1.4%	No
ADRM1		3	3	71	4.2%	No
BLZF1		1	1	71	1.4%	No
DDX46		4	4	71	5.6%	No
SLC35D2		2	2	71	2.8%	No
THOC5		1	1	71	1.4%	No
TELO2		2	2	71	2.8%	No
KMO		3	2	71	2.8%	No
TECPR2		1	1	71	1.4%	No
OR2T8		1	1	71	1.4%	No
SNAP91		3	3	71	4.2%	No
OR2W3		3	2	71	2.8%	No
MADD		4	2	71	2.8%	No
UBAP2L		5	4	71	5.6%	No
RRP1		1	1	71	1.4%	No
FIG4		4	3	71	4.2%	No
OGFR		2	1	71	1.4%	No
WASHC5		5	3	71	4.2%	No
SAMD4A		2	2	71	2.8%	No
PHLPP2		2	2	71	2.8%	No
ZNF292		5	3	71	4.2%	No
PDZD2		3	2	71	2.8%	No
EPHX4		4	3	71	4.2%	No
PLPPR4		1	1	71	1.4%	No
WDTC1		2	2	71	2.8%	No
DEGS1		1	1	71	1.4%	No
NUAK1		1	1	71	1.4%	No
AMD1		2	2	71	2.8%	No
AMFR		1	1	71	1.4%	No
KDM4B		3	2	71	2.8%	No
AMHR2		1	1	71	1.4%	No
MAST3		3	2	71	2.8%	No
PRR14L		6	4	71	5.6%	No
USP33		2	2	71	2.8%	No
FBF1		2	2	71	2.8%	No
ZNF813		5	4	71	5.6%	No
DOP1A		7	4	71	5.6%	No
TRPS1		4	3	71	4.2%	No
COL27A1		4	2	71	2.8%	No
OR6F1		2	1	71	1.4%	No
CDK10		2	2	71	2.8%	No
ZBED4		2	1	71	1.4%	No
PRPF18		2	2	71	2.8%	No
WWP1		3	1	71	1.4%	Yes
AKR7A2		1	1	71	1.4%	No
OR5H15		1	1	71	1.4%	No
CASK		1	1	71	1.4%	No
SCARF1		2	2	71	2.8%	No
TSC1		2	2	71	2.8%	Yes
TSN		1	1	71	1.4%	No
TMEFF1		1	1	71	1.4%	No
WDFY3		8	6	71	8.5%	No
DAAM1		2	2	71	2.8%	No
AMPD1		1	1	71	1.4%	No
TRUB2		2	2	71	2.8%	No
AMPD2		3	2	71	2.8%	No
MAPKBP1		2	1	71	1.4%	No
AMPD3		4	2	71	2.8%	No
PLCH1		5	4	71	5.6%	No
FETUB		1	1	71	1.4%	No
CYFIP2		4	3	71	4.2%	No
OR5H14		4	3	71	4.2%	No
AMY1A		2	2	71	2.8%	No
AMY1C		1	1	71	1.4%	No
AMY2A		3	3	71	4.2%	No
AKAP8L		1	1	71	1.4%	No
TDRKH		2	2	71	2.8%	No
MKNK1		1	1	71	1.4%	Yes
LILRA1		1	1	71	1.4%	No
B3GNT5		2	2	71	2.8%	No
LILRA2		1	1	71	1.4%	No
LILRA3		1	1	71	1.4%	No
TSHR		1	1	71	1.4%	Yes
RBPMS		3	3	71	4.2%	No
DCAF4L2		1	1	71	1.4%	No
TSPYL1		1	1	71	1.4%	No
RAB31		1	1	71	1.4%	No
SPEN		9	4	71	5.6%	Yes
AMY2B		1	1	71	1.4%	No
FBXO21		1	1	71	1.4%	No
GOLGA8A		1	1	71	1.4%	No
LY6D		1	1	71	1.4%	No
TSG101		1	1	71	1.4%	No
ANGPT2		2	2	71	2.8%	No
CNOT1		5	4	71	5.6%	No
ANK1		4	3	71	4.2%	No
ANK2		6	4	71	5.6%	No
ANK3		9	6	71	8.5%	No
TSC2		10	6	71	8.5%	Yes
ABCC11		1	1	71	1.4%	No
NTAN1		2	1	71	1.4%	No
OR4A47		1	1	71	1.4%	No
ZNF440		3	2	71	2.8%	No
TTC3		8	3	71	4.2%	No
IL21		1	1	71	1.4%	No
ANPEP		1	1	71	1.4%	No
SLC25A5		2	2	71	2.8%	No
PARP15		1	1	71	1.4%	No
SLC25A6		1	1	71	1.4%	No
EIPR1		3	3	71	4.2%	No
CCDC159		1	1	71	1.4%	No
SWSAP1		1	1	71	1.4%	No
DGCR6L		1	1	71	1.4%	No
SHANK3		3	3	71	4.2%	No
SLC27A2		1	1	71	1.4%	No
SLC27A3		1	1	71	1.4%	No
SPINK5		4	2	71	2.8%	No
KIF2C		1	1	71	1.4%	No
SHISAL1		2	2	71	2.8%	No
LILRB4		2	2	71	2.8%	No
TUB		3	2	71	2.8%	No
TUBA4A		1	1	71	1.4%	No
TTR		1	1	71	1.4%	No
OR2T35		1	1	71	1.4%	No
TUBA3C		1	1	71	1.4%	No
ARSK		3	3	71	4.2%	No
GLIPR1		1	1	71	1.4%	No
FAM81B		1	1	71	1.4%	No
PABPC1		1	1	71	1.4%	No
ZNF491		2	1	71	1.4%	No
ZNF441		2	2	71	2.8%	No
TTF1		2	2	71	2.8%	No
ZNF684		1	1	71	1.4%	No
TTN		113	27	71	38.0%	No
TTK		1	1	71	1.4%	No
LIAS		2	2	71	2.8%	No
TRIM9		2	2	71	2.8%	No
KRT87P		1	1	71	1.4%	No
TLK2		2	1	71	1.4%	No
OR2T27		4	4	71	5.6%	No
TMED1		1	1	71	1.4%	No
TUFT1		1	1	71	1.4%	No
TULP2		2	2	71	2.8%	No
TULP1		1	1	71	1.4%	No
TULP3		2	1	71	1.4%	No
TUBB2A		1	1	71	1.4%	No
FAM111A		1	1	71	1.4%	No
TUBG1		2	2	71	2.8%	No
C14ORF28		3	3	71	4.2%	No
TYK2		1	1	71	1.4%	Yes
TXNRD1		2	2	71	2.8%	No
TYR		4	4	71	5.6%	No
ACOT12		2	2	71	2.8%	No
KIAA0825		3	2	71	2.8%	No
HIRA		1	1	71	1.4%	Yes
LINC01590		1	1	71	1.4%	No
TXK		2	2	71	2.8%	No
FAM205A		6	4	71	5.6%	No
GPATCH3		1	1	71	1.4%	No
IL4I1		3	2	71	2.8%	No
NAPB		2	1	71	1.4%	No
IGFN1		1	1	71	1.4%	No
CBLL2		2	2	71	2.8%	No
ZBED8		1	1	71	1.4%	No
TNN		3	2	71	2.8%	No
CHTF18		4	3	71	4.2%	No
ZNF335		5	4	71	5.6%	No
CIDEC		1	1	71	1.4%	No
ELMO2		4	3	71	4.2%	No
GALNT11		1	1	71	1.4%	No
IFI27L1		1	1	71	1.4%	No
IL21R		2	1	71	1.4%	Yes
GALNT9		3	2	71	2.8%	No
DEF6		6	4	71	5.6%	No
ITSN2		8	6	71	8.5%	No
TMEM67		2	1	71	1.4%	No
STEEP1		3	2	71	2.8%	No
ZNF667		1	1	71	1.4%	No
SHROOM1		2	2	71	2.8%	No
MCUR1		1	1	71	1.4%	No
PCIF1		5	3	71	4.2%	No
ANKEF1		1	1	71	1.4%	No
XPNPEP3		1	1	71	1.4%	No
ITPR1		5	4	71	5.6%	No
ITPR2		3	3	71	4.2%	No
NOMO3		1	1	71	1.4%	No
GPR153		2	1	71	1.4%	No
ITIH4		1	1	71	1.4%	No
CUZD1		2	2	71	2.8%	No
ITK		1	1	71	1.4%	Yes
CYHR1		1	1	71	1.4%	No
STT3A		3	1	71	1.4%	No
GEMIN4		2	2	71	2.8%	No
SCARF2		1	1	71	1.4%	No
KANSL1L		3	3	71	4.2%	No
ZNF559-ZNF177		1	1	71	1.4%	No
PEG10		1	1	71	1.4%	No
NECAB3		2	2	71	2.8%	No
GPSM3		1	1	71	1.4%	No
ZNF579		3	3	71	4.2%	No
DMRTC2		1	1	71	1.4%	No
KDM4C		1	1	71	1.4%	Yes
JAK1		6	2	71	2.8%	Yes
PPRC1		2	2	71	2.8%	No
JAK2		4	3	71	4.2%	Yes
JAK3		3	3	71	4.2%	Yes
FAM217B		1	1	71	1.4%	No
ERC1		3	2	71	2.8%	Yes
EXPH5		6	4	71	5.6%	No
TRIM35		2	1	71	1.4%	No
ITPR3		5	3	71	4.2%	No
JAG2		2	2	71	2.8%	No
ANO7		4	4	71	5.6%	No
FHIP1A		2	2	71	2.8%	No
JUNB		2	2	71	2.8%	No
ARHGAP26		2	2	71	2.8%	Yes
JUND		1	1	71	1.4%	No
TTLL5		2	2	71	2.8%	No
JUP		1	1	71	1.4%	No
SIPA1L3		6	5	71	7.0%	No
LRIG3		1	1	71	1.4%	Yes
KIF1B		4	4	71	5.6%	No
IQSEC2		6	2	71	2.8%	No
CDK19		1	1	71	1.4%	No
SARM1		1	1	71	1.4%	No
PNPLA8		4	4	71	5.6%	No
ZBTB43		2	2	71	2.8%	No
JARID2		3	2	71	2.8%	Yes
PLB1		1	1	71	1.4%	No
ZNF423		2	2	71	2.8%	No
ZC3H13		7	4	71	5.6%	No
KERA		1	1	71	1.4%	No
ARHGEF4		3	3	71	4.2%	No
DIDO1		7	4	71	5.6%	No
ADAM30		1	1	71	1.4%	No
ADAM29		2	2	71	2.8%	No
SETD1B		6	4	71	5.6%	Yes
ZNF433		4	4	71	5.6%	No
CLSPN		4	4	71	5.6%	No
