Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ULK1		12q24.33	AMP	1	70	1.4%	No
PRG4		1q31.1	AMP	1	70	1.4%	No
ZNF408		11p11.2	HOMDEL	1	70	1.4%	No
C11ORF68		11q13.1	AMP	1	70	1.4%	No
CXORF38		Xp11.4	AMP	1	70	1.4%	No
RN7SL426P		17p11.2	AMP	1	70	1.4%	No
RN7SL553P		3p26.1	AMP	1	70	1.4%	No
DET1	5.804e-3	15q26.1	AMP	1	70	1.4%	No
SLC39A14		8p21.3	HOMDEL	3	70	4.3%	No
CTDSPL		3p22.2	AMP	1	70	1.4%	No
TAGLN2		1q23.2	AMP	2	70	2.9%	No
ZNF461		19q13.13	AMP	2	70	2.9%	No
RNA5SP82		1q44	AMP	1	70	1.4%	No
GSC	8.624e-4	14q32.13	HOMDEL	2	70	2.9%	No
CCP110		16p12.3	AMP	2	70	2.9%	No
RN7SL567P		3p22.1	AMP	1	70	1.4%	No
PPP4R3A	8.624e-4	14q32.12	HOMDEL	2	70	2.9%	No
RBM42		19q13.12	AMP	1	70	1.4%	No
ADTRP		6p24.1	AMP	1	70	1.4%	No
ANGPT4		20p13	AMP	1	70	1.4%	No
ZSWIM3		20q13.12	AMP	1	70	1.4%	No
C19ORF12		19q12	AMP	1	70	1.4%	No
RNA5SP86	9.994e-2	2p24.1	AMP	1	70	1.4%	No
SSX3		Xp11.23	AMP	2	70	2.9%	No
RPSA		3p22.1	HOMDEL	1	70	1.4%	No
RN7SL351P	1.076e-32	11q24.2	HOMDEL	2	70	2.9%	No
ALKBH6		19q13.12	AMP	1	70	1.4%	No
ZNF251		8q24.3	AMP	1	70	1.4%	No
TRIP10		19p13.3	HOMDEL	1	70	1.4%	No
UAP1L1		9q34.3	HOMDEL	1	70	1.4%	No
PLXNB1		3p21.31	HOMDEL	1	70	1.4%	No
NFATC3		16q22.1	HOMDEL	1	70	1.4%	No
CPN2		3q29	AMP	14	70	20.0%	No
H4C15		1q21.2	AMP	2	70	2.9%	No
UXT		Xp11.23	AMP	2	70	2.9%	No
UCHL5		1q31.2	AMP	1	70	1.4%	No
ZNF585B		19q13.12	AMP	2	70	2.9%	No
WFDC10A		20q13.12	AMP	1	70	1.4%	No
NHLRC3		13q13.3	HOMDEL	3	70	4.3%	No
CCDC174		3p25.1	AMP	1	70	1.4%	No
BDP1		5q13.2	HOMDEL	1	70	1.4%	No
MYO1D		17q11.2	HOMDEL	1	70	1.4%	No
RPS6KA6		Xq21.1	HOMDEL	1	70	1.4%	No
CEMP1		16p13.3	AMP	2	70	2.9%	No
ANKRD36BP1		1q24.2	AMP	2	70	2.9%	No
ASPM		1q31.3	AMP	1	70	1.4%	No
GLB1L		2q35	HOMDEL	2	70	2.9%	No
RASSF8		12p12.1	HOMDEL	1	70	1.4%	No
SHE	3.200e-5	1q21.3	AMP	2	70	2.9%	No
CPOX		3q11.2	AMP	2	70	2.9%	No
LRRC74A		14q24.3	HOMDEL	2	70	2.9%	No
LCE3A	3.200e-5	1q21.3	AMP	2	70	2.9%	No
INF2		14q32.33	AMP	1	70	1.4%	No
GORASP1		3p22.2	AMP	1	70	1.4%	No
HDX		Xq21.1	HOMDEL	1	70	1.4%	No
CHD2	5.804e-3	15q26.1	AMP	1	70	1.4%	Yes
VHL		3p25.3	HOMDEL	1	70	1.4%	Yes
DGCR2		22q11.21	AMP	1	70	1.4%	No
ZNF699		19p13.2	AMP	1	70	1.4%	No
RPL8		8q24.3	AMP	1	70	1.4%	No
EDEM1		3p26.1	HOMDEL	2	70	2.9%	No
IGHG4		14q32.33	AMP	1	70	1.4%	No
TFF2		21q22.3	HOMDEL	1	70	1.4%	No
FAM227B	4.965e-4	15q21.2	HOMDEL	2	70	2.9%	No
DISC1FP1		11q14.3	HOMDEL	1	70	1.4%	No
NHLRC1	4.670e-2	6p22.3	HOMDEL	1	70	1.4%	No
HERC2P4	1.727e-2	16p11.2	HOMDEL	1	70	1.4%	No
RN7SL566P		19q13.2	AMP	5	70	7.1%	No
NDUFA7		19p13.2	AMP	1	70	1.4%	No
ETS1	1.076e-32	11q24.3	HOMDEL	2	70	2.9%	Yes
MTSS2		16q22.1	AMP	1	70	1.4%	No
ZNF445		3p21.31	AMP	1	70	1.4%	No
SIRPB2		20p13	HOMDEL	1	70	1.4%	No
LCE2D	3.200e-5	1q21.3	AMP	2	70	2.9%	No
FRG2B		10q26.3	HOMDEL	2	70	2.9%	No
KCNJ12		17p11.2	AMP	2	70	2.9%	No
RAN		12q24.33	AMP	1	70	1.4%	No
MARVELD2		5q13.2	HOMDEL	1	70	1.4%	No
IGHG3		14q32.33	AMP	1	70	1.4%	No
WIPI1		17q24.2	HOMDEL	1	70	1.4%	No
HCG23		6p21.32	AMP	1	70	1.4%	No
LINC00404		13q34	HOMDEL	1	70	1.4%	No
RAB37		17q25.1	AMP	3	70	4.3%	No
FOXM1		12p13.33	AMP	1	70	1.4%	No
RGS7		1q43	AMP	1	70	1.4%	No
ZNF45		19q13.31	AMP	3	70	4.3%	No
NDUFA6		22q13.2	AMP	2	70	2.9%	No
NME4		16p13.3	AMP	2	70	2.9%	No
ASCL5		1q32.1	AMP	1	70	1.4%	No
TCP10L	1.952e-1	21q22.11	HOMDEL	1	70	1.4%	No
PLD5		1q43	AMP	1	70	1.4%	No
RN7SL849P		9p23	AMP	1	70	1.4%	No
SUPT20H		13q13.3	HOMDEL	3	70	4.3%	No
RPL10		Xq28	AMP	3	70	4.3%	Yes
LCE3C	3.200e-5	1q21.3	AMP	2	70	2.9%	No
CCR8		3p22.1	AMP	1	70	1.4%	No
IGHG2		14q32.33	AMP	1	70	1.4%	No
UBE2L3		22q11.21	AMP	1	70	1.4%	No
RANBP1		22q11.21	AMP	1	70	1.4%	No
CBY3		5q35.3	AMP	1	70	1.4%	No
HCG15		6p21	AMP	1	70	1.4%	No
GABRP		5q35.1	AMP	1	70	1.4%	No
FOXJ1		17q25.1	AMP	3	70	4.3%	No
NME3		16p13.3	AMP	2	70	2.9%	No
YBX3		12p13.2	AMP	1	70	1.4%	No
LGALS7B		19q13.2	AMP	4	70	5.7%	No
C5ORF52		5q33.3	AMP	1	70	1.4%	No
PATJ	2.487e-2	1p31.3	AMP	1	70	1.4%	No
SUDS3		12q24.23	AMP	1	70	1.4%	No
ACKR2		3p22.1	AMP	1	70	1.4%	No
KCNJ10		1q23.2	AMP	2	70	2.9%	No
RN7SKP96		4q21.3	HOMDEL	1	70	1.4%	No
LCE3B	3.200e-5	1q21.3	AMP	2	70	2.9%	No
TMEM132E-DT		17q12	HOMDEL	1	70	1.4%	No
TRH		3q22.1	AMP	3	70	4.3%	No
NDFIP2		13q31.1	HOMDEL	1	70	1.4%	No
IQSEC3		12p13.33	AMP	1	70	1.4%	No
GRK5		10q26.11	HOMDEL	1	70	1.4%	No
RANBP2		2q13	AMP	1	70	1.4%	Yes
USP36		17q25.3	HOMDEL	1	70	1.4%	No
CST7		20p11.21	AMP	2	70	2.9%	No
IGHG1		14q32.33	AMP	1	70	1.4%	No
LINC00524	8.624e-4	14q32.31	HOMDEL	2	70	2.9%	No
RN7SL484P	5.804e-3	15q26.3	AMP	1	70	1.4%	No
RN7SL623P		5q35.1	AMP	1	70	1.4%	No
CPM		12q15	AMP	2	70	2.9%	No
EDN1	4.670e-2	6p24.1	HOMDEL	2	70	2.9%	No
TPT1	2.168e-19	13q14.13	HOMDEL	5	70	7.1%	No
KCNJ9		1q23.2	AMP	2	70	2.9%	No
QSOX2		9q34.3	HOMDEL	2	70	2.9%	No
TRHR		8q23.1	AMP	1	70	1.4%	No
FCN2		9q34.3	HOMDEL	1	70	1.4%	No
SCO2		22q13.33	AMP	1	70	1.4%	No
ZNF343		20p13	HOMDEL	1	70	1.4%	No
GABRG2		5q34	AMP	1	70	1.4%	No
RGS13		1q31.2	AMP	1	70	1.4%	No
EIF3G		19p13.2	AMP	1	70	1.4%	No
GIPC3		19p13.3	HOMDEL	3	70	4.3%	No
PEX11B		1q21.1	AMP	2	70	2.9%	No
RN7SL850P		16p13.3	AMP	4	70	5.7%	No
CCR7		17q21.2	AMP	1	70	1.4%	No
LCE3E	3.200e-5	1q21.3	AMP	2	70	2.9%	No
L1CAM		Xq28	AMP	3	70	4.3%	No
DDB2		11p11.2	HOMDEL	1	70	1.4%	Yes
NAGA		22q13.2	HOMDEL	1	70	1.4%	No
HCG24		6p21	AMP	1	70	1.4%	No
UBE2V1		20q13.13	AMP	1	70	1.4%	No
RANGAP1		22q13.2	AMP	1	70	1.4%	No
CIAO3		16p13.3	AMP	2	70	2.9%	No
LINC00911		14q31.3	HOMDEL	2	70	2.9%	No
GALNT8		12p13.32	AMP	1	70	1.4%	No
ATP8B3		19p13.3	AMP	1	70	1.4%	No
RGS16		1q25.3	AMP	1	70	1.4%	No
DYRK4		12p13.32	AMP	1	70	1.4%	No
FOS		14q24.3	HOMDEL	1	70	1.4%	No
C16ORF95		16q24.2	HOMDEL	1	70	1.4%	No
TEX28P2		Xq28	AMP	3	70	4.3%	No
RPL15		3p24.2	AMP	1	70	1.4%	No
CTNNB1		3p22.1	AMP	1	70	1.4%	Yes
EVA1C	1.952e-1	21q22.11	HOMDEL	1	70	1.4%	No
TEX45		19p13.2	AMP	1	70	1.4%	No
GABRE		Xq28	AMP	3	70	4.3%	No
DCC		18q21.2	HOMDEL	1	70	1.4%	No
CCT3		1q22	AMP	2	70	2.9%	No
FAM66C		12p13.31	AMP	1	70	1.4%	No
SERF1B		5q13.2	HOMDEL	1	70	1.4%	No
HCG25		6p21.32	AMP	1	70	1.4%	No
TUSC2		3p21.31	HOMDEL	2	70	2.9%	No
RN7SL92P		3p12.3	HOMDEL	2	70	2.9%	No
NNT		5p12	AMP	6	70	8.6%	No
KCNJ6	5.153e-2	21q22.13	AMP	2	70	2.9%	No
CCR4		3p22.3	AMP	1	70	1.4%	No
RHAG		6p12.3	AMP	1	70	1.4%	No
GLUD1P3		10q22.2	HOMDEL	1	70	1.4%	No
MANSC4		12p11.22	HOMDEL	1	70	1.4%	No
LINC00518	4.670e-2	6p24.3	HOMDEL	1	70	1.4%	No
EDA		Xq13.1	HOMDEL	1	70	1.4%	No
RN7SL861P		1q23.3	AMP	2	70	2.9%	No
OR2AJ1		1q44	AMP	1	70	1.4%	No
ZNF705A		12p13.31	AMP	1	70	1.4%	No
SHANK3	1.215e-3	22q13.33	HOMDEL	3	70	4.3%	No
TRIO		5p15.2	AMP	8	70	11.4%	No
UBE3A		15q11.2	AMP	1	70	1.4%	No
TMEM210		9q34.3	HOMDEL	1	70	1.4%	No
LINC02899		5p14.2	AMP	7	70	10.0%	No
CCR5		3p21.31	AMP	1	70	1.4%	No
CHST1		11p11.2	AMP	1	70	1.4%	No
EIF3H		8q23.3-q24.11	AMP	1	70	1.4%	No
AIRN	9.848e-5	6q25.3	HOMDEL	1	70	1.4%	No
RNA5SP188		5q21.1	HOMDEL	1	70	1.4%	No
RN7SL495P		15q11.2	AMP	1	70	1.4%	No
UBBP4		17p11.2	AMP	2	70	2.9%	No
PTPN23		3p21.31	AMP	1	70	1.4%	No
BCL2L10	4.965e-4	15q21.2	HOMDEL	2	70	2.9%	No
FTO	1.727e-2	16q12.2	HOMDEL	1	70	1.4%	No
L1CAM-AS1		Xq28	AMP	3	70	4.3%	No
BTN2A3P		6p22.2	AMP	1	70	1.4%	No
MLLT1		19p13.3	HOMDEL	2	70	2.9%	Yes
USP16	1.952e-1	21q21	HOMDEL	1	70	1.4%	No
SH3GL1		19p13.3	HOMDEL	2	70	2.9%	Yes
ZNF232		17p13.2	HOMDEL	1	70	1.4%	No
FAM86B3P		8p23.1	HOMDEL	3	70	4.3%	No
LSAMP		3q13.31	HOMDEL	1	70	1.4%	No
LANCL2	6.357e-3	7p11.2	AMP	2	70	2.9%	No
RN7SL864P		20p12.1	AMP	1	70	1.4%	No
RTBDN		19p13.13	HOMDEL	1	70	1.4%	No
RN7SL493P		16p13.2	AMP	3	70	4.3%	No
SDHC		1q23.3	AMP	2	70	2.9%	Yes
MOAP1	8.624e-4	14q32.12	HOMDEL	2	70	2.9%	No
PSG10P		19q13.2	AMP	3	70	4.3%	No
LINC00690		3p24.3	AMP	1	70	1.4%	No
POTEB		15q11.2	AMP	1	70	1.4%	No
TMEM43		3p25.1	HOMDEL	1	70	1.4%	No
GAK	1.297e-1	4p16.3	HOMDEL	1	70	1.4%	No
MMD		17q22	AMP	1	70	1.4%	No
CDH1		16q22.1	HOMDEL	1	70	1.4%	Yes
NUP160		11p11.2	HOMDEL	1	70	1.4%	No
LINC02912		8q24.21	AMP	1	70	1.4%	No
C5ORF60		5q35.3	AMP	1	70	1.4%	No
C2CD4D	3.200e-5	1q21.3	AMP	2	70	2.9%	No
SLC25A30	2.168e-19	13q14.13	HOMDEL	5	70	7.1%	No
LINC00642		14q32.11	AMP	1	70	1.4%	No
NLRP3		1q44	AMP	1	70	1.4%	No
BTLA		3q13.2	AMP	3	70	4.3%	Yes
RN7SL500P		22q13.33	AMP	1	70	1.4%	No
RNU4ATAC4P		1p31.3	AMP	1	70	1.4%	No
SLC6A20		3p21.31	AMP	1	70	1.4%	No
VANGL2		1q23.2	AMP	2	70	2.9%	No
GAMT		19p13.3	HOMDEL	3	70	4.3%	No
NDUFB1		14q31.3	AMP	1	70	1.4%	No
LINC00676		13q34	HOMDEL	1	70	1.4%	No
RN7SL498P		20p12.3	AMP	1	70	1.4%	No
GTF2F2	2.168e-19	13q14.12-q14.13	HOMDEL	5	70	7.1%	No
SLC20A2		8p11.21	HOMDEL	1	70	1.4%	No
RBFOX1		16p13.3	AMP	3	70	4.3%	No
RN7SKP2	2.168e-19	13q14.11	HOMDEL	4	70	5.7%	No
ZNF891		12q24.33	AMP	1	70	1.4%	No
TTC7A	9.994e-2	2p21	AMP	1	70	1.4%	No
NDUFS7		19p13.3	HOMDEL	3	70	4.3%	No
PAK2		3q29	AMP	13	70	18.6%	No
LTK	4.965e-4	15q15.1	HOMDEL	2	70	2.9%	Yes
NOP2		12p13.31	AMP	1	70	1.4%	No
EXOSC2		9q34.12	AMP	1	70	1.4%	No
ZNF800	1.615e-3	7q31.33	HOMDEL	1	70	1.4%	No
RYR1	3.164e-8	19q13.2	AMP	4	70	5.7%	No
IGHM		14q32.33	AMP	1	70	1.4%	No
ZNF283		19q13.31	AMP	3	70	4.3%	No
HAR1B		20q13.33	AMP	1	70	1.4%	No
RN7SL105P		17p13.3	HOMDEL	1	70	1.4%	No
PF4		4q13.3	AMP	1	70	1.4%	No
PIEZO2		18p11.22-p11.21	HOMDEL	1	70	1.4%	No
SP110	3.466e-41	2q37.1	HOMDEL	2	70	2.9%	No
HCG14		6p22.1	AMP	1	70	1.4%	No
XPO7		8p21.3	HOMDEL	3	70	4.3%	No
ADAT1		16q23.1	AMP	1	70	1.4%	No
C8G		9q34.3	HOMDEL	1	70	1.4%	No
SUSD1		9q31.3-q32	AMP	1	70	1.4%	No
SUSD5		3p22.3	AMP	1	70	1.4%	No
MUC16		19p13.2	HOMDEL	1	70	1.4%	No
EHF	2.751e-2	11p13	AMP	2	70	2.9%	No
KRT24		17q21.2	AMP	1	70	1.4%	No
RYR2		1q43	AMP	1	70	1.4%	No
TMOD2	4.965e-4	15q21.2	HOMDEL	2	70	2.9%	No
LINC00561		13q22.2	HOMDEL	1	70	1.4%	No
RN7SL502P		6p21.31	AMP	1	70	1.4%	No
SLC45A4		8q24.3	AMP	1	70	1.4%	No
ZNF385C		17q21.2	HOMDEL	1	70	1.4%	No
LYPD5		19q13.31	AMP	3	70	4.3%	No
SERPINA6	8.624e-4	14q32.13	HOMDEL	2	70	2.9%	No
RNY3P10		13q21.33	HOMDEL	2	70	2.9%	No
WNT5B		12p13.33	HOMDEL	1	70	1.4%	No
SERP1		3q25.1	AMP	8	70	11.4%	No
GAB3		Xq28	AMP	3	70	4.3%	No
PF4V1		4q13.3	AMP	1	70	1.4%	No
ZNF41		Xp11.3	AMP	2	70	2.9%	No
NDUFA9		12p13.3	AMP	1	70	1.4%	No
LINC00307	1.952e-1	21q22.11	HOMDEL	1	70	1.4%	No
LCE2C	3.200e-5	1q21.3	AMP	2	70	2.9%	No
CHD4		12p13.31	AMP	1	70	1.4%	Yes
MTG2		20q13.33	AMP	1	70	1.4%	No
CAMKK1		17p13.2	HOMDEL	1	70	1.4%	No
PTCHD4		6p12.3	AMP	2	70	2.9%	No
RNU6ATAC2P		5q11.2	HOMDEL	2	70	2.9%	No
SEC13		3p25.3	AMP	1	70	1.4%	No
CSPG4P12	5.804e-3	15q25.3	AMP	1	70	1.4%	No
SHROOM4		Xp11.22	AMP	2	70	2.9%	No
TMEM169		2q35	HOMDEL	2	70	2.9%	No
MIR205HG		1q32.2	AMP	3	70	4.3%	No
KLHL6		3q27.1	AMP	12	70	17.1%	Yes
NMT1		17q21.31	AMP	2	70	2.9%	No
DICER1		14q32.13	AMP	1	70	1.4%	Yes
SEC14L1		17q25.2-q25.3	AMP	2	70	2.9%	No
ATG3		3q13.2	AMP	3	70	4.3%	No
ZNF454		5q35.3	AMP	1	70	1.4%	No
CXCR1		2q35	HOMDEL	2	70	2.9%	No
ZNF575		19q13.31	AMP	3	70	4.3%	No
FOXS1		20q11.21	AMP	3	70	4.3%	No
CFP		Xp11.23	AMP	2	70	2.9%	No
ARRDC1		9q34.3	HOMDEL	1	70	1.4%	No
ZNF860		3p24.1	HOMDEL	1	70	1.4%	No
HAR1A		20q13.33	AMP	1	70	1.4%	No
AREG		4q13.3	AMP	1	70	1.4%	No
