Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
SNORD32A		19q13.33	AMP	1	21	4.8%	No
HOPX		4q12	AMP	1	21	4.8%	No
ZNF576		19q13.31	AMP	1	21	4.8%	No
PAK4		19q13.2	AMP	2	21	9.5%	No
ZFAND3		6p21.2	AMP	1	21	4.8%	No
F11-AS1		4q35.2	HOMDEL	1	21	4.8%	No
FBXL20		17q12	AMP	1	21	4.8%	No
AMOTL2		3q22.2	AMP	4	21	19.0%	No
OR6Y1		1q23.1	AMP	1	21	4.8%	No
SLC16A5		17q25.1	AMP	1	21	4.8%	No
CATSPERG		19q13.2	AMP	2	21	9.5%	No
DVL3		3q27.1	AMP	4	21	19.0%	No
MVD		16q24.2	HOMDEL	1	21	4.8%	No
ACKR4		3q22.1	AMP	4	21	19.0%	No
ALDH1L1-AS1		3q21.3	AMP	4	21	19.0%	No
PRR21		2q37.3	HOMDEL	2	21	9.5%	No
DBIL5P2		2p15	AMP	1	21	4.8%	No
LINC00662		19q11	AMP	1	21	4.8%	No
ZNF773		19q13.43	AMP	1	21	4.8%	No
PKD1L1		7p12.3	AMP	1	21	4.8%	No
SIDT1		3q13.2	AMP	3	21	14.3%	No
THEM5		1q21.3	AMP	1	21	4.8%	No
SYMPK		19q13.32	AMP	2	21	9.5%	No
NKPD1		19q13.32	AMP	1	21	4.8%	No
LINC01882		18p11.21	AMP	1	21	4.8%	No
ATP11A-AS1		13q34	AMP	1	21	4.8%	No
ZNF541		19q13.33	AMP	1	21	4.8%	No
SNRNP70		19q13.33	AMP	1	21	4.8%	No
DPY19L3-DT		19q13.11	AMP	1	21	4.8%	No
FGFR1		8p11.23	AMP	1	21	4.8%	Yes
ANKRD10		13q34	AMP	1	21	4.8%	No
NUMBL		19q13.2	AMP	1	21	4.8%	No
TXK		4p12	AMP	1	21	4.8%	No
FGF7P6		9q13	AMP	1	21	4.8%	No
OAZ3		1q21.3	AMP	1	21	4.8%	No
CCDC80		3q13.2	AMP	3	21	14.3%	No
FOXD4L6		9p11.2	AMP	1	21	4.8%	No
URAHP		16q24.3	HOMDEL	1	21	4.8%	No
ADAR		1q21.3	AMP	1	21	4.8%	No
PPP1R37		19q13.32	AMP	1	21	4.8%	No
LINC00309		2p14	AMP	1	21	4.8%	No
POLG		15q26.1	AMP	2	21	9.5%	Yes
KLK2		19q13.33	AMP	1	21	4.8%	Yes
H3-3B		17q25.1	AMP	1	21	4.8%	Yes
RIIAD1		1q21.3	AMP	1	21	4.8%	No
HTR3E		3q27.1	AMP	4	21	19.0%	No
HCRTR1		1p35.2	HOMDEL	1	21	4.8%	No
SNRPA		19q13.2	AMP	1	21	4.8%	No
HAPLN3		15q26.1	AMP	2	21	9.5%	No
AOX2P		2q33.1	AMP	1	21	4.8%	No
CLK1		2q33.1	AMP	1	21	4.8%	No
KLK1		19q13.33	AMP	1	21	4.8%	No
IFNL1		19q13.2	AMP	2	21	9.5%	No
TSPOAP1		17q22	AMP	1	21	4.8%	No
LINC01529		19q13.12	AMP	2	21	9.5%	No
GAPDHS		19q13.12	AMP	2	21	9.5%	No
RHPN2		19q13.11	AMP	1	21	4.8%	No
CCM2L		20q11.21	AMP	1	21	4.8%	No
LINC00881		3q25.31	AMP	4	21	19.0%	No
ANKRD29		18q11.2	HOMDEL	1	21	4.8%	No
ERICH6		3q25.1	AMP	4	21	19.0%	No
DCPS		11q24.2	HOMDEL	1	21	4.8%	No
TMEM45A		3q12.2	AMP	3	21	14.3%	No
ZNF540		19q13.13	AMP	2	21	9.5%	No
RORC		1q21	AMP	1	21	4.8%	No
KCTD15		19q13.11	AMP	1	21	4.8%	No
PDCD10		3q26.1	AMP	4	21	19.0%	No
LINC01189		9q13	AMP	1	21	4.8%	No
PRUNE1		1q21.3	AMP	1	21	4.8%	No
SNORA26		4q12	AMP	1	21	4.8%	No
GON7		14q32.12	AMP	1	21	4.8%	No
SNRPA1		15q26.3	AMP	1	21	4.8%	No
NAXD		13q34	AMP	1	21	4.8%	No
KIT		4q12	AMP	2	21	9.5%	Yes
IFNL3		19q13.2	AMP	2	21	9.5%	No
SPATA16		3q26.31	AMP	4	21	19.0%	No
RTP2		3q27.3	AMP	3	21	14.3%	No
PEX5L		3q26.33	AMP	4	21	19.0%	No
COL4A2-AS1		13q34	AMP	1	21	4.8%	No
HNRNPUL1		19q13.2	AMP	1	21	4.8%	No
ASTE1		3q22.1	AMP	4	21	19.0%	No
RGS4		1q23.3	AMP	1	21	4.8%	No
UBE2Q2P1		15q25.2	AMP	1	21	4.8%	No
SPEGNB		2q35	HOMDEL	2	21	9.5%	No
RNU6-81P		13q21.31	HOMDEL	1	21	4.8%	No
CLIC2		Xq28	AMP	1	21	4.8%	No
PPM1D		17q23.3	AMP	1	21	4.8%	Yes
BCL11B		14q32.2	AMP	1	21	4.8%	Yes
LOC440300		15q25.2	AMP	1	21	4.8%	No
TIPARP-AS1		3q25.31	AMP	4	21	19.0%	No
MSTO2P		1q22	AMP	1	21	4.8%	No
SNORA28		14q32.32	AMP	1	21	4.8%	No
KMT5C		19q13.42	AMP	1	21	4.8%	No
AADACP1		3q25.1	AMP	4	21	19.0%	No
SGCB		4q12	AMP	1	21	4.8%	No
MAF		16q23.2	HOMDEL	1	21	4.8%	Yes
ZNF114		19q13.33	AMP	1	21	4.8%	No
TOMM70		3q12.2	AMP	3	21	14.3%	No
WTAPP1		11q22.2	AMP	2	21	9.5%	No
OTOP3		17q25.1	AMP	1	21	4.8%	No
RHBDD1		2q36.3	HOMDEL	2	21	9.5%	No
LINC01587		4p16.2	HOMDEL	1	21	4.8%	No
UBE2F		2q37.3	HOMDEL	2	21	9.5%	No
TNIK		3q26.2-q26.31	AMP	4	21	19.0%	No
LINC02015		3q26.32	AMP	4	21	19.0%	No
ZNF71		19q13.4	AMP	1	21	4.8%	No
DLGAP2		8p23.3	HOMDEL	1	21	4.8%	No
ZNF234		19q13.31	AMP	1	21	4.8%	No
ZNF550		19q13.43	AMP	1	21	4.8%	No
TDRD10		1q21.3	AMP	1	21	4.8%	No
SCARNA7		3q25.22	AMP	4	21	19.0%	No
MARCHF4		2q35	HOMDEL	2	21	9.5%	No
SNHG20		17q25.2	HOMDEL	1	21	4.8%	No
SCARNA13		14q32.12	AMP	1	21	4.8%	No
MTM1		Xq28	AMP	1	21	4.8%	No
NMD3		3q26.1	AMP	4	21	19.0%	No
MIDEAS-AS1		14q24.3	AMP	1	21	4.8%	No
SPON2		4p16.3	HOMDEL	1	21	4.8%	No
MXD4		4p16.3	HOMDEL	1	21	4.8%	No
HAUS7		Xq28	AMP	1	21	4.8%	No
LINC01387		18p11.31	AMP	1	21	4.8%	No
COX4I2		20q11.21	AMP	1	21	4.8%	No
EPIST		5q31.1	AMP	1	21	4.8%	No
ZNF77		19p13.3	AMP	1	21	4.8%	No
RAB12		18p11.22	AMP	1	21	4.8%	No
ASH2L		8p11.23	AMP	1	21	4.8%	No
SOX14		3q22.3	AMP	4	21	19.0%	No
GALNS		16q24.3	HOMDEL	1	21	4.8%	No
SLCO2A1		3q22.1-q22.2	AMP	4	21	19.0%	No
ATP5PD		17q25.1	AMP	1	21	4.8%	No
ELK2AP		14q32.33	AMP	1	21	4.8%	No
LINC00930		15q26.1	AMP	2	21	9.5%	No
LINC02298		14q32.33	AMP	1	21	4.8%	No
PELI1		2p14	AMP	1	21	4.8%	No
PATE3		11q24.2	HOMDEL	1	21	4.8%	No
ADCY2		5p15.31	AMP	1	21	4.8%	No
PLXNA3		Xq28	AMP	1	21	4.8%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	21	4.8%	No
GPR132		14q32.33	AMP	1	21	4.8%	No
SMARCAL1		2q35	HOMDEL	2	21	9.5%	No
WFDC1		16q24.1	HOMDEL	1	21	4.8%	No
CFAP126		1q23.3	AMP	1	21	4.8%	No
PNMA6A		Xq28	AMP	1	21	4.8%	No
CBR1-AS1		21q22.12	AMP	1	21	4.8%	No
RNU6-35P		4q25	AMP	2	21	9.5%	No
TFG		3q12.2	AMP	3	21	14.3%	Yes
HJURP		2q37.1	HOMDEL	2	21	9.5%	No
ST3GAL6-AS1		3q12.1	AMP	3	21	14.3%	No
USP13		3q26.33	AMP	4	21	19.0%	No
TTC39C		18q11.2	HOMDEL	1	21	4.8%	No
PPIAL4E		1q21.1	AMP	1	21	4.8%	No
ATR		3q23	AMP	4	21	19.0%	Yes
SLC17A7		19q13.33	AMP	1	21	4.8%	No
AK7		14q32.2	AMP	1	21	4.8%	No
PRSS40B		2q21.1	HOMDEL	1	21	4.8%	No
SETDB1		1q21.3	AMP	1	21	4.8%	Yes
FN1		2q35	HOMDEL	2	21	9.5%	No
PATE4		11q24.2	HOMDEL	1	21	4.8%	No
ERICH1		8p23.3	HOMDEL	1	21	4.8%	No
JAM2		21q21.3	AMP	1	21	4.8%	No
TRPM4		19q13.33	AMP	2	21	9.5%	No
CEP68		2p14	AMP	1	21	4.8%	No
DLGAP1-AS3		18p11.31	AMP	1	21	4.8%	No
SLC10A4		4p11	AMP	1	21	4.8%	No
KCNJ14		19q13.33	AMP	1	21	4.8%	No
SAG		2q37.1	HOMDEL	2	21	9.5%	No
C19ORF33		19q13.2	AMP	2	21	9.5%	No
LINC00911		14q31.3	AMP	1	21	4.8%	No
GPR156		3q13.33	AMP	3	21	14.3%	No
TRABD2A		2p11.2	AMP	1	21	4.8%	No
LINC00311		16q24.1	HOMDEL	1	21	4.8%	No
LGALSL		2p14	AMP	1	21	4.8%	No
LINC00618		14q32.2	AMP	1	21	4.8%	No
PRG4		1q31.1	AMP	1	21	4.8%	No
C19ORF84		19q13.41	AMP	2	21	9.5%	No
SST		3q27.3	AMP	3	21	14.3%	No
CLDN1		3q28	AMP	3	21	14.3%	No
OR9K2		12q13.2	AMP	1	21	4.8%	No
SPATA3-AS1		2q37.1	HOMDEL	2	21	9.5%	No
TCF25		16q24.3	HOMDEL	1	21	4.8%	No
TTLL13		15q26.1	AMP	2	21	9.5%	No
TMPRSS7		3q13.2	AMP	3	21	14.3%	No
CETN2		Xq28	AMP	1	21	4.8%	No
DET1		15q26.1	AMP	1	21	4.8%	No
U2SURP		3q23	AMP	4	21	19.0%	No
TM2D3		15q26.3	AMP	1	21	4.8%	No
SLC39A14		8p21.3	HOMDEL	1	21	4.8%	No
KCMF1		2p11.2	AMP	1	21	4.8%	No
FAM181A		14q32.12	AMP	1	21	4.8%	No
TAGLN2		1q23.2	AMP	1	21	4.8%	No
ZNF461		19q13.13	AMP	2	21	9.5%	No
VSIG10L		19q13.41	AMP	1	21	4.8%	No
ZNF211		19q13.4	AMP	1	21	4.8%	No
SPINT2		19q13.2	AMP	2	21	9.5%	No
ITLN1		1q23.3	AMP	1	21	4.8%	No
NKX6-3		8p11.21	AMP	1	21	4.8%	No
LINC01280		2q35	HOMDEL	2	21	9.5%	No
PTOV1-AS1		19q13.33	AMP	1	21	4.8%	No
IL13RA2		Xq23	AMP	1	21	4.8%	No
TMEM47		Xp21.1	HOMDEL	1	21	4.8%	No
RBM42		19q13.12	AMP	2	21	9.5%	No
CEACAM18		19q13.41	AMP	1	21	4.8%	No
SORBS2		4q35.1	HOMDEL	1	21	4.8%	No
PITPNC1		17q24.2	AMP	1	21	4.8%	No
MIDEAS		14q24.3	AMP	1	21	4.8%	Yes
NUDT14		14q32.33	AMP	1	21	4.8%	No
SERPINA9		14q32.13	AMP	1	21	4.8%	No
C19ORF12		19q12	AMP	1	21	4.8%	No
DANCR		4q12	AMP	1	21	4.8%	No
CEP170B		14q32.33	AMP	1	21	4.8%	No
ALKBH6		19q13.12	AMP	2	21	9.5%	No
SRRM5		19q13.31	AMP	1	21	4.8%	No
PDHX		11p13	AMP	1	21	4.8%	No
CD200R1L		3q13.2	AMP	3	21	14.3%	No
MPZ		1q23.3	AMP	1	21	4.8%	No
ZNF274		19q13.43	AMP	1	21	4.8%	No
ANKRD30BL		2q21.2	HOMDEL	1	21	4.8%	No
CPN2		3q29	AMP	3	21	14.3%	No
SGTA		19p13.3	AMP	1	21	4.8%	No
OR5K1		3q11.2	AMP	3	21	14.3%	No
ALKBH1		14q24.3	AMP	1	21	4.8%	No
ZNF585B		19q13.12	AMP	2	21	9.5%	No
SLAMF7		1q23.3	AMP	1	21	4.8%	No
LINC01990		3q13.12	AMP	3	21	14.3%	No
CYYR1		21q21.3	AMP	1	21	4.8%	No
SPAG16-DT		2q34	HOMDEL	2	21	9.5%	No
XRCC1		19q13.31	AMP	1	21	4.8%	No
ZNF296		19q13.32	AMP	1	21	4.8%	No
GLB1L		2q35	HOMDEL	2	21	9.5%	No
PRELID3A		18p11.21	AMP	1	21	4.8%	No
SHE		1q21.3	AMP	1	21	4.8%	No
CPOX		3q11.2	AMP	3	21	14.3%	No
KLF15		3q21.3	AMP	4	21	19.0%	No
NUDT18		8p21.3	HOMDEL	1	21	4.8%	No
IGF2BP2		3q27.2	AMP	4	21	19.0%	No
LCE3A		1q21.3	AMP	1	21	4.8%	No
INF2		14q32.33	AMP	1	21	4.8%	No
LINC00928		15q26.1	AMP	2	21	9.5%	No
CHD2		15q26.1	AMP	2	21	9.5%	Yes
MCM2		3q21.3	AMP	4	21	19.0%	No
CHD1L		1q21.1	AMP	1	21	4.8%	No
TFDP1		13q34	AMP	1	21	4.8%	No
SNAI3		16q24.2	HOMDEL	1	21	4.8%	No
LDLRAD4-AS1		18p11.21	AMP	1	21	4.8%	No
KCNK6		19q13.2	AMP	2	21	9.5%	No
CMKLR2		2q33.3	HOMDEL	2	21	9.5%	No
LAMB4		7q31.1	HOMDEL	1	21	4.8%	No
ARHGAP27P1		17q24.1	AMP	1	21	4.8%	No
HSPBAP1		3q21.1	AMP	3	21	14.3%	No
HAUS5		19q13.12	AMP	2	21	9.5%	No
WWOX		16q23.1-q23.2	HOMDEL	3	21	14.3%	No
LIMD2		17q23.3	AMP	1	21	4.8%	No
SCARNA4		1q22	AMP	1	21	4.8%	No
MIEN1		17q12	AMP	4	21	19.0%	No
LCE2D		1q21.3	AMP	1	21	4.8%	No
RPL9		4p14	AMP	1	21	4.8%	No
KCNE2		21q22.11	AMP	1	21	4.8%	No
BZW1		2q33.1	AMP	1	21	4.8%	No
STK36		2q35	HOMDEL	2	21	9.5%	No
ATP5MJ		14q32.33	AMP	1	21	4.8%	No
NOP58		2q33.1	AMP	1	21	4.8%	No
MCL1		1q21.2	AMP	1	21	4.8%	Yes
RAB37		17q25.1	AMP	1	21	4.8%	No
ZNF45		19q13.31	AMP	1	21	4.8%	No
POLR1A		2p11.2	AMP	1	21	4.8%	No
UGT1A3		2q37.1	HOMDEL	2	21	9.5%	No
ZNF772		19q13.43	AMP	1	21	4.8%	No
SIGLEC8		19q13.33-q13.41	AMP	1	21	4.8%	No
LINC02042		3q13.2	AMP	3	21	14.3%	No
ANKRD62		18p11.21	AMP	1	21	4.8%	No
RPL10		Xq28	AMP	1	21	4.8%	Yes
ANGEL1		14q24.3	AMP	1	21	4.8%	No
LINC00226		14q32.33	AMP	1	21	4.8%	No
LCE3C		1q21.3	AMP	1	21	4.8%	No
POP4		19q12	AMP	1	21	4.8%	No
MED24		17q21.1	AMP	1	21	4.8%	No
ACTR3		2q14.1	HOMDEL	1	21	4.8%	No
MYLK2		20q11.21	AMP	1	21	4.8%	No
TFDP2		3q23	AMP	4	21	19.0%	No
DNAI7		12p12.1	AMP	1	21	4.8%	No
PRR23A		3q23	AMP	4	21	19.0%	No
CARD8-AS1		19q13.33	AMP	1	21	4.8%	No
PCGF3-AS1		4p16.3	HOMDEL	1	21	4.8%	No
CRYGD		2q33.3	HOMDEL	2	21	9.5%	No
ATP2C2		16q24.1	HOMDEL	1	21	4.8%	No
DES		2q35	HOMDEL	2	21	9.5%	No
FOXJ1		17q25.1	AMP	1	21	4.8%	No
APIP		11p13	AMP	1	21	4.8%	No
LGALS7B		19q13.2	AMP	2	21	9.5%	No
XK		Xp21.1	HOMDEL	1	21	4.8%	No
TUSC7		3q13.31	AMP	3	21	14.3%	No
SIGLEC9		19q13.3-q13.4	AMP	1	21	4.8%	No
ICA1L		2q33.2	AMP	1	21	4.8%	No
CGB8		19q13.33	AMP	1	21	4.8%	No
ZC3H18		16q24.2	HOMDEL	1	21	4.8%	No
CHIC2		4q12	AMP	2	21	9.5%	Yes
LINC00221		14q32.33	AMP	1	21	4.8%	No
KCNJ10		1q23.2	AMP	1	21	4.8%	No
LCE3B		1q21.3	AMP	1	21	4.8%	No
P2RY13		3q25.1	AMP	4	21	19.0%	No
TRH		3q22.1	AMP	4	21	19.0%	No
MKNK2		19p13.3	AMP	1	21	4.8%	No
CEP192		18p11.21	AMP	1	21	4.8%	No
SCGB2B3P		19q13.11	AMP	1	21	4.8%	No
INPP5D		2q37.1	HOMDEL	2	21	9.5%	Yes
LAMA1		18p11.31	AMP	1	21	4.8%	No
SERTM2		Xq23	AMP	1	21	4.8%	No
VPS8		3q27.2	AMP	4	21	19.0%	No
OR10J5		1q23.2	AMP	1	21	4.8%	No
SNORA70		Xq28	AMP	1	21	4.8%	No
SLC9A9		3q24	AMP	5	21	23.8%	No
ZNF141		4p16.3	HOMDEL	1	21	4.8%	No
PEBP4		8p21.3	HOMDEL	1	21	4.8%	No
KCNJ9		1q23.2	AMP	1	21	4.8%	No
FCF1		14q24.3	AMP	1	21	4.8%	No
LGALS14		19q13.2	AMP	2	21	9.5%	No
C2ORF27A		2q21.2	HOMDEL	1	21	4.8%	No
ERVV-2		19q13.41	AMP	1	21	4.8%	No
NPC1		18q11.2	HOMDEL	1	21	4.8%	No
FGF21		19q13.33	AMP	1	21	4.8%	No
SEC14L1		17q25.2-q25.3	HOMDEL	1	21	4.8%	No
MARK4		19q13.32	AMP	1	21	4.8%	No
ZNF726		19p12	AMP	1	21	4.8%	No
ASH1L		1q22	AMP	1	21	4.8%	No
ZNF112		19q13.31	AMP	1	21	4.8%	No
PGR		11q22.1	AMP	1	21	4.8%	Yes
PEX11B		1q21.1	AMP	1	21	4.8%	No
MAN2B2		4p16.1	HOMDEL	1	21	4.8%	No
TMED11P		4p16.3	HOMDEL	1	21	4.8%	No
FOXL2NB		3q22.3	AMP	4	21	19.0%	No
LCE3E		1q21.3	AMP	1	21	4.8%	No
L1CAM		Xq28	AMP	1	21	4.8%	No
TCIM		8p11.21	AMP	1	21	4.8%	No
C3ORF52		3q13.2	AMP	3	21	14.3%	No
FBLN5		14q32.12	AMP	1	21	4.8%	No
GRAMD1A		19q13.11	AMP	1	21	4.8%	No
USP10		16q24.1	HOMDEL	1	21	4.8%	No
TUBB3		16q24.3	HOMDEL	1	21	4.8%	No
PTPRK		6q22.33	HOMDEL	1	21	4.8%	Yes
ZNF227		19q13.31	AMP	1	21	4.8%	No
GINS4		8p11.21	AMP	1	21	4.8%	No
C16ORF95		16q24.2	HOMDEL	1	21	4.8%	No
EMC8		16q24.1	HOMDEL	1	21	4.8%	No
APPBP2		17q23.2	AMP	1	21	4.8%	No
LINC02308		14q31.1	AMP	1	21	4.8%	No
UBQLN4		1q22	AMP	1	21	4.8%	No
GABRE		Xq28	AMP	1	21	4.8%	No
CCT3		1q22	AMP	1	21	4.8%	No
ABCA11P		4p16.3	HOMDEL	1	21	4.8%	No
KCNU1		8p11.23	AMP	1	21	4.8%	No
FAM149A		4q35.1	HOMDEL	1	21	4.8%	No
ZNF230		19q13.31	AMP	1	21	4.8%	No
H1-10		3q21.3	AMP	4	21	19.0%	No
KCNJ6		21q22.13	AMP	2	21	9.5%	No
B9D2		19q13.2	AMP	1	21	4.8%	No
CLIC6		21q22.12	AMP	1	21	4.8%	No
OPA3		19q13.32	AMP	1	21	4.8%	No
TIMM13		19p13.3	AMP	1	21	4.8%	No
LINC00605		14q32.32	AMP	1	21	4.8%	No
ASB1		2q37.3	HOMDEL	2	21	9.5%	No
CCDC85C		14q32.2	AMP	1	21	4.8%	No
SNORA41		2q33.3	HOMDEL	2	21	9.5%	No
ZNF473		19q13.33	AMP	1	21	4.8%	No
HCN3		1q22	AMP	1	21	4.8%	No
ALG1L		3q21.2	AMP	4	21	19.0%	No
PRR9		1q21.3	AMP	1	21	4.8%	No
SLIT2		4p15.31	HOMDEL	1	21	4.8%	No
ZNF229		19q13.31	AMP	1	21	4.8%	No
PSG11		19q13.31	AMP	1	21	4.8%	No
MROH2A		2q37.1	HOMDEL	2	21	9.5%	No
FXYD7		19q13.12	AMP	2	21	9.5%	No
MOAP1		14q32.12	AMP	1	21	4.8%	No
C5AR1		19q13.32	AMP	1	21	4.8%	No
CAB39		2q37.1	HOMDEL	2	21	9.5%	No
CIB1		15q26.1	AMP	2	21	9.5%	No
FOXN3-AS2		14q32.11	AMP	1	21	4.8%	No
NDUFB3		2q33.1	AMP	1	21	4.8%	No
CEMIP		15q25.1	AMP	1	21	4.8%	No
FAM124B		2q36.2	HOMDEL	2	21	9.5%	No
AHSG		3q27.3	AMP	4	21	19.0%	No
DENND4B		1q21.3	AMP	1	21	4.8%	No
L3MBTL4		18p11.31	AMP	1	21	4.8%	No
CCDC190		1q23.3	AMP	1	21	4.8%	No
OR5AC2		3q11.2	AMP	3	21	14.3%	No
MTA1		14q32.33	AMP	1	21	4.8%	No
LSAMP		3q13.31	AMP	3	21	14.3%	No
INTS9		8p21.1	HOMDEL	1	21	4.8%	No
TUFT1		1q21.3	AMP	1	21	4.8%	No
SDHC		1q23.3	AMP	1	21	4.8%	Yes
MEG3		14q32.2	AMP	1	21	4.8%	No
CFAP141		1q21.3	AMP	1	21	4.8%	No
PSG10P		19q13.2	AMP	1	21	4.8%	No
TTYH1		19q13.42	AMP	2	21	9.5%	No
CIP2A		3q13.13	AMP	3	21	14.3%	No
KHDRBS1		1p35.2	HOMDEL	1	21	4.8%	No
GAK		4p16.3	HOMDEL	1	21	4.8%	No
RTP1		3q27.3	AMP	3	21	14.3%	No
CYP2A6		19q13.2	AMP	1	21	4.8%	No
RIPPLY3		21q22.13	AMP	2	21	9.5%	No
KIR3DL2		19q13.42	AMP	2	21	9.5%	No
C2CD4D		1q21.3	AMP	1	21	4.8%	No
LINC00642		14q32.11	AMP	1	21	4.8%	No
BTLA		3q13.2	AMP	3	21	14.3%	Yes
DAP3		1q22	AMP	1	21	4.8%	No
SNORD114-24		14q32.31	AMP	1	21	4.8%	No
GPR50		Xq28	AMP	1	21	4.8%	No
TDRD9		14q32.33	AMP	1	21	4.8%	No
VANGL2		1q23.2	AMP	1	21	4.8%	No
RPUSD4		11q24.2	HOMDEL	1	21	4.8%	No
EIF2A		3q25.1	AMP	4	21	19.0%	No
NDUFB1		14q31.3	AMP	1	21	4.8%	No
NOC2LP2		2q21.1	HOMDEL	1	21	4.8%	No
CYP2A7		19q13.2	AMP	1	21	4.8%	No
DUSP9		Xq28	AMP	1	21	4.8%	Yes
MAP4K1		19q13.2	AMP	2	21	9.5%	No
KIR3DL1		19q13.42	AMP	2	21	9.5%	No
PDIA5		3q21.1	AMP	3	21	14.3%	No
TULP2		19q13.33	AMP	1	21	4.8%	No
SNORD114-23		14q32.31	AMP	1	21	4.8%	No
LINC01107		2q37.3	HOMDEL	2	21	9.5%	No
ACOT4		14q24.3	AMP	1	21	4.8%	No
SNED1		2q37.3	HOMDEL	2	21	9.5%	No
MAGEB18		Xp21.3	HOMDEL	1	21	4.8%	No
C2ORF68		2p11.2	AMP	1	21	4.8%	No
ZNF781		19q13.12	AMP	2	21	9.5%	No
LINC01133		1q23.2	AMP	1	21	4.8%	No
IGFBP5		2q35	HOMDEL	2	21	9.5%	No
PAK2		3q29	AMP	3	21	14.3%	No
CUL3		2q36.2	HOMDEL	2	21	9.5%	Yes
TMEM39B		1p35.2	HOMDEL	1	21	4.8%	No
SNORD94		2p11.2	AMP	1	21	4.8%	No
H1-8		3q22.1	AMP	4	21	19.0%	No
ZSWIM9		19q13.33	AMP	1	21	4.8%	No
LINC01146		14q31.3	AMP	1	21	4.8%	No
TEFM		17q11.2	HOMDEL	1	21	4.8%	No
SNORA35		Xq23	AMP	1	21	4.8%	No
LINC01205		3q13.13	AMP	3	21	14.3%	No
STRADA		17q23.3	AMP	1	21	4.8%	No
LNX1-AS1		4q12	AMP	2	21	9.5%	No
RYR1		19q13.2	AMP	2	21	9.5%	No
LINC02289		14q24.3	AMP	1	21	4.8%	No
ERN1		17q23.3	AMP	1	21	4.8%	No
DHFR2		3q11.2	AMP	3	21	14.3%	No
MIR381HG		14q32.31	AMP	1	21	4.8%	No
ZNF283		19q13.31	AMP	1	21	4.8%	No
CXORF66		Xq27.1	HOMDEL	1	21	4.8%	No
ADAMTS7P1		15q25.2	AMP	1	21	4.8%	No
