Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
POLG	5.804e-3	15q26.1	AMP	2	21	9.5%	Yes
RN7SKP3	2.168e-19	13q14.12	HOMDEL	1	21	4.8%	No
H3-3B	2.021e-5	17q25.1	AMP	1	21	4.8%	Yes
RIIAD1	3.200e-5	1q21.3	AMP	1	21	4.8%	No
HCRTR1		1p35.2	HOMDEL	1	21	4.8%	No
SNRPA		19q13.2	AMP	1	21	4.8%	No
HAPLN3	5.804e-3	15q26.1	AMP	2	21	9.5%	No
SSX4		Xp11.23	AMP	1	21	4.8%	Yes
RNA5SP178		5p15.1	AMP	1	21	4.8%	No
SSX6P		Xp11.23	AMP	1	21	4.8%	No
TSPOAP1		17q22	AMP	1	21	4.8%	No
RHPN2		19q13.11	AMP	1	21	4.8%	No
CCM2L		20q11.21	AMP	2	21	9.5%	No
CD99P1		Xp22.33 and Yp11.31	AMP	1	21	4.8%	No
CISH		3p21.2	HOMDEL	1	21	4.8%	No
ANKRD29		18q11.2	HOMDEL	1	21	4.8%	No
ERICH6		3q25.1	AMP	9	21	42.9%	No
DCPS	1.076e-32	11q24.2	HOMDEL	3	21	14.3%	No
TMEM45A		3q12.2	AMP	5	21	23.8%	No
ZNF540		19q13.13	AMP	2	21	9.5%	No
KCTD15		19q13.11	AMP	1	21	4.8%	No
RN7SL621P		8p12	HOMDEL	1	21	4.8%	No
RNA5SP181		5p13.2	AMP	1	21	4.8%	No
RN7SL294P		3p12.3	HOMDEL	1	21	4.8%	No
SNRPA1	5.804e-3	15q26.3	AMP	1	21	4.8%	No
SPATA16		3q26.31	AMP	9	21	42.9%	No
RTP2		3q27.3	AMP	9	21	42.9%	No
RN7SKP185		20q11.23	AMP	1	21	4.8%	No
UBE2Q2P1	5.804e-3	15q25.2	AMP	1	21	4.8%	No
NAALAD2		11q14.3	HOMDEL	2	21	9.5%	No
SETD2		3p21.31	HOMDEL	1	21	4.8%	Yes
BCL11B		14q32.2	AMP	1	21	4.8%	Yes
CSRNP3		2q24.3	AMP	1	21	4.8%	No
ZBTB18		1q44	AMP	1	21	4.8%	No
RNA5SP180		5p15.1	AMP	1	21	4.8%	No
RN7SKP182		18q12.2	AMP	1	21	4.8%	No
SNORA28		14q32.32	AMP	1	21	4.8%	No
REPS1		6q24.1	HOMDEL	1	21	4.8%	No
SAMD10		20q13.33	AMP	1	21	4.8%	No
TRDN		6q22.31	AMP	1	21	4.8%	No
MAF		16q23.2	HOMDEL	1	21	4.8%	Yes
GJB6	1.336e-9	13q12.11	HOMDEL	1	21	4.8%	No
FNDC1	9.848e-5	6q25.3	HOMDEL	1	21	4.8%	No
GAGE2C		Xp11.23	AMP	1	21	4.8%	No
TOMM70		3q12.2	AMP	5	21	23.8%	No
OTOP3		17q25.1	AMP	1	21	4.8%	No
TNIK	2.352e-34	3q26.2-q26.31	AMP	9	21	42.9%	No
DLGAP2		8p23.3	HOMDEL	1	21	4.8%	No
TDRD10	3.200e-5	1q21.3	AMP	1	21	4.8%	No
RN7SL491P		19q13.12	AMP	2	21	9.5%	No
BCAS1		20q13.2	AMP	1	21	4.8%	No
SNHG20		17q25.2	HOMDEL	1	21	4.8%	No
SNORD102		13q12.2	AMP	1	21	4.8%	No
ST13		22q13.2	HOMDEL	1	21	4.8%	No
PSMD14		2q24.2	AMP	1	21	4.8%	No
ABHD16B		20q13.33	AMP	1	21	4.8%	No
HAUS7		Xq28	AMP	1	21	4.8%	No
CENPM		22q13.2	HOMDEL	1	21	4.8%	No
LINC01620		20q13.12	AMP	1	21	4.8%	No
RN7SL518P		10q22.3	AMP	1	21	4.8%	No
COX4I2	4.240e-10	20q11.21	AMP	2	21	9.5%	No
RAB12		18p11.22	AMP	1	21	4.8%	No
KCNJ15		21q22.13-q22.2	AMP	1	21	4.8%	No
RNA5SP182		5q11.2	AMP	1	21	4.8%	No
TNFSF11	2.168e-19	13q14	HOMDEL	1	21	4.8%	No
SOX14		3q22.3	AMP	8	21	38.1%	No
ATP5PD	2.021e-5	17q25.1	AMP	1	21	4.8%	No
LINC00930	5.804e-3	15q26.1	AMP	2	21	9.5%	No
RNA5SP81		1q43	AMP	1	21	4.8%	No
PATE3	1.076e-32	11q24.2	HOMDEL	3	21	14.3%	No
NBEAL2		3p21.31	HOMDEL	1	21	4.8%	No
MS4A10		11q12.2	HOMDEL	1	21	4.8%	No
ADCY2		5p15.31	AMP	2	21	9.5%	No
PLXNA3		Xq28	AMP	1	21	4.8%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	21	4.8%	No
PREP		6q21	AMP	1	21	4.8%	No
CELSR1		22q13.31	HOMDEL	1	21	4.8%	No
SMPDL3A		6q22.31	HOMDEL	1	21	4.8%	No
PNMA6A		Xq28	AMP	1	21	4.8%	No
SGTB		5q12.3	HOMDEL	1	21	4.8%	No
TFG		3q12.2	AMP	5	21	23.8%	Yes
TTC39C		18q11.2	HOMDEL	1	21	4.8%	No
SRPX		Xp11.4	AMP	1	21	4.8%	No
AKAP11	2.168e-19	13q14.11	HOMDEL	1	21	4.8%	No
HINFP	1.076e-32	11q23.3	HOMDEL	3	21	14.3%	No
CERS6		2q24.3	AMP	1	21	4.8%	No
UBE2E3	1.296e-2	2q31.3	AMP	1	21	4.8%	No
AK7		14q32.2	AMP	1	21	4.8%	No
SETDB1	3.200e-5	1q21.3	AMP	1	21	4.8%	Yes
RN7SL754P		10p15.3	HOMDEL	1	21	4.8%	No
TOX2		20q13.12	AMP	1	21	4.8%	No
THBS2	9.848e-5	6q27	HOMDEL	1	21	4.8%	No
PRSS23		11q14.2	HOMDEL	2	21	9.5%	No
CEP68		2p14	AMP	1	21	4.8%	No
KCNJ14		19q13.33	AMP	1	21	4.8%	No
C19ORF33	3.164e-8	19q13.2	AMP	2	21	9.5%	No
SELENOK		3p21.1	HOMDEL	1	21	4.8%	No
TRABD2A		2p11.2	AMP	1	21	4.8%	No
LINC00311		16q24.1	HOMDEL	1	21	4.8%	No
BEND2		Xp22.13	AMP	1	21	4.8%	No
LINC00618		14q32.2	AMP	1	21	4.8%	No
PRG4		1q31.1	AMP	1	21	4.8%	No
SST		3q27.3	AMP	9	21	42.9%	No
SNORA71B		20q11.23	AMP	1	21	4.8%	No
OR9K2		12q13.2	AMP	1	21	4.8%	No
CXORF38		Xp11.4	AMP	1	21	4.8%	No
GABRR2		6q15	AMP	1	21	4.8%	No
APPL1		3p14.3	HOMDEL	1	21	4.8%	No
CNTN5		11q22.1	HOMDEL	2	21	9.5%	No
TTLL13	5.804e-3	15q26.1	AMP	2	21	9.5%	No
SNORA71A		20q11.23	AMP	1	21	4.8%	No
DET1	5.804e-3	15q26.1	AMP	1	21	4.8%	No
SLC39A14		8p21.3	HOMDEL	1	21	4.8%	No
EEF1AKMT1	1.336e-9	13q12.11	HOMDEL	1	21	4.8%	No
KCMF1		2p11.2	AMP	1	21	4.8%	No
MAB21L1		13q13.3	HOMDEL	1	21	4.8%	No
TAGLN2		1q23.2	AMP	1	21	4.8%	No
ZNF461		19q13.13	AMP	2	21	9.5%	No
VSIG10L		19q13.41	AMP	1	21	4.8%	No
RNA5SP82		1q44	AMP	1	21	4.8%	No
TMEM225	1.076e-32	11q24.1	HOMDEL	3	21	14.3%	No
GAD1		2q31.1	AMP	1	21	4.8%	No
RN7SL448P		17q23.2	AMP	1	21	4.8%	No
TRPC4		13q13.3	HOMDEL	1	21	4.8%	No
GNAI2		3p21.31	HOMDEL	1	21	4.8%	No
PRG2		11q12.1	AMP	1	21	4.8%	No
CCT5		5p15.2	AMP	1	21	4.8%	No
SLC15A3		11q12.2	HOMDEL	2	21	9.5%	No
RBM42		19q13.12	AMP	2	21	9.5%	No
SNORA70E		11q	HOMDEL	1	21	4.8%	No
SORBS2		4q35.1	HOMDEL	1	21	4.8%	No
MAP3K7		6q15	AMP	1	21	4.8%	Yes
ZSWIM3		20q13.12	AMP	1	21	4.8%	No
NUDT14		14q32.33	AMP	1	21	4.8%	No
C19ORF12		19q12	AMP	1	21	4.8%	No
SSX3		Xp11.23	AMP	1	21	4.8%	No
CEP170B		14q32.33	AMP	1	21	4.8%	No
RN7SL351P	1.076e-32	11q24.2	HOMDEL	3	21	14.3%	No
RNA5SP25	1.336e-9	13q12.11	HOMDEL	1	21	4.8%	No
CUL5	1.076e-32	11q22.3	HOMDEL	3	21	14.3%	No
ALKBH6		19q13.12	AMP	2	21	9.5%	No
PDHX	2.751e-2	11p13	AMP	1	21	4.8%	No
PLXNB1		3p21.31	HOMDEL	1	21	4.8%	No
MPZ		1q23.3	AMP	1	21	4.8%	No
CPN2		3q29	AMP	9	21	42.9%	No
H4C15		1q21.2	AMP	1	21	4.8%	No
RN7SL525P		19q13.43	AMP	1	21	4.8%	No
UXT		Xp11.23	AMP	1	21	4.8%	No
ZNF585B		19q13.12	AMP	2	21	9.5%	No
WFDC10A		20q13.12	AMP	1	21	4.8%	No
NHLRC3		13q13.3	HOMDEL	1	21	4.8%	No
CCDC162P		6q21	AMP	1	21	4.8%	No
SLAMF7		1q23.3	AMP	1	21	4.8%	No
RNA5SP387		14q24.3	AMP	1	21	4.8%	No
RFX6		6q22.1	HOMDEL	1	21	4.8%	No
POLA1		Xp22.11-p21.3	AMP	1	21	4.8%	No
PSMA7		20q13.33	AMP	1	21	4.8%	No
GLB1L		2q35	HOMDEL	2	21	9.5%	No
SHE	3.200e-5	1q21.3	AMP	1	21	4.8%	No
CPOX		3q11.2	AMP	5	21	23.8%	No
LCE3A	3.200e-5	1q21.3	AMP	1	21	4.8%	No
INF2		14q32.33	AMP	1	21	4.8%	No
LINC00928	5.804e-3	15q26.1	AMP	2	21	9.5%	No
CHD2	5.804e-3	15q26.1	AMP	2	21	9.5%	Yes
LINC00524		14q32.31	AMP	1	21	4.8%	No
IGHG4		14q32.33	AMP	1	21	4.8%	No
HYAL1		3p21.31	HOMDEL	1	21	4.8%	No
LAMB4		7q31.1	HOMDEL	1	21	4.8%	No
DISC1FP1		11q14.3	HOMDEL	2	21	9.5%	No
HSPBAP1		3q21.1	AMP	5	21	23.8%	No
RN7SL566P		19q13.2	AMP	2	21	9.5%	No
LIMD2		17q23.3	AMP	1	21	4.8%	No
ETS1	1.076e-32	11q24.3	HOMDEL	3	21	14.3%	Yes
LCE2D	3.200e-5	1q21.3	AMP	1	21	4.8%	No
TRAPPC2		Xp22.2	AMP	1	21	4.8%	No
RPL9		4p14	AMP	1	21	4.8%	No
KCNE2		21q22.11	AMP	1	21	4.8%	No
IGHG3		14q32.33	AMP	1	21	4.8%	No
NOP58		2q33.1	AMP	1	21	4.8%	No
LINC00404	2.830e-4	13q34	AMP	1	21	4.8%	No
VCX3B		Xp22.31	AMP	1	21	4.8%	No
TBC1D32		6q22.31	HOMDEL	1	21	4.8%	No
RAB37		17q25.1	AMP	1	21	4.8%	No
RGS7		1q43	AMP	1	21	4.8%	No
ZNF45		19q13.31	AMP	1	21	4.8%	No
PJVK	1.296e-2	2q31.2	AMP	1	21	4.8%	No
SNORD100		6q23.2	HOMDEL	1	21	4.8%	No
ZNF772		19q13.43	AMP	1	21	4.8%	No
PLD5		1q43	AMP	1	21	4.8%	No
SUPT20H		13q13.3	HOMDEL	1	21	4.8%	No
ANKRD62		18p11.21	AMP	1	21	4.8%	No
RTN4RL2		11q12.1	AMP	1	21	4.8%	No
RPL10		Xq28	AMP	1	21	4.8%	Yes
LINC00226		14q32.33	AMP	1	21	4.8%	No
LCE3C	3.200e-5	1q21.3	AMP	1	21	4.8%	No
USP27X		Xp11.23	AMP	1	21	4.8%	No
IGHG2		14q32.33	AMP	1	21	4.8%	No
MED24		17q21.1	AMP	1	21	4.8%	No
RN7SL678P	5.153e-2	21q22.13	AMP	3	21	14.3%	No
RN7SL617P		6q21	AMP	1	21	4.8%	No
PAPPA		9q33.1	AMP	1	21	4.8%	No
FOXJ1		17q25.1	AMP	1	21	4.8%	No
LGALS7B		19q13.2	AMP	2	21	9.5%	No
TUSC7		3q13.31	AMP	5	21	23.8%	No
ICA1L		2q33.2	AMP	1	21	4.8%	No
CHIC2		4q12	AMP	2	21	9.5%	Yes
LINC00221		14q32.33	AMP	1	21	4.8%	No
KCNJ10		1q23.2	AMP	1	21	4.8%	No
LCE3B	3.200e-5	1q21.3	AMP	1	21	4.8%	No
PIGT		20q13.12	AMP	1	21	4.8%	No
TRH		3q22.1	AMP	6	21	28.6%	No
CASP8AP2		6q15	AMP	1	21	4.8%	No
INPP5D	3.466e-41	2q37.1	HOMDEL	2	21	9.5%	Yes
LAMA1		18p11.31	AMP	1	21	4.8%	No
GABRR1		6q15	AMP	1	21	4.8%	No
CSPG5		3p21.31	HOMDEL	1	21	4.8%	No
IGHG1		14q32.33	AMP	1	21	4.8%	No
OR10J5		1q23.2	AMP	1	21	4.8%	No
SLC9A9		3q24	AMP	10	21	47.6%	No
ZNF141	1.297e-1	4p16.3	HOMDEL	2	21	9.5%	No
RN7SL484P	5.804e-3	15q26.3	AMP	1	21	4.8%	No
TPT1	2.168e-19	13q14.13	HOMDEL	1	21	4.8%	No
KCNJ9		1q23.2	AMP	1	21	4.8%	No
LGALS14		19q13.2	AMP	2	21	9.5%	No
RNA5SP122	3.466e-41	2q37.3	HOMDEL	2	21	9.5%	No
PARP8		5q11.1	AMP	1	21	4.8%	No
FGF21		19q13.33	AMP	1	21	4.8%	No
SEC14L1		17q25.2-q25.3	HOMDEL	1	21	4.8%	No
ZNF726		19p12	AMP	1	21	4.8%	No
LINC00443		13q33.3	HOMDEL	1	21	4.8%	No
PICALM		11q14.2	HOMDEL	2	21	9.5%	Yes
PEX11B		1q21.1	AMP	1	21	4.8%	No
MAN2B2	1.297e-1	4p16.1	HOMDEL	1	21	4.8%	No
TIMM10		11q12.1	AMP	1	21	4.8%	No
FOXL2NB		3q22.3	AMP	8	21	38.1%	No
LCE3E	3.200e-5	1q21.3	AMP	1	21	4.8%	No
L1CAM		Xq28	AMP	1	21	4.8%	No
TCIM		8p11.21	AMP	1	21	4.8%	No
NAGA		22q13.2	HOMDEL	1	21	4.8%	No
SNORD103B		1p35.2	HOMDEL	1	21	4.8%	No
UBE2V1		20q13.13	AMP	1	21	4.8%	No
MAGI2		7q21.11	AMP	1	21	4.8%	No
RNA5SP133		3p14.3	HOMDEL	1	21	4.8%	No
C3ORF52		3q13.2	AMP	5	21	23.8%	No
PTPRK		6q22.33	HOMDEL	2	21	9.5%	Yes
C16ORF95		16q24.2	HOMDEL	1	21	4.8%	No
TEX28P2		Xq28	AMP	1	21	4.8%	No
EMC8		16q24.1	HOMDEL	1	21	4.8%	No
UBQLN4		1q22	AMP	1	21	4.8%	No
RN7SL492P		4q12	AMP	1	21	4.8%	No
RN7SL862P		18p11.22	AMP	1	21	4.8%	No
GABRE		Xq28	AMP	1	21	4.8%	No
GJA1		6q22.31	AMP	1	21	4.8%	No
CCT3		1q22	AMP	1	21	4.8%	No
TUSC2		3p21.31	HOMDEL	1	21	4.8%	No
ABCA11P	1.297e-1	4p16.3	HOMDEL	2	21	9.5%	No
KCNU1		8p11.23	AMP	1	21	4.8%	No
FAM149A		4q35.1	HOMDEL	1	21	4.8%	No
RN7SL288P	2.168e-19	13q14.13	HOMDEL	1	21	4.8%	No
RN7SL92P		3p12.3	HOMDEL	1	21	4.8%	No
NNT		5p12	AMP	1	21	4.8%	No
KCNJ6	5.153e-2	21q22.13	AMP	3	21	14.3%	No
B9D2		19q13.2	AMP	1	21	4.8%	No
CLIC6		21q22.12	AMP	1	21	4.8%	No
SPACA5		Xp11.23	AMP	1	21	4.8%	No
ARL11	2.168e-19	13q14.2	HOMDEL	1	21	4.8%	No
TIMM13		19p13.3	AMP	1	21	4.8%	No
ASB1	3.466e-41	2q37.3	HOMDEL	2	21	9.5%	No
CCDC85C		14q32.2	AMP	1	21	4.8%	No
RN7SL861P		1q23.3	AMP	1	21	4.8%	No
OR2AJ1		1q44	AMP	1	21	4.8%	No
SHANK3	1.215e-3	22q13.33	HOMDEL	1	21	4.8%	No
TRIO		5p15.2	AMP	1	21	4.8%	No
BAP1		3p21.1	HOMDEL	1	21	4.8%	Yes
LINC02899		5p14.2	AMP	1	21	4.8%	No
PSG11		19q13.31	AMP	1	21	4.8%	No
MROH2A	3.466e-41	2q37.1	HOMDEL	2	21	9.5%	No
AIRN	9.848e-5	6q25.3	HOMDEL	1	21	4.8%	No
LATS1		6q25.1	AMP	1	21	4.8%	Yes
PSMB1	9.848e-5	6q27	HOMDEL	1	21	4.8%	No
SERINC3		20q13.12	AMP	1	21	4.8%	No
OGFR		20q13.33	AMP	1	21	4.8%	No
RNY1P1		13q12.2	AMP	1	21	4.8%	No
C5AR1		19q13.32	AMP	1	21	4.8%	No
RNF146		6q22.33	AMP	1	21	4.8%	No
UBE2L6		11q12.1	AMP	1	21	4.8%	No
NDUFB3	1.296e-2	2q33.1	AMP	1	21	4.8%	No
CEMIP	5.804e-3	15q25.1	AMP	1	21	4.8%	No
L1CAM-AS1		Xq28	AMP	1	21	4.8%	No
FAM124B		2q36.2	HOMDEL	2	21	9.5%	No
MTA1		14q32.33	AMP	1	21	4.8%	No
INTS9		8p21.1	HOMDEL	1	21	4.8%	No
SDHC		1q23.3	AMP	1	21	4.8%	Yes
C6		5p13.1	AMP	1	21	4.8%	No
PSG10P		19q13.2	AMP	1	21	4.8%	No
TTYH1		19q13.42	AMP	2	21	9.5%	No
GAK	1.297e-1	4p16.3	HOMDEL	2	21	9.5%	No
C2CD4D	3.200e-5	1q21.3	AMP	1	21	4.8%	No
SLC25A30	2.168e-19	13q14.13	HOMDEL	1	21	4.8%	No
TOMM34		20q13.12	AMP	1	21	4.8%	No
LINC00642		14q32.11	AMP	1	21	4.8%	No
UTRN		6q24.2	HOMDEL	1	21	4.8%	No
NLRP3		1q44	AMP	1	21	4.8%	No
BTLA		3q13.2	AMP	5	21	23.8%	Yes
DAP3		1q22	AMP	1	21	4.8%	No
SHPRH		6q24.3	AMP	1	21	4.8%	No
GPR50		Xq28	AMP	1	21	4.8%	No
VANGL2		1q23.2	AMP	1	21	4.8%	No
MS4A5		11q12.2	HOMDEL	1	21	4.8%	No
NDUFB1		14q31.3	AMP	1	21	4.8%	No
DUSP9		Xq28	AMP	1	21	4.8%	Yes
MAP4K1		19q13.2	AMP	2	21	9.5%	No
PDIA5		3q21.1	AMP	5	21	23.8%	No
GTF2F2	2.168e-19	13q14.12-q14.13	HOMDEL	1	21	4.8%	No
PRDM10-DT	1.076e-32	11q24.3	HOMDEL	2	21	9.5%	No
POU1F1		3p11.2	HOMDEL	1	21	4.8%	No
ACOT4		14q24.3	AMP	1	21	4.8%	No
NDUFA6		22q13.2	HOMDEL	1	21	4.8%	No
RN7SKP2	2.168e-19	13q14.11	HOMDEL	1	21	4.8%	No
MIPEP	1.336e-9	13q12.12	HOMDEL	1	21	4.8%	No
ZNF781		19q13.12	AMP	2	21	9.5%	No
POGLUT3	1.076e-32	11q22.3	HOMDEL	3	21	14.3%	No
PAK2		3q29	AMP	9	21	42.9%	No
SNORD94		2p11.2	AMP	1	21	4.8%	No
GPR63		6q16.1	AMP	1	21	4.8%	No
TEFM		17q11.2	HOMDEL	1	21	4.8%	No
SNORA35		Xq23	AMP	1	21	4.8%	No
RYR1	3.164e-8	19q13.2	AMP	2	21	9.5%	No
GCA		2q24.2	AMP	1	21	4.8%	No
RNY1P7		13q12.12	AMP	1	21	4.8%	No
ERN1		17q23.3	AMP	1	21	4.8%	No
IGHM		14q32.33	AMP	1	21	4.8%	No
DHFR2		3q11.2	AMP	5	21	23.8%	No
RN7SL672P		20q13.13	AMP	1	21	4.8%	No
RNU4ATAC10P	1.076e-32	11q24.1	HOMDEL	3	21	14.3%	No
ZNF283		19q13.31	AMP	1	21	4.8%	No
CXORF66		Xq27.1	HOMDEL	1	21	4.8%	No
HAR1B		20q13.33	AMP	1	21	4.8%	No
MZF1		19q13.43	AMP	1	21	4.8%	No
HES1		3q29	AMP	9	21	42.9%	No
SP110	3.466e-41	2q37.1	HOMDEL	2	21	9.5%	No
XPO7		8p21.3	HOMDEL	1	21	4.8%	No
EIF5		14q32.32	AMP	1	21	4.8%	No
RNY4P30	2.168e-19	13q14.2	HOMDEL	1	21	4.8%	No
SPATA31A7		9q12	AMP	1	21	4.8%	No
RSPH6A		19q13.3	AMP	2	21	9.5%	No
FBXO46		19q13.32	AMP	2	21	9.5%	No
ABHD2	5.804e-3	15q26.1	AMP	2	21	9.5%	No
CENPVL1		Xp11.22	AMP	1	21	4.8%	No
SNORA36A		Xq28	AMP	1	21	4.8%	No
EHF	2.751e-2	11p13	AMP	1	21	4.8%	No
SLC43A3		11q12.1	AMP	1	21	4.8%	No
RYR2		1q43	AMP	1	21	4.8%	No
DUXA		19q13.43	AMP	1	21	4.8%	No
ZNF304		19q13.43	AMP	1	21	4.8%	No
RN7SL670P		2q33.2	AMP	1	21	4.8%	No
FOXO3		6q21	AMP	1	21	4.8%	Yes
LYPD5		19q13.31	AMP	1	21	4.8%	No
SERP1		3q25.1	AMP	9	21	42.9%	No
GAB3		Xq28	AMP	1	21	4.8%	No
ZNF41		Xp11.3	AMP	1	21	4.8%	No
AFG3L1P		16q24.3	HOMDEL	1	21	4.8%	No
LCE2C	3.200e-5	1q21.3	AMP	1	21	4.8%	No
MTG2		20q13.33	AMP	1	21	4.8%	No
SNORD104		17q23.3	AMP	1	21	4.8%	No
CELF3	3.200e-5	1q21.3	AMP	1	21	4.8%	No
RNU6ATAC2P		5q11.2	HOMDEL	1	21	4.8%	No
PNRC1		6q15	AMP	1	21	4.8%	Yes
DPRX		19q13.42	AMP	2	21	9.5%	No
CSPG4P12	5.804e-3	15q25.3	AMP	1	21	4.8%	No
ADGRG6		6q24.2	AMP	1	21	4.8%	No
TNFRSF10C		8p21.3	HOMDEL	1	21	4.8%	No
SHROOM4		Xp11.22	AMP	1	21	4.8%	No
UBR3		2q31.1	AMP	1	21	4.8%	No
TMEM169		2q35	HOMDEL	2	21	9.5%	No
KLHL6		3q27.1	AMP	9	21	42.9%	Yes
FAAP24		19q13.11	AMP	1	21	4.8%	No
FANCA		16q24.3	HOMDEL	1	21	4.8%	Yes
SDIM1	9.848e-5	6q27	HOMDEL	1	21	4.8%	No
DICER1		14q32.13	AMP	1	21	4.8%	Yes
OTULINL		5p15.2	AMP	1	21	4.8%	No
SEC14L1		17q25.2-q25.3	AMP	1	21	4.8%	No
ATG3		3q13.2	AMP	5	21	23.8%	No
LINC00352	1.336e-9	13q12.12	HOMDEL	1	21	4.8%	No
TENM4		11q14.1	HOMDEL	1	21	4.8%	No
RN7SL509P		6q16.1	AMP	1	21	4.8%	No
RNY1P8		13q22.1	AMP	3	21	14.3%	No
RN7SL663P	3.164e-8	19q13.13	AMP	2	21	9.5%	No
CXCR1		2q35	HOMDEL	2	21	9.5%	No
EPHA3		3p11.1	HOMDEL	1	21	4.8%	Yes
PRR12		19q13.33	AMP	1	21	4.8%	No
ZNF575		19q13.31	AMP	1	21	4.8%	No
FOXS1		20q11.21	AMP	2	21	9.5%	No
TMEM126B		11q14.1	HOMDEL	2	21	9.5%	No
NFAM1		22q13.2	HOMDEL	1	21	4.8%	No
CFP		Xp11.23	AMP	1	21	4.8%	No
