Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
SRMS		1	1	40	2.5%	No
SRP19		1	1	40	2.5%	No
ATXN3L		2	2	40	5.0%	No
DGKH		2	2	40	5.0%	No
TAS2R31		1	1	40	2.5%	No
PNN		2	2	40	5.0%	No
SSB		1	1	40	2.5%	No
PROB1		1	1	40	2.5%	No
NXF3		1	1	40	2.5%	No
SPAG16		1	1	40	2.5%	No
CEBPA		1	1	40	2.5%	Yes
SLC49A4		1	1	40	2.5%	No
CORO7		1	1	40	2.5%	No
OR1C1		1	1	40	2.5%	No
CBX8		1	1	40	2.5%	No
RNF128		1	1	40	2.5%	No
CDX4		1	1	40	2.5%	No
LINC01101		1	1	40	2.5%	No
ASPHD1		1	1	40	2.5%	No
MASTL		2	2	40	5.0%	No
SRPK2		2	2	40	5.0%	No
TRIM21		1	1	40	2.5%	No
PNLIP		1	1	40	2.5%	No
POLA1		3	3	40	7.5%	No
CENPF		3	2	40	5.0%	No
CENPE		3	1	40	2.5%	No
CENPC		1	1	40	2.5%	No
BROX		1	1	40	2.5%	No
PRDM4		1	1	40	2.5%	No
COMMD2		1	1	40	2.5%	No
CEL		2	2	40	5.0%	No
MICALL1		1	1	40	2.5%	No
TUBGCP6		2	2	40	5.0%	No
TRIM17		1	1	40	2.5%	No
PTCHD1		2	2	40	5.0%	No
SSC5D		1	1	40	2.5%	No
SSRP1		1	1	40	2.5%	No
SHC2		2	1	40	2.5%	No
POLR2A		1	1	40	2.5%	No
POLR2B		1	1	40	2.5%	No
POLR2C		1	1	40	2.5%	No
DNAI2		2	1	40	2.5%	No
UHRF2		2	2	40	5.0%	No
KIAA1549L		3	3	40	7.5%	No
BTN3A1		1	1	40	2.5%	No
KCTD3		1	1	40	2.5%	No
STRIP1		1	1	40	2.5%	No
RTL1		2	2	40	5.0%	No
EMILIN2		1	1	40	2.5%	No
POLD1		2	2	40	5.0%	Yes
OBSCN		9	5	40	12.5%	No
POLD2		1	1	40	2.5%	No
CIT		2	2	40	5.0%	No
ZC3HAV1		2	1	40	2.5%	No
POLE		4	3	40	7.5%	Yes
COPS4		1	1	40	2.5%	No
POLG		1	1	40	2.5%	Yes
OR6B3		1	1	40	2.5%	No
CFTR		2	2	40	5.0%	No
MAGEA11		2	2	40	5.0%	No
STAT2		2	2	40	5.0%	Yes
MDGA2		1	1	40	2.5%	No
MAGEA12		1	1	40	2.5%	No
POLRMT		2	1	40	2.5%	No
MAGEB1		1	1	40	2.5%	No
POMC		2	2	40	5.0%	No
STAT4		1	1	40	2.5%	Yes
ZFP57		1	1	40	2.5%	No
UNC13C		2	2	40	5.0%	No
SLC24A4		1	1	40	2.5%	No
HSD17B12		1	1	40	2.5%	No
TC2N		1	1	40	2.5%	No
DYNC1LI1		1	1	40	2.5%	No
MAGEA4		1	1	40	2.5%	No
CERCAM		1	1	40	2.5%	No
FHIP1B		1	1	40	2.5%	No
ING4		1	1	40	2.5%	No
TEX35		1	1	40	2.5%	No
PROM2		1	1	40	2.5%	No
MAGEA6		2	2	40	5.0%	No
POLR2H		1	1	40	2.5%	No
ST13		1	1	40	2.5%	No
MRNIP		1	1	40	2.5%	No
TRPV6		1	1	40	2.5%	No
STAC		1	1	40	2.5%	No
FYB2		1	1	40	2.5%	No
SLC35E3		1	1	40	2.5%	No
GPRC5D		1	1	40	2.5%	No
FAM217A		1	1	40	2.5%	No
HSPA13		2	2	40	5.0%	No
POU2F1		1	1	40	2.5%	No
RNF40		1	1	40	2.5%	No
CTIF		2	2	40	5.0%	No
MAN2A1		1	1	40	2.5%	No
OR6C65		1	1	40	2.5%	No
JPT1		1	1	40	2.5%	No
TEX55		1	1	40	2.5%	No
GOLGA8B		1	1	40	2.5%	No
ADGRV1		11	7	40	17.5%	No
SAGE1		2	1	40	2.5%	No
PON2		1	1	40	2.5%	No
STAT5A		1	1	40	2.5%	Yes
STAT6		2	1	40	2.5%	Yes
SPOCK2		1	1	40	2.5%	No
AURKA		2	2	40	5.0%	Yes
MAP1A		4	2	40	5.0%	No
MAP1B		4	3	40	7.5%	No
POU5F1B		1	1	40	2.5%	No
ZNF391		1	1	40	2.5%	No
RB1CC1		3	2	40	5.0%	No
MAP2		2	1	40	2.5%	No
CSMD1		7	4	40	10.0%	No
CUL7		3	2	40	5.0%	No
FUT9		1	1	40	2.5%	No
POTEB2		1	1	40	2.5%	No
MYO15A		3	3	40	7.5%	No
GRIPAP1		1	1	40	2.5%	No
MB21D2		2	2	40	5.0%	No
MAN2B1		2	1	40	2.5%	No
POU3F4		1	1	40	2.5%	No
SFI1		1	1	40	2.5%	No
CCT6B		1	1	40	2.5%	Yes
SERPINB11		1	1	40	2.5%	No
MANBA		2	1	40	2.5%	No
NEK4		2	2	40	5.0%	No
RRH		1	1	40	2.5%	No
DELE1		1	1	40	2.5%	No
CNPY3		1	1	40	2.5%	No
DHTKD1		1	1	40	2.5%	No
MAOA		1	1	40	2.5%	No
POU4F3		1	1	40	2.5%	No
STK4		1	1	40	2.5%	No
MAOB		1	1	40	2.5%	No
NUP58		2	2	40	5.0%	No
TSC22D2		1	1	40	2.5%	No
URB2		1	1	40	2.5%	No
CORIN		2	1	40	2.5%	No
PRAG1		1	1	40	2.5%	No
PIP4P2		1	1	40	2.5%	No
PPEF2		1	1	40	2.5%	No
PPAT		1	1	40	2.5%	No
CCDC160		1	1	40	2.5%	No
HORMAD1		1	1	40	2.5%	No
MAS1		1	1	40	2.5%	No
JAKMIP2		1	1	40	2.5%	No
PPFIA1		1	1	40	2.5%	No
HSD17B11		1	1	40	2.5%	No
KY		1	1	40	2.5%	No
CRYBG1		1	1	40	2.5%	No
PLEKHO1		1	1	40	2.5%	No
CREB3L4		1	1	40	2.5%	No
PPARD		1	1	40	2.5%	No
KCNK10		1	1	40	2.5%	No
C3ORF20		2	2	40	5.0%	No
UMODL1		1	1	40	2.5%	No
MED1		7	4	40	10.0%	No
ERRFI1		1	1	40	2.5%	Yes
MARK1		1	1	40	2.5%	No
ARHGAP11A		1	1	40	2.5%	No
CDCA7L		1	1	40	2.5%	No
DNAJC6		2	1	40	2.5%	No
MYCBPAP		1	1	40	2.5%	No
RGP1		1	1	40	2.5%	No
TKTL2		1	1	40	2.5%	No
FSCB		2	2	40	5.0%	No
ADCY4		2	2	40	5.0%	No
PPID		1	1	40	2.5%	No
GAL3ST3		1	1	40	2.5%	No
SIGLEC10		2	2	40	5.0%	No
HEPH		1	1	40	2.5%	No
LIPF		1	1	40	2.5%	No
ELMO1		1	1	40	2.5%	No
ALAD		3	3	40	7.5%	No
NETO1		2	2	40	5.0%	No
ALAS2		1	1	40	2.5%	No
CRBN		1	1	40	2.5%	Yes
ALCAM		2	2	40	5.0%	No
ABCD1		1	1	40	2.5%	No
SLC2A13		1	1	40	2.5%	No
SNTG1		1	1	40	2.5%	No
LCMT2		1	1	40	2.5%	No
DCTN6		1	1	40	2.5%	No
ZCCHC12		1	1	40	2.5%	No
CNTNAP1		1	1	40	2.5%	No
GINS1		1	1	40	2.5%	No
PIK3R3		1	1	40	2.5%	Yes
TNFSF13B		1	1	40	2.5%	No
NDST2		1	1	40	2.5%	No
NAV1		1	1	40	2.5%	No
NAV3		6	6	40	15.0%	No
AVIL		1	1	40	2.5%	No
DYNLT2B		2	1	40	2.5%	No
ZEB2		4	4	40	10.0%	No
MC5R		2	2	40	5.0%	No
PPL		4	4	40	10.0%	No
MCC		1	1	40	2.5%	No
PPM1G		1	1	40	2.5%	No
FARP2		2	2	40	5.0%	No
CCDC18		1	1	40	2.5%	No
PPOX		1	1	40	2.5%	No
RUSC2		1	1	40	2.5%	No
HERC5		1	1	40	2.5%	No
ALDH1A3		1	1	40	2.5%	No
SNTG2		1	1	40	2.5%	No
PLCE1		1	1	40	2.5%	No
NIN		2	2	40	5.0%	Yes
CCDC39		1	1	40	2.5%	No
FSTL5		3	3	40	7.5%	No
PDZD9		1	1	40	2.5%	No
ITGA8		1	1	40	2.5%	No
C2CD5		1	1	40	2.5%	No
GNB5		1	1	40	2.5%	No
KCNAB2		1	1	40	2.5%	No
ITGA10		1	1	40	2.5%	No
PLXNA3		4	3	40	7.5%	No
ASB10		1	1	40	2.5%	No
ELP1		2	1	40	2.5%	No
PSMD6		1	1	40	2.5%	No
YBX3		1	1	40	2.5%	No
TRH		1	1	40	2.5%	No
WWP2		1	1	40	2.5%	No
MMAB		1	1	40	2.5%	No
MCM7		1	1	40	2.5%	No
TRIL		1	1	40	2.5%	No
TRIO		2	2	40	5.0%	No
CPZ		1	1	40	2.5%	No
CCT3		1	1	40	2.5%	No
COPS3		1	1	40	2.5%	No
CNTRL		1	1	40	2.5%	Yes
ANO3		2	2	40	5.0%	No
EPSTI1		1	1	40	2.5%	No
FNBP1		1	1	40	2.5%	Yes
SMG1		3	2	40	5.0%	Yes
MYT1L		2	2	40	5.0%	No
TNIK		3	3	40	7.5%	No
OR4X2		1	1	40	2.5%	No
ALK		1	1	40	2.5%	Yes
OR4B1		1	1	40	2.5%	No
NUDT12		1	1	40	2.5%	No
CEP170		1	1	40	2.5%	No
DGKZ		2	2	40	5.0%	No
RAPGEF4		1	1	40	2.5%	No
ADGRG4		3	2	40	5.0%	No
ABCC6P1		1	1	40	2.5%	No
CNTN4		3	3	40	7.5%	No
MICU3		1	1	40	2.5%	No
PPFIA3		1	1	40	2.5%	No
SMCP		1	1	40	2.5%	No
SEC24D		1	1	40	2.5%	No
FOXQ1		1	1	40	2.5%	No
AP3B1		2	2	40	5.0%	No
TOPBP1		2	1	40	2.5%	No
CDC20B		1	1	40	2.5%	No
EDNRA		1	1	40	2.5%	No
URB1		1	1	40	2.5%	No
RWDD4		1	1	40	2.5%	No
LRRN4		1	1	40	2.5%	No
ZHX3		2	2	40	5.0%	No
HGSNAT		1	1	40	2.5%	No
UBE2J2		1	1	40	2.5%	No
ALPI		2	1	40	2.5%	No
NCOA6		3	3	40	7.5%	No
ALPL		1	1	40	2.5%	No
SETDB1		2	1	40	2.5%	Yes
TRIOBP		1	1	40	2.5%	No
EDN1		1	1	40	2.5%	No
API5		1	1	40	2.5%	No
TOMM70		2	1	40	2.5%	No
FCSK		1	1	40	2.5%	No
MLKL		1	1	40	2.5%	No
TRPC1		1	1	40	2.5%	No
POM121		2	2	40	5.0%	No
BHLHE40		1	1	40	2.5%	No
TRANK1		1	1	40	2.5%	No
TRPC5		1	1	40	2.5%	No
SMG7		1	1	40	2.5%	No
ME1		1	1	40	2.5%	No
TRPC4		1	1	40	2.5%	No
TRPM2		1	1	40	2.5%	No
TRPC6		2	1	40	2.5%	No
PDZRN3		2	2	40	5.0%	No
MDH1		1	1	40	2.5%	No
ALPP		1	1	40	2.5%	No
MDH2		1	1	40	2.5%	No
ZBTB39		1	1	40	2.5%	No
MDM2		1	1	40	2.5%	Yes
EDNRB		1	1	40	2.5%	No
LINC00539		1	1	40	2.5%	No
LGR5		2	1	40	2.5%	No
UPK1A		1	1	40	2.5%	No
EEF1A2		1	1	40	2.5%	No
TRO		2	2	40	5.0%	No
ADRM1		1	1	40	2.5%	No
EEF1A1		1	1	40	2.5%	No
DDX46		2	2	40	5.0%	No
PHC2		1	1	40	2.5%	No
THOC5		1	1	40	2.5%	No
KMO		1	1	40	2.5%	No
SNAP91		2	2	40	5.0%	No
OR2W3		1	1	40	2.5%	No
UBAP2L		4	3	40	7.5%	No
FIG4		1	1	40	2.5%	No
WASHC5		1	1	40	2.5%	No
SAMD4A		1	1	40	2.5%	No
PHLPP2		1	1	40	2.5%	No
ZNF292		2	1	40	2.5%	No
PDZD2		1	1	40	2.5%	No
CIB4		1	1	40	2.5%	No
PLPPR4		1	1	40	2.5%	No
WDTC1		1	1	40	2.5%	No
NUAK1		1	1	40	2.5%	No
AMD1		1	1	40	2.5%	No
KDM4B		1	1	40	2.5%	No
MAST3		1	1	40	2.5%	No
FBF1		1	1	40	2.5%	No
ZNF813		1	1	40	2.5%	No
DOP1A		1	1	40	2.5%	No
TRPS1		2	1	40	2.5%	No
COL27A1		1	1	40	2.5%	No
TDRD15		1	1	40	2.5%	No
CDK10		1	1	40	2.5%	No
PRPF18		1	1	40	2.5%	No
OR5H15		1	1	40	2.5%	No
CASK		1	1	40	2.5%	No
TSN		1	1	40	2.5%	No
WDFY3		5	3	40	7.5%	No
DAAM1		1	1	40	2.5%	No
SAMD9L		1	1	40	2.5%	No
AMPD2		1	1	40	2.5%	No
KHSRP		1	1	40	2.5%	No
PLCH1		1	1	40	2.5%	No
STEAP1B		1	1	40	2.5%	No
AMY2A		1	1	40	2.5%	No
DGAT2L6		1	1	40	2.5%	No
MKNK1		1	1	40	2.5%	Yes
LILRB3		1	1	40	2.5%	No
B3GNT5		2	2	40	5.0%	No
LILRA2		1	1	40	2.5%	No
EEF1B2		1	1	40	2.5%	No
DCAF4L2		1	1	40	2.5%	No
RAB31		1	1	40	2.5%	No
SPEN		6	3	40	7.5%	Yes
AMY2B		1	1	40	2.5%	No
CDH22		1	1	40	2.5%	No
CNOT1		1	1	40	2.5%	No
ANK2		2	2	40	5.0%	No
ANK3		3	3	40	7.5%	No
OR2D2		1	1	40	2.5%	No
TSC2		1	1	40	2.5%	Yes
STON1		1	1	40	2.5%	No
C10ORF71		1	1	40	2.5%	No
ZNF440		1	1	40	2.5%	No
TTC3		1	1	40	2.5%	No
IL21		1	1	40	2.5%	No
ANPEP		1	1	40	2.5%	No
SLC25A5		1	1	40	2.5%	No
PARP15		1	1	40	2.5%	No
CCDC159		1	1	40	2.5%	No
SWSAP1		1	1	40	2.5%	No
MEGF8		1	1	40	2.5%	No
CELSR2		2	1	40	2.5%	No
MECR		1	1	40	2.5%	No
ABHD17B		1	1	40	2.5%	No
SLC27A3		1	1	40	2.5%	No
EGR1		1	1	40	2.5%	Yes
SPINK5		2	2	40	5.0%	No
EGFR		2	1	40	2.5%	Yes
LILRB4		2	2	40	5.0%	No
TUB		1	1	40	2.5%	No
FAM83H		1	1	40	2.5%	No
TTR		1	1	40	2.5%	No
DCLRE1C		1	1	40	2.5%	No
SUSD1		1	1	40	2.5%	No
ARSK		1	1	40	2.5%	No
CIAO3		1	1	40	2.5%	No
TTN		42	16	40	40.0%	No
EIF2S1		1	1	40	2.5%	No
EIF1AX		1	1	40	2.5%	Yes
LIAS		1	1	40	2.5%	No
EGR3		1	1	40	2.5%	No
TRAPPC12		1	1	40	2.5%	No
OR2T27		3	3	40	7.5%	No
EPHA2		2	2	40	5.0%	No
TMED1		1	1	40	2.5%	No
TUFT1		1	1	40	2.5%	No
C1QTNF6		1	1	40	2.5%	No
LOC101060596		1	1	40	2.5%	No
TULP2		1	1	40	2.5%	No
ARFGEF3		3	3	40	7.5%	No
PSMA8		1	1	40	2.5%	No
TUBG1		1	1	40	2.5%	No
NAT9		1	1	40	2.5%	No
KIF26A		2	2	40	5.0%	No
C14ORF28		1	1	40	2.5%	No
ERGIC1		1	1	40	2.5%	No
ABCA12		5	5	40	12.5%	No
PPP4R3B		2	2	40	5.0%	No
CFAP100		2	2	40	5.0%	No
CLHC1		1	1	40	2.5%	No
TYK2		1	1	40	2.5%	Yes
TYR		1	1	40	2.5%	No
ACOT12		1	1	40	2.5%	No
SNX14		1	1	40	2.5%	No
HIRA		1	1	40	2.5%	Yes
ZNF630		3	2	40	5.0%	No
LRTM2		1	1	40	2.5%	No
TXK		1	1	40	2.5%	No
FAM205A		3	3	40	7.5%	No
IL4I1		1	1	40	2.5%	No
RGS22		2	2	40	5.0%	No
NAPB		2	1	40	2.5%	No
EIF4G1		3	2	40	5.0%	No
PCDHB5		2	2	40	5.0%	No
IFT172		2	2	40	5.0%	No
HAP1		1	1	40	2.5%	No
F2RL3		1	1	40	2.5%	No
CBLL2		1	1	40	2.5%	No
ZBED8		1	1	40	2.5%	No
LRCH3		2	2	40	5.0%	No
ZNF335		2	2	40	5.0%	No
ELF1		1	1	40	2.5%	No
ELAVL4		1	1	40	2.5%	No
HAVCR2		1	1	40	2.5%	No
TRPC4AP		1	1	40	2.5%	No
ELAVL2		1	1	40	2.5%	No
CCDC142		1	1	40	2.5%	No
ELANE		1	1	40	2.5%	No
GALNT9		1	1	40	2.5%	No
TAF1B		1	1	40	2.5%	No
DEF6		1	1	40	2.5%	No
ITSN2		3	3	40	7.5%	No
STEEP1		1	1	40	2.5%	No
SHROOM1		2	2	40	5.0%	No
MCUR1		1	1	40	2.5%	No
PCIF1		1	1	40	2.5%	No
TTLL3		1	1	40	2.5%	No
ITPR1		1	1	40	2.5%	No
ITPR2		2	2	40	5.0%	No
TRIM52		1	1	40	2.5%	No
ITIH4		1	1	40	2.5%	No
CUZD1		1	1	40	2.5%	No
CYHR1		1	1	40	2.5%	No
GEMIN4		1	1	40	2.5%	No
HIP1R		1	1	40	2.5%	No
BRSK2		1	1	40	2.5%	No
NAT8		1	1	40	2.5%	No
PCLO		8	4	40	10.0%	Yes
LDLRAP1		1	1	40	2.5%	No
KDM4C		1	1	40	2.5%	Yes
PPRC1		1	1	40	2.5%	No
JAK2		3	2	40	5.0%	Yes
JAK3		1	1	40	2.5%	Yes
FAM217B		1	1	40	2.5%	No
ERC1		1	1	40	2.5%	Yes
EXPH5		1	1	40	2.5%	No
SYT9		1	1	40	2.5%	No
IVL		2	2	40	5.0%	No
CD200R1		1	1	40	2.5%	No
TAAR5		1	1	40	2.5%	No
PKD2L1		3	3	40	7.5%	No
BAZ1B		3	2	40	5.0%	No
JUNB		1	1	40	2.5%	No
JUND		1	1	40	2.5%	No
TTLL5		1	1	40	2.5%	No
SIPA1L3		1	1	40	2.5%	No
CEP112		1	1	40	2.5%	No
KIF1B		2	2	40	5.0%	No
IQSEC2		1	1	40	2.5%	No
RSPO3		1	1	40	2.5%	Yes
JARID2		2	2	40	5.0%	Yes
ZC3H10		1	1	40	2.5%	No
NUF2		1	1	40	2.5%	Yes
AGBL4		2	2	40	5.0%	No
ZC3H13		1	1	40	2.5%	No
KERA		1	1	40	2.5%	No
ARHGEF4		1	1	40	2.5%	No
DIDO1		2	2	40	5.0%	No
DOK2		1	1	40	2.5%	No
GPRASP2		1	1	40	2.5%	No
ADAM30		1	1	40	2.5%	No
RBM33		1	1	40	2.5%	No
AIP		2	2	40	5.0%	No
ZNF433		2	2	40	5.0%	No
SAMD12		1	1	40	2.5%	No
SPAG9		1	1	40	2.5%	No
BTAF1		2	2	40	5.0%	No
SLC4A10		2	2	40	5.0%	No
KCNA4		4	3	40	7.5%	No
TBC1D9B		1	1	40	2.5%	No
GGA2		1	1	40	2.5%	No
ACSM2A		1	1	40	2.5%	No
WAPL		1	1	40	2.5%	No
LRRC75B		1	1	40	2.5%	No
EMC1		1	1	40	2.5%	No
ARHGEF3		1	1	40	2.5%	No
DNAAF1		1	1	40	2.5%	No
ANOS1		1	1	40	2.5%	No
SLC6A19		1	1	40	2.5%	No
SYT10		1	1	40	2.5%	No
DCUN1D3		3	3	40	7.5%	No
KCNA1		1	1	40	2.5%	No
ADAMTS13		1	1	40	2.5%	No
VWA8		1	1	40	2.5%	No
NUP210L		2	2	40	5.0%	No
PSTPIP1		1	1	40	2.5%	No
NEUROG2		1	1	40	2.5%	No
ZNF791		2	2	40	5.0%	No
RGPD2		2	2	40	5.0%	No
PRDM16		1	1	40	2.5%	Yes
PRDM14		1	1	40	2.5%	Yes
C16ORF95		1	1	40	2.5%	No
CMTR1		2	1	40	2.5%	No
HECW1		3	3	40	7.5%	No
ZNF564		2	1	40	2.5%	No
TBRG1		1	1	40	2.5%	No
POMGNT2		1	1	40	2.5%	No
KCNA5		2	2	40	5.0%	No
LINGO1		1	1	40	2.5%	No
KCNA10		2	2	40	5.0%	No
ADO		1	1	40	2.5%	No
MRGPRX4		1	1	40	2.5%	No
KCNC2		1	1	40	2.5%	No
SMCO2		1	1	40	2.5%	No
GPR199P		1	1	40	2.5%	No
ANGPTL1		2	2	40	5.0%	No
GCNA		3	2	40	5.0%	No
KCNJ4		1	1	40	2.5%	No
PAPSS1		1	1	40	2.5%	No
HELT		2	1	40	2.5%	No
SYT7		1	1	40	2.5%	No
MAP3K6		2	1	40	2.5%	Yes
ARPP21		2	2	40	5.0%	No
RABL6		1	1	40	2.5%	No
TMEM145		2	2	40	5.0%	No
TRMU		2	2	40	5.0%	No
FLCN		1	1	40	2.5%	Yes
RPAP3		1	1	40	2.5%	No
KCND2		1	1	40	2.5%	No
SLC2A12		2	2	40	5.0%	No
DYNC2H1		2	2	40	5.0%	No
ANKRD34B		1	1	40	2.5%	No
ZMYND11		1	1	40	2.5%	No
FAM111B		1	1	40	2.5%	No
SSX4B		1	1	40	2.5%	No
KCNG1		2	2	40	5.0%	No
LDB2		1	1	40	2.5%	No
KCNJ14		2	2	40	5.0%	No
PINK1		1	1	40	2.5%	No
AK7		1	1	40	2.5%	No
CLDN10		1	1	40	2.5%	No
ZNF729		1	1	40	2.5%	No
DIRAS3		1	1	40	2.5%	No
FRMD4A		1	1	40	2.5%	No
PACS1		2	2	40	5.0%	No
CHD3		3	3	40	7.5%	No
ARHGAP27		1	1	40	2.5%	No
CHD2		1	1	40	2.5%	Yes
C22ORF46		1	1	40	2.5%	No
CHD1		1	1	40	2.5%	No
HAO1		1	1	40	2.5%	No
ARSJ		1	1	40	2.5%	No
CHAT		1	1	40	2.5%	No
SRD5A3		1	1	40	2.5%	No
PANK3		1	1	40	2.5%	No
MAP7D3		3	3	40	7.5%	No
KCNJ6		3	3	40	7.5%	No
ZNF234		1	1	40	2.5%	No
KCNJ8		2	2	40	5.0%	No
AKR1C4		2	2	40	5.0%	No
CHD4		1	1	40	2.5%	Yes
SLC17A3		2	2	40	5.0%	No
SYCE1L		1	1	40	2.5%	No
KCNN2		1	1	40	2.5%	No
KCNN3		1	1	40	2.5%	No
ATP5IF1		1	1	40	2.5%	No
FAM102A		1	1	40	2.5%	No
CHM		1	1	40	2.5%	No
RAB43		1	1	40	2.5%	No
CHKB		1	1	40	2.5%	No
TUT7		1	1	40	2.5%	No
NLRX1		1	1	40	2.5%	No
LRRC34		1	1	40	2.5%	No
S100A14		1	1	40	2.5%	No
VEPH1		2	2	40	5.0%	No
ZNF329		1	1	40	2.5%	No
CHI3L1		1	1	40	2.5%	No
STX3		1	1	40	2.5%	No
CYP20A1		1	1	40	2.5%	No
